ou_row,ou_col,Latency,Power Density,TOPS,Energy_per_Mac
16,16,3440.0,0.0509765625,0.46875,1.0875e-13
16,32,1740.0,0.11469726562499999,0.9375,1.2234375e-13
16,48,1172.0,0.191162109375,1.40625,1.359375e-13
16,64,888.0,0.28037109375,1.875,1.4953125e-13
16,80,712.0,0.38232421875,2.34375,1.63125e-13
16,96,604.0,0.4970214843750001,2.8125,1.7671875000000001e-13
16,112,516.0,0.624462890625,3.28125,1.903125e-13
16,128,456.0,0.7646484375,3.75,2.0390625e-13
32,16,2175.0,0.191162109375,0.9375,2.0390625e-13
32,32,1110.0,0.4078125,1.875,2.175e-13
32,48,755.0,0.6499511718750001,2.8125,2.3109375e-13
32,64,570.0,0.9175781249999999,3.75,2.446875e-13
32,80,465.0,1.210693359375,4.6875,2.5828125e-13
32,96,400.0,1.529296875,5.625,2.71875e-13
32,112,355.0,1.8733886718749997,6.5625,2.8546875e-13
32,128,295.0,2.24296875,7.5,2.990625e-13
48,16,1636.3940127112987,0.420556640625,1.40625,2.9906249999999997e-13
48,32,843.3293376088947,0.8793457031249999,2.8125,3.1265624999999996e-13
48,48,569.666175073558,1.3763671874999999,4.21875,3.2625e-13
48,64,446.79700005769246,1.91162109375,5.625,3.3984375e-13
48,80,363.0225625468752,2.485107421875,7.03125,3.534375e-13
48,96,318.34286254110583,3.0968261718749996,8.4375,3.6703124999999997e-13
48,112,256.90827503317314,3.7467773437500003,9.84375,3.80625e-13
48,128,245.73835003173082,4.4349609375,11.25,3.9421875e-13
64,16,1332.0,0.73916015625,1.875,3.9421875e-13
64,32,684.0,1.529296875,3.75,4.078125e-13
64,48,480.0,2.37041015625,5.625,4.2140625e-13
64,64,354.0,3.2625,7.5,4.35e-13
64,80,306.0,4.20556640625,9.375,4.4859375e-13
64,96,264.0,5.1996093750000005,11.25,4.621875e-13
64,112,246.0,6.244628906250001,13.125,4.7578125e-13
64,128,186.0,7.340624999999999,15.0,4.89375e-13
80,16,1125.3032008899506,1.14697265625,2.34375,4.89375e-13
80,32,587.9393128245247,2.357666015625,4.6875,5.0296875e-13
80,48,410.92532616767863,3.632080078125,7.03125,5.165625e-13
80,64,322.4183328392555,4.97021484375,9.375,5.3015625e-13
80,80,271.8429080801566,6.3720703125,11.71875,5.4375e-13
80,96,227.5894114159451,7.837646484375002,14.0625,5.573437500000001e-13
96,16,994.3293376088945,1.6439941406249998,2.8125,5.845312499999999e-13
96,32,526.7970000576925,3.364453125,5.625,5.981249999999999e-13
96,48,375.3428625411059,5.161376953124999,8.4375,6.117187499999999e-13
96,64,289.73835003173076,7.0347656249999995,11.25,6.253124999999999e-13
112,16,878.148784945431,2.230224609375,3.28125,6.796875e-13
112,32,483.32219946608996,4.5496582031249995,6.5625,6.9328125e-13
112,48,313.1383264146498,6.95830078125,9.84375,7.06875e-13
128,16,798.0,2.9056640625,3.75,7.7484375e-13
128,32,413.0,5.91328125,7.5,7.884375e-13
