OU Size: 4x4
layer,time_s,energy_J
5,3.848088e-04,2.557425e-05
6,3.727148e-04,5.114850e-05
7,3.577092e-04,5.114850e-05
8,8.995024e-05,2.557425e-05
9,9.105761e-05,5.114850e-05
10,9.181357e-05,5.114850e-05
11,2.257099e-05,1.278712e-05
12,2.250902e-05,1.278712e-05
13,2.277425e-05,1.278712e-05
14,1.106497e-08,2.841593e-08
15,1.269156e-07,4.639320e-07
16,1.162744e-07,1.132646e-07
Total,,,
Latency (max),2.049871e-03,
Energy (sum),,4.249783e-04,
EDP, , ,8.711506e-07

OU Size: 12x32
layer,time_s,energy_J
1,8.407673e-05,2.401488e-06
2,1.793637e-03,5.123174e-05
3,8.968185e-04,2.561587e-05
4,1.510434e-03,5.123174e-05
5,3.367077e-04,2.561587e-05
6,3.261255e-04,5.123174e-05
7,3.129956e-04,5.123174e-05
8,7.870646e-05,2.561587e-05
9,7.967541e-05,5.123174e-05
10,8.033687e-05,5.123174e-05
11,1.974962e-05,1.280793e-05
12,1.969539e-05,1.280793e-05
13,1.992747e-05,1.280793e-05
14,9.681849e-09,2.846217e-08
15,1.110512e-07,4.646869e-07
16,1.017401e-07,1.134490e-07
Total,,,
Latency (max),1.793637e-03,
Energy (sum),,4.256699e-04,
EDP, , ,7.634972e-07

OU Size: 12x36
layer,time_s,energy_J
1,7.473487e-05,2.405389e-06
2,1.594344e-03,5.131497e-05
3,7.971720e-04,2.565749e-05
4,1.342608e-03,5.131497e-05
5,2.992957e-04,2.565749e-05
6,2.898893e-04,5.131497e-05
7,2.782183e-04,5.131497e-05
8,6.996130e-05,2.565749e-05
9,7.082259e-05,5.131497e-05
10,7.141055e-05,5.131497e-05
11,1.755522e-05,1.282874e-05
12,1.750702e-05,1.282874e-05
13,1.771331e-05,1.282874e-05
14,8.606088e-09,2.850841e-08
15,9.871214e-08,4.654419e-07
16,9.043563e-08,1.136333e-07
Total,,,
Latency (max),1.594344e-03,
Energy (sum),,4.263615e-04,
EDP, , ,6.797668e-07

OU Size: 12x40
layer,time_s,energy_J
1,6.726138e-05,2.409291e-06
2,1.434910e-03,5.139821e-05
3,7.174548e-04,2.569910e-05
4,1.208348e-03,5.139821e-05
5,2.693661e-04,2.569910e-05
6,2.609004e-04,5.139821e-05
7,2.503965e-04,5.139821e-05
8,6.296517e-05,2.569910e-05
9,6.374033e-05,5.139821e-05
10,6.426950e-05,5.139821e-05
11,1.579970e-05,1.284955e-05
12,1.575632e-05,1.284955e-05
13,1.594198e-05,1.284955e-05
14,7.745479e-09,2.855466e-08
15,8.884092e-08,4.661969e-07
16,8.139207e-08,1.138176e-07
Total,,,
Latency (max),1.434910e-03,
Energy (sum),,4.270531e-04,
EDP, , ,6.127825e-07

OU Size: 12x44
layer,time_s,energy_J
1,6.114671e-05,2.413193e-06
2,1.304463e-03,5.148144e-05
3,6.522316e-04,2.574072e-05
4,1.098498e-03,5.148144e-05
5,2.448783e-04,2.574072e-05
6,2.371821e-04,5.148144e-05
7,2.276332e-04,5.148144e-05
8,5.724106e-05,2.574072e-05
9,5.794575e-05,5.148144e-05
10,5.842682e-05,5.148144e-05
11,1.436336e-05,1.287036e-05
12,1.432392e-05,1.287036e-05
13,1.449271e-05,1.287036e-05
14,7.041345e-09,2.860090e-08
15,8.076448e-08,4.669519e-07
16,7.399279e-08,1.140019e-07
Total,,,
Latency (max),1.304463e-03,
Energy (sum),,4.277447e-04,
EDP, , ,5.579772e-07

OU Size: 12x48
layer,time_s,energy_J
1,5.605115e-05,2.417094e-06
2,1.195758e-03,5.156468e-05
3,5.978790e-04,2.578234e-05
4,1.006956e-03,5.156468e-05
5,2.244718e-04,2.578234e-05
6,2.174170e-04,5.156468e-05
7,2.086637e-04,5.156468e-05
8,5.247098e-05,2.578234e-05
9,5.311694e-05,5.156468e-05
10,5.355792e-05,5.156468e-05
11,1.316641e-05,1.289117e-05
12,1.313026e-05,1.289117e-05
13,1.328498e-05,1.289117e-05
14,6.454566e-09,2.864714e-08
15,7.403410e-08,4.677068e-07
16,6.782672e-08,1.141862e-07
Total,,,
Latency (max),1.195758e-03,
Energy (sum),,4.284362e-04,
EDP, , ,5.123060e-07

OU Size: 12x52
layer,time_s,energy_J
1,5.173953e-05,2.420996e-06
2,1.103777e-03,5.164791e-05
3,5.518883e-04,2.582396e-05
4,9.294981e-04,5.164791e-05
5,2.072047e-04,2.582396e-05
6,2.006926e-04,5.164791e-05
7,1.926127e-04,5.164791e-05
8,4.843475e-05,2.582396e-05
9,4.903102e-05,5.164791e-05
10,4.943808e-05,5.164791e-05
11,1.215361e-05,1.291198e-05
12,1.212024e-05,1.291198e-05
13,1.226306e-05,1.291198e-05
14,5.958061e-09,2.869338e-08
15,6.833917e-08,4.684618e-07
16,6.260928e-08,1.143706e-07
Total,,,
Latency (max),1.103777e-03,
Energy (sum),,4.291278e-04,
EDP, , ,4.736612e-07

OU Size: 12x56
layer,time_s,energy_J
1,4.804385e-05,2.424898e-06
2,1.024935e-03,5.173115e-05
3,5.124677e-04,2.586558e-05
4,8.631054e-04,5.173115e-05
5,1.924044e-04,2.586558e-05
6,1.863574e-04,5.173115e-05
7,1.788546e-04,5.173115e-05
8,4.497512e-05,2.586558e-05
9,4.552881e-05,5.173115e-05
10,4.590678e-05,5.173115e-05
11,1.128550e-05,1.293279e-05
12,1.125451e-05,1.293279e-05
13,1.138713e-05,1.293279e-05
14,5.532485e-09,2.873963e-08
15,6.345780e-08,4.692168e-07
16,5.813719e-08,1.145549e-07
Total,,,
Latency (max),1.024935e-03,
Energy (sum),,4.298194e-04,
EDP, , ,4.405371e-07

OU Size: 12x60
layer,time_s,energy_J
1,4.484092e-05,2.428799e-06
2,9.566064e-04,5.181439e-05
3,4.783032e-04,2.590719e-05
4,8.055650e-04,5.181439e-05
5,1.795774e-04,2.590719e-05
6,1.739336e-04,5.181439e-05
7,1.669310e-04,5.181439e-05
8,4.197678e-05,2.590719e-05
9,4.249355e-05,5.181439e-05
10,4.284633e-05,5.181439e-05
11,1.053313e-05,1.295360e-05
12,1.050421e-05,1.295360e-05
13,1.062798e-05,1.295360e-05
14,5.163653e-09,2.878587e-08
15,5.922728e-08,4.699718e-07
16,5.426138e-08,1.147392e-07
Total,,,
Latency (max),9.566064e-04,
Energy (sum),,4.305110e-04,
EDP, , ,4.118295e-07

OU Size: 12x64
layer,time_s,energy_J
1,4.203837e-05,2.432701e-06
2,8.968185e-04,5.189762e-05
3,4.484092e-04,2.594881e-05
4,7.552172e-04,5.189762e-05
5,1.683538e-04,2.594881e-05
6,1.630627e-04,5.189762e-05
7,1.564978e-04,5.189762e-05
8,3.935323e-05,2.594881e-05
9,3.983771e-05,5.189762e-05
10,4.016844e-05,5.189762e-05
11,9.874810e-06,1.297441e-05
12,9.847697e-06,1.297441e-05
13,9.963735e-06,1.297441e-05
14,4.840924e-09,2.883211e-08
15,5.552558e-08,4.707267e-07
16,5.087004e-08,1.149235e-07
Total,,,
Latency (max),8.968185e-04,
Energy (sum),,4.312026e-04,
EDP, , ,3.867104e-07

OU Size: 16x4
layer,time_s,energy_J
1,5.044604e-04,3.164267e-06
2,1.076182e-02,6.750437e-05
3,5.380911e-03,3.375218e-05
4,9.062606e-03,6.750437e-05
5,2.020246e-03,3.375218e-05
6,1.956753e-03,6.750437e-05
7,1.877974e-03,6.750437e-05
8,4.722388e-04,3.375218e-05
9,4.780525e-04,6.750437e-05
10,4.820212e-04,6.750437e-05
11,1.184977e-04,1.687609e-05
12,1.181724e-04,1.687609e-05
13,1.195648e-04,1.687609e-05
14,5.809109e-08,3.750255e-08
15,6.663069e-07,6.122845e-07
16,6.104405e-07,1.494835e-07
Total,,,
Latency (max),1.076182e-02,
Energy (sum),,5.608746e-04,
EDP, , ,6.036032e-06

OU Size: 16x8
layer,time_s,energy_J
1,2.522302e-04,3.168169e-06
2,5.380911e-03,6.758760e-05
3,2.690455e-03,3.379380e-05
4,4.531303e-03,6.758760e-05
5,1.010123e-03,3.379380e-05
6,9.783764e-04,6.758760e-05
7,9.389868e-04,6.758760e-05
8,2.361194e-04,3.379380e-05
9,2.390262e-04,6.758760e-05
10,2.410106e-04,6.758760e-05
11,5.924886e-05,1.689690e-05
12,5.908618e-05,1.689690e-05
13,5.978241e-05,1.689690e-05
14,2.904555e-08,3.754880e-08
15,3.331535e-07,6.130395e-07
16,3.052202e-07,1.496678e-07
Total,,,
Latency (max),5.380911e-03,
Energy (sum),,5.615661e-04,
EDP, , ,3.021737e-06

OU Size: 16x12
layer,time_s,energy_J
1,1.681535e-04,3.172071e-06
2,3.587274e-03,6.767084e-05
3,1.793637e-03,3.383542e-05
4,3.020869e-03,6.767084e-05
5,6.734153e-04,3.383542e-05
6,6.522509e-04,6.767084e-05
7,6.259912e-04,6.767084e-05
8,1.574129e-04,3.383542e-05
9,1.593508e-04,6.767084e-05
10,1.606737e-04,6.767084e-05
11,3.949924e-05,1.691771e-05
12,3.939079e-05,1.691771e-05
13,3.985494e-05,1.691771e-05
14,1.936370e-08,3.759504e-08
15,2.221023e-07,6.137944e-07
16,2.034802e-07,1.498522e-07
Total,,,
Latency (max),3.587274e-03,
Energy (sum),,5.622577e-04,
EDP, , ,2.016972e-06

OU Size: 16x16
layer,time_s,energy_J
1,1.261151e-04,3.175972e-06
2,2.690455e-03,6.775407e-05
3,1.345228e-03,3.387704e-05
4,2.265652e-03,6.775407e-05
5,5.050615e-04,3.387704e-05
6,4.891882e-04,6.775407e-05
7,4.694934e-04,6.775407e-05
8,1.180597e-04,3.387704e-05
9,1.195131e-04,6.775407e-05
10,1.205053e-04,6.775407e-05
11,2.962443e-05,1.693852e-05
12,2.954309e-05,1.693852e-05
13,2.989121e-05,1.693852e-05
14,1.452277e-08,3.764128e-08
15,1.665767e-07,6.145494e-07
16,1.526101e-07,1.500365e-07
Total,,,
Latency (max),2.690455e-03,
Energy (sum),,5.629493e-04,
EDP, , ,1.514590e-06

OU Size: 16x20
layer,time_s,energy_J
1,1.008921e-04,3.179874e-06
2,2.152364e-03,6.783731e-05
3,1.076182e-03,3.391865e-05
4,1.812521e-03,6.783731e-05
5,4.040492e-04,3.391865e-05
6,3.913505e-04,6.783731e-05
7,3.755947e-04,6.783731e-05
8,9.444776e-05,3.391865e-05
9,9.561049e-05,6.783731e-05
10,9.640425e-05,6.783731e-05
11,2.369954e-05,1.695933e-05
12,2.363447e-05,1.695933e-05
13,2.391296e-05,1.695933e-05
14,1.161822e-08,3.768752e-08
15,1.332614e-07,6.153044e-07
16,1.220881e-07,1.502208e-07
Total,,,
Latency (max),2.152364e-03,
Energy (sum),,5.636409e-04,
EDP, , ,1.213161e-06

OU Size: 16x24
layer,time_s,energy_J
1,8.407673e-05,3.183776e-06
2,1.793637e-03,6.792055e-05
3,8.968185e-04,3.396027e-05
4,1.510434e-03,6.792055e-05
5,3.367077e-04,3.396027e-05
6,3.261255e-04,6.792055e-05
7,3.129956e-04,6.792055e-05
8,7.870646e-05,3.396027e-05
9,7.967541e-05,6.792055e-05
10,8.033687e-05,6.792055e-05
11,1.974962e-05,1.698014e-05
12,1.969539e-05,1.698014e-05
13,1.992747e-05,1.698014e-05
14,9.681849e-09,3.773377e-08
15,1.110512e-07,6.160594e-07
16,1.017401e-07,1.504051e-07
Total,,,
Latency (max),1.793637e-03,
Energy (sum),,5.643325e-04,
EDP, , ,1.012208e-06

OU Size: 16x28
layer,time_s,energy_J
1,7.206577e-05,3.187677e-06
2,1.537403e-03,6.800378e-05
3,7.687015e-04,3.400189e-05
4,1.294658e-03,6.800378e-05
5,2.886066e-04,3.400189e-05
6,2.795361e-04,6.800378e-05
7,2.682819e-04,6.800378e-05
8,6.746268e-05,3.400189e-05
9,6.829321e-05,6.800378e-05
10,6.886018e-05,6.800378e-05
11,1.692825e-05,1.700095e-05
12,1.688177e-05,1.700095e-05
13,1.708069e-05,1.700095e-05
14,8.298728e-09,3.778001e-08
15,9.518670e-08,6.168143e-07
16,8.720578e-08,1.505894e-07
Total,,,
Latency (max),1.537403e-03,
Energy (sum),,5.650241e-04,
EDP, , ,8.686697e-07

OU Size: 16x32
layer,time_s,energy_J
1,6.305755e-05,3.191579e-06
2,1.345228e-03,6.808702e-05
3,6.726138e-04,3.404351e-05
4,1.132826e-03,6.808702e-05
5,2.525307e-04,3.404351e-05
6,2.445941e-04,6.808702e-05
7,2.347467e-04,6.808702e-05
8,5.902985e-05,3.404351e-05
9,5.975656e-05,6.808702e-05
10,6.025266e-05,6.808702e-05
11,1.481221e-05,1.702175e-05
12,1.477155e-05,1.702175e-05
13,1.494560e-05,1.702175e-05
14,7.261387e-09,3.782625e-08
15,8.328837e-08,6.175693e-07
16,7.630506e-08,1.507738e-07
Total,,,
Latency (max),1.345228e-03,
Energy (sum),,5.657156e-04,
EDP, , ,7.610163e-07

OU Size: 16x36
layer,time_s,energy_J
1,5.605115e-05,3.195481e-06
2,1.195758e-03,6.817025e-05
3,5.978790e-04,3.408513e-05
4,1.006956e-03,6.817025e-05
5,2.244718e-04,3.408513e-05
6,2.174170e-04,6.817025e-05
7,2.086637e-04,6.817025e-05
8,5.247098e-05,3.408513e-05
9,5.311694e-05,6.817025e-05
10,5.355792e-05,6.817025e-05
11,1.316641e-05,1.704256e-05
12,1.313026e-05,1.704256e-05
13,1.328498e-05,1.704256e-05
14,6.454566e-09,3.787249e-08
15,7.403410e-08,6.183243e-07
16,6.782672e-08,1.509581e-07
Total,,,
Latency (max),1.195758e-03,
Energy (sum),,5.664072e-04,
EDP, , ,6.772859e-07

OU Size: 16x40
layer,time_s,energy_J
1,5.044604e-05,3.199382e-06
2,1.076182e-03,6.825349e-05
3,5.380911e-04,3.412674e-05
4,9.062606e-04,6.825349e-05
5,2.020246e-04,3.412674e-05
6,1.956753e-04,6.825349e-05
7,1.877974e-04,6.825349e-05
8,4.722388e-05,3.412674e-05
9,4.780525e-05,6.825349e-05
10,4.820212e-05,6.825349e-05
11,1.184977e-05,1.706337e-05
12,1.181724e-05,1.706337e-05
13,1.195648e-05,1.706337e-05
14,5.809109e-09,3.791874e-08
15,6.663069e-08,6.190793e-07
16,6.104405e-08,1.511424e-07
Total,,,
Latency (max),1.076182e-03,
Energy (sum),,5.670988e-04,
EDP, , ,6.103016e-07

OU Size: 16x44
layer,time_s,energy_J
1,4.586003e-05,3.203284e-06
2,9.783474e-04,6.833673e-05
3,4.891737e-04,3.416836e-05
4,8.238733e-04,6.833673e-05
5,1.836587e-04,3.416836e-05
6,1.778866e-04,6.833673e-05
7,1.707249e-04,6.833673e-05
8,4.293080e-05,3.416836e-05
9,4.345931e-05,6.833673e-05
10,4.382011e-05,6.833673e-05
11,1.077252e-05,1.708418e-05
12,1.074294e-05,1.708418e-05
13,1.086953e-05,1.708418e-05
14,5.281008e-09,3.796498e-08
15,6.057336e-08,6.198342e-07
16,5.549459e-08,1.513267e-07
Total,,,
Latency (max),9.783474e-04,
Energy (sum),,5.677904e-04,
EDP, , ,5.554963e-07

OU Size: 16x48
layer,time_s,energy_J
1,4.203837e-05,3.207186e-06
2,8.968185e-04,6.841996e-05
3,4.484092e-04,3.420998e-05
4,7.552172e-04,6.841996e-05
5,1.683538e-04,3.420998e-05
6,1.630627e-04,6.841996e-05
7,1.564978e-04,6.841996e-05
8,3.935323e-05,3.420998e-05
9,3.983771e-05,6.841996e-05
10,4.016844e-05,6.841996e-05
11,9.874810e-06,1.710499e-05
12,9.847697e-06,1.710499e-05
13,9.963735e-06,1.710499e-05
14,4.840924e-09,3.801122e-08
15,5.552558e-08,6.205892e-07
16,5.087004e-08,1.515110e-07
Total,,,
Latency (max),8.968185e-04,
Energy (sum),,5.684820e-04,
EDP, , ,5.098251e-07

OU Size: 16x52
layer,time_s,energy_J
1,3.880464e-05,3.211087e-06
2,8.278324e-04,6.850320e-05
3,4.139162e-04,3.425160e-05
4,6.971236e-04,6.850320e-05
5,1.554035e-04,3.425160e-05
6,1.505194e-04,6.850320e-05
7,1.444595e-04,6.850320e-05
8,3.632606e-05,3.425160e-05
9,3.677327e-05,6.850320e-05
10,3.707856e-05,6.850320e-05
11,9.115209e-06,1.712580e-05
12,9.090182e-06,1.712580e-05
13,9.197294e-06,1.712580e-05
14,4.468546e-09,3.805746e-08
15,5.125438e-08,6.213442e-07
16,4.695696e-08,1.516954e-07
Total,,,
Latency (max),8.278324e-04,
Energy (sum),,5.691736e-04,
EDP, , ,4.711803e-07

OU Size: 16x56
layer,time_s,energy_J
1,3.603288e-05,3.214989e-06
2,7.687015e-04,6.858643e-05
3,3.843508e-04,3.429322e-05
4,6.473290e-04,6.858643e-05
5,1.443033e-04,3.429322e-05
6,1.397681e-04,6.858643e-05
7,1.341410e-04,6.858643e-05
8,3.373134e-05,3.429322e-05
9,3.414660e-05,6.858643e-05
10,3.443009e-05,6.858643e-05
11,8.464123e-06,1.714661e-05
12,8.440883e-06,1.714661e-05
13,8.540344e-06,1.714661e-05
14,4.149364e-09,3.810370e-08
15,4.759335e-08,6.220992e-07
16,4.360289e-08,1.518797e-07
Total,,,
Latency (max),7.687015e-04,
Energy (sum),,5.698651e-04,
EDP, , ,4.380562e-07

OU Size: 16x60
layer,time_s,energy_J
1,3.363069e-05,3.218891e-06
2,7.174548e-04,6.866967e-05
3,3.587274e-04,3.433483e-05
4,6.041738e-04,6.866967e-05
5,1.346831e-04,3.433483e-05
6,1.304502e-04,6.866967e-05
7,1.251982e-04,6.866967e-05
8,3.148259e-05,3.433483e-05
9,3.187016e-05,6.866967e-05
10,3.213475e-05,6.866967e-05
11,7.899848e-06,1.716742e-05
12,7.878158e-06,1.716742e-05
13,7.970988e-06,1.716742e-05
14,3.872740e-09,3.814995e-08
15,4.442046e-08,6.228541e-07
16,4.069603e-08,1.520640e-07
Total,,,
Latency (max),7.174548e-04,
Energy (sum),,5.705567e-04,
EDP, , ,4.093486e-07

OU Size: 16x64
layer,time_s,energy_J
1,3.152877e-05,3.222792e-06
2,6.726138e-04,6.875291e-05
3,3.363069e-04,3.437645e-05
4,5.664129e-04,6.875291e-05
5,1.262654e-04,3.437645e-05
6,1.222970e-04,6.875291e-05
7,1.173733e-04,6.875291e-05
8,2.951492e-05,3.437645e-05
9,2.987828e-05,6.875291e-05
10,3.012633e-05,6.875291e-05
11,7.406107e-06,1.718823e-05
12,7.385773e-06,1.718823e-05
13,7.472801e-06,1.718823e-05
14,3.630693e-09,3.819619e-08
15,4.164418e-08,6.236091e-07
16,3.815253e-08,1.522483e-07
Total,,,
Latency (max),6.726138e-04,
Energy (sum),,5.712483e-04,
EDP, , ,3.842295e-07

OU Size: 20x4
layer,time_s,energy_J
1,4.035683e-04,3.954359e-06
2,8.609457e-03,8.435965e-05
3,4.304729e-03,4.217982e-05
4,7.250085e-03,8.435965e-05
5,1.616197e-03,4.217982e-05
6,1.565402e-03,8.435965e-05
7,1.502379e-03,8.435965e-05
8,3.777910e-04,4.217982e-05
9,3.824420e-04,8.435965e-05
10,3.856170e-04,8.435965e-05
11,9.479818e-05,2.108991e-05
12,9.453790e-05,2.108991e-05
13,9.565186e-05,2.108991e-05
14,4.647287e-08,4.686663e-08
15,5.330455e-07,7.651669e-07
16,4.883524e-07,1.868083e-07
Total,,,
Latency (max),8.609457e-03,
Energy (sum),,7.009203e-04,
EDP, , ,6.034543e-06

OU Size: 20x8
layer,time_s,energy_J
1,2.017842e-04,3.958260e-06
2,4.304729e-03,8.444288e-05
3,2.152364e-03,4.222144e-05
4,3.625043e-03,8.444288e-05
5,8.080984e-04,4.222144e-05
6,7.827011e-04,8.444288e-05
7,7.511894e-04,8.444288e-05
8,1.888955e-04,4.222144e-05
9,1.912210e-04,8.444288e-05
10,1.928085e-04,8.444288e-05
11,4.739909e-05,2.111072e-05
12,4.726895e-05,2.111072e-05
13,4.782593e-05,2.111072e-05
14,2.323644e-08,4.691287e-08
15,2.665228e-07,7.659219e-07
16,2.441762e-07,1.869926e-07
Total,,,
Latency (max),4.304729e-03,
Energy (sum),,7.016119e-04,
EDP, , ,3.020249e-06

OU Size: 20x12
layer,time_s,energy_J
1,1.345228e-04,3.962162e-06
2,2.869819e-03,8.452612e-05
3,1.434910e-03,4.226306e-05
4,2.416695e-03,8.452612e-05
5,5.387323e-04,4.226306e-05
6,5.218007e-04,8.452612e-05
7,5.007929e-04,8.452612e-05
8,1.259303e-04,4.226306e-05
9,1.274807e-04,8.452612e-05
10,1.285390e-04,8.452612e-05
11,3.159939e-05,2.113153e-05
12,3.151263e-05,2.113153e-05
13,3.188395e-05,2.113153e-05
14,1.549096e-08,4.695912e-08
15,1.776818e-07,7.666768e-07
16,1.627841e-07,1.871770e-07
Total,,,
Latency (max),2.869819e-03,
Energy (sum),,7.023035e-04,
EDP, , ,2.015484e-06

OU Size: 20x16
layer,time_s,energy_J
1,1.008921e-04,3.966064e-06
2,2.152364e-03,8.460936e-05
3,1.076182e-03,4.230468e-05
4,1.812521e-03,8.460936e-05
5,4.040492e-04,4.230468e-05
6,3.913505e-04,8.460936e-05
7,3.755947e-04,8.460936e-05
8,9.444776e-05,4.230468e-05
9,9.561049e-05,8.460936e-05
10,9.640425e-05,8.460936e-05
11,2.369954e-05,2.115234e-05
12,2.363447e-05,2.115234e-05
13,2.391296e-05,2.115234e-05
14,1.161822e-08,4.700536e-08
15,1.332614e-07,7.674318e-07
16,1.220881e-07,1.873613e-07
Total,,,
Latency (max),2.152364e-03,
Energy (sum),,7.029951e-04,
EDP, , ,1.513101e-06

OU Size: 20x20
layer,time_s,energy_J
1,8.071366e-05,3.969965e-06
2,1.721891e-03,8.469259e-05
3,8.609457e-04,4.234630e-05
4,1.450017e-03,8.469259e-05
5,3.232394e-04,4.234630e-05
6,3.130804e-04,8.469259e-05
7,3.004758e-04,8.469259e-05
8,7.555821e-05,4.234630e-05
9,7.648839e-05,8.469259e-05
10,7.712340e-05,8.469259e-05
11,1.895964e-05,2.117315e-05
12,1.890758e-05,2.117315e-05
13,1.913037e-05,2.117315e-05
14,9.294575e-09,4.705160e-08
15,1.066091e-07,7.681868e-07
16,9.767048e-08,1.875456e-07
Total,,,
Latency (max),1.721891e-03,
Energy (sum),,7.036866e-04,
EDP, , ,1.211672e-06

OU Size: 20x24
layer,time_s,energy_J
1,6.726138e-05,3.973867e-06
2,1.434910e-03,8.477583e-05
3,7.174548e-04,4.238791e-05
4,1.208348e-03,8.477583e-05
5,2.693661e-04,4.238791e-05
6,2.609004e-04,8.477583e-05
7,2.503965e-04,8.477583e-05
8,6.296517e-05,4.238791e-05
9,6.374033e-05,8.477583e-05
10,6.426950e-05,8.477583e-05
11,1.579970e-05,2.119396e-05
12,1.575632e-05,2.119396e-05
13,1.594198e-05,2.119396e-05
14,7.745479e-09,4.709784e-08
15,8.884092e-08,7.689418e-07
16,8.139207e-08,1.877299e-07
Total,,,
Latency (max),1.434910e-03,
Energy (sum),,7.043782e-04,
EDP, , ,1.010719e-06

OU Size: 20x28
layer,time_s,energy_J
1,5.765261e-05,3.977769e-06
2,1.229922e-03,8.485906e-05
3,6.149612e-04,4.242953e-05
4,1.035726e-03,8.485906e-05
5,2.308853e-04,4.242953e-05
6,2.236289e-04,8.485906e-05
7,2.146255e-04,8.485906e-05
8,5.397015e-05,4.242953e-05
9,5.463457e-05,8.485906e-05
10,5.508814e-05,8.485906e-05
11,1.354260e-05,2.121477e-05
12,1.350541e-05,2.121477e-05
13,1.366455e-05,2.121477e-05
14,6.638982e-09,4.714409e-08
15,7.614936e-08,7.696967e-07
16,6.976463e-08,1.879142e-07
Total,,,
Latency (max),1.229922e-03,
Energy (sum),,7.050698e-04,
EDP, , ,8.671812e-07

OU Size: 20x32
layer,time_s,energy_J
1,5.044604e-05,3.981670e-06
2,1.076182e-03,8.494230e-05
3,5.380911e-04,4.247115e-05
4,9.062606e-04,8.494230e-05
5,2.020246e-04,4.247115e-05
6,1.956753e-04,8.494230e-05
7,1.877974e-04,8.494230e-05
8,4.722388e-05,4.247115e-05
9,4.780525e-05,8.494230e-05
10,4.820212e-05,8.494230e-05
11,1.184977e-05,2.123558e-05
12,1.181724e-05,2.123558e-05
13,1.195648e-05,2.123558e-05
14,5.809109e-09,4.719033e-08
15,6.663069e-08,7.704517e-07
16,6.104405e-08,1.880986e-07
Total,,,
Latency (max),1.076182e-03,
Energy (sum),,7.057614e-04,
EDP, , ,7.595278e-07

OU Size: 20x36
layer,time_s,energy_J
1,4.484092e-05,3.985572e-06
2,9.566064e-04,8.502554e-05
3,4.783032e-04,4.251277e-05
4,8.055650e-04,8.502554e-05
5,1.795774e-04,4.251277e-05
6,1.739336e-04,8.502554e-05
7,1.669310e-04,8.502554e-05
8,4.197678e-05,4.251277e-05
9,4.249355e-05,8.502554e-05
10,4.284633e-05,8.502554e-05
11,1.053313e-05,2.125638e-05
12,1.050421e-05,2.125638e-05
13,1.062798e-05,2.125638e-05
14,5.163653e-09,4.723657e-08
15,5.922728e-08,7.712067e-07
16,5.426138e-08,1.882829e-07
Total,,,
Latency (max),9.566064e-04,
Energy (sum),,7.064530e-04,
EDP, , ,6.757974e-07

OU Size: 20x40
layer,time_s,energy_J
1,4.035683e-05,3.989474e-06
2,8.609457e-04,8.510877e-05
3,4.304729e-04,4.255439e-05
4,7.250085e-04,8.510877e-05
5,1.616197e-04,4.255439e-05
6,1.565402e-04,8.510877e-05
7,1.502379e-04,8.510877e-05
8,3.777910e-05,4.255439e-05
9,3.824420e-05,8.510877e-05
10,3.856170e-05,8.510877e-05
11,9.479818e-06,2.127719e-05
12,9.453790e-06,2.127719e-05
13,9.565186e-06,2.127719e-05
14,4.647287e-09,4.728281e-08
15,5.330455e-08,7.719617e-07
16,4.883524e-08,1.884672e-07
Total,,,
Latency (max),8.609457e-04,
Energy (sum),,7.071446e-04,
EDP, , ,6.088131e-07

OU Size: 20x44
layer,time_s,energy_J
1,3.668803e-05,3.993375e-06
2,7.826779e-04,8.519201e-05
3,3.913390e-04,4.259600e-05
4,6.590987e-04,8.519201e-05
5,1.469270e-04,4.259600e-05
6,1.423093e-04,8.519201e-05
7,1.365799e-04,8.519201e-05
8,3.434464e-05,4.259600e-05
9,3.476745e-05,8.519201e-05
10,3.505609e-05,8.519201e-05
11,8.618016e-06,2.129800e-05
12,8.594354e-06,2.129800e-05
13,8.695623e-06,2.129800e-05
14,4.224807e-09,4.732906e-08
15,4.845869e-08,7.727166e-07
16,4.439567e-08,1.886515e-07
Total,,,
Latency (max),7.826779e-04,
Energy (sum),,7.078361e-04,
EDP, , ,5.540077e-07

OU Size: 20x48
layer,time_s,energy_J
1,3.363069e-05,3.997277e-06
2,7.174548e-04,8.527524e-05
3,3.587274e-04,4.263762e-05
4,6.041738e-04,8.527524e-05
5,1.346831e-04,4.263762e-05
6,1.304502e-04,8.527524e-05
7,1.251982e-04,8.527524e-05
8,3.148259e-05,4.263762e-05
9,3.187016e-05,8.527524e-05
10,3.213475e-05,8.527524e-05
11,7.899848e-06,2.131881e-05
12,7.878158e-06,2.131881e-05
13,7.970988e-06,2.131881e-05
14,3.872740e-09,4.737530e-08
15,4.442046e-08,7.734716e-07
16,4.069603e-08,1.888358e-07
Total,,,
Latency (max),7.174548e-04,
Energy (sum),,7.085277e-04,
EDP, , ,5.083366e-07

OU Size: 20x52
layer,time_s,energy_J
1,3.104372e-05,4.001179e-06
2,6.622659e-04,8.535848e-05
3,3.311330e-04,4.267924e-05
4,5.576989e-04,8.535848e-05
5,1.243228e-04,4.267924e-05
6,1.204156e-04,8.535848e-05
7,1.155676e-04,8.535848e-05
8,2.906085e-05,4.267924e-05
9,2.941861e-05,8.535848e-05
10,2.966285e-05,8.535848e-05
11,7.292167e-06,2.133962e-05
12,7.272146e-06,2.133962e-05
