OU Size: 4x4
layer,time_s,energy_J
13,7.357835e-06,2.133962e-05
14,3.574836e-09,4.742154e-08
15,4.100350e-08,7.742266e-07
16,3.756557e-08,1.890202e-07
Total,,,
Latency (max),6.622659e-04,
Energy (sum),,7.092193e-04,
EDP, , ,4.696918e-07

OU Size: 20x56
layer,time_s,energy_J
1,2.882631e-05,4.005080e-06
2,6.149612e-04,8.544172e-05
3,3.074806e-04,4.272086e-05
4,5.178632e-04,8.544172e-05
5,1.154426e-04,4.272086e-05
6,1.118144e-04,8.544172e-05
7,1.073128e-04,8.544172e-05
8,2.698507e-05,4.272086e-05
9,2.731728e-05,8.544172e-05
10,2.754407e-05,8.544172e-05
11,6.771298e-06,2.136043e-05
12,6.752707e-06,2.136043e-05
13,6.832275e-06,2.136043e-05
14,3.319491e-09,4.746778e-08
15,3.807468e-08,7.749816e-07
16,3.488231e-08,1.892045e-07
Total,,,
Latency (max),6.149612e-04,
Energy (sum),,7.099109e-04,
EDP, , ,4.365677e-07

OU Size: 20x60
layer,time_s,energy_J
1,2.690455e-05,4.008982e-06
2,5.739638e-04,8.552495e-05
3,2.869819e-04,4.276248e-05
4,4.833390e-04,8.552495e-05
5,1.077465e-04,4.276248e-05
6,1.043601e-04,8.552495e-05
7,1.001586e-04,8.552495e-05
8,2.518607e-05,4.276248e-05
9,2.549613e-05,8.552495e-05
10,2.570780e-05,8.552495e-05
11,6.319878e-06,2.138124e-05
12,6.302526e-06,2.138124e-05
13,6.376790e-06,2.138124e-05
14,3.098192e-09,4.751402e-08
15,3.553637e-08,7.757365e-07
16,3.255683e-08,1.893888e-07
Total,,,
Latency (max),5.739638e-04,
Energy (sum),,7.106025e-04,
EDP, , ,4.078601e-07

OU Size: 20x64
layer,time_s,energy_J
1,2.522302e-05,4.012884e-06
2,5.380911e-04,8.560819e-05
3,2.690455e-04,4.280409e-05
4,4.531303e-04,8.560819e-05
5,1.010123e-04,4.280409e-05
6,9.783764e-05,8.560819e-05
7,9.389868e-05,8.560819e-05
8,2.361194e-05,4.280409e-05
9,2.390262e-05,8.560819e-05
10,2.410106e-05,8.560819e-05
11,5.924886e-06,2.140205e-05
12,5.908618e-06,2.140205e-05
13,5.978241e-06,2.140205e-05
14,2.904555e-09,4.756027e-08
15,3.331535e-08,7.764915e-07
16,3.052202e-08,1.895731e-07
Total,,,
Latency (max),5.380911e-04,
Energy (sum),,7.112941e-04,
EDP, , ,3.827410e-07

OU Size: 24x4
layer,time_s,energy_J
1,3.363069e-04,4.744450e-06
2,7.174548e-03,1.012149e-04
3,3.587274e-03,5.060747e-05
4,6.041738e-03,1.012149e-04
5,1.346831e-03,5.060747e-05
6,1.304502e-03,1.012149e-04
7,1.251982e-03,1.012149e-04
8,3.148259e-04,5.060747e-05
9,3.187016e-04,1.012149e-04
10,3.213475e-04,1.012149e-04
11,7.899848e-05,2.530373e-05
12,7.878158e-05,2.530373e-05
13,7.970988e-05,2.530373e-05
14,3.872740e-08,5.623071e-08
15,4.442046e-07,9.180493e-07
16,4.069603e-07,2.241331e-07
Total,,,
Latency (max),7.174548e-03,
Energy (sum),,8.409660e-04,
EDP, , ,6.033551e-06

OU Size: 24x8
layer,time_s,energy_J
1,1.681535e-04,4.748352e-06
2,3.587274e-03,1.012982e-04
3,1.793637e-03,5.064908e-05
4,3.020869e-03,1.012982e-04
5,6.734153e-04,5.064908e-05
6,6.522509e-04,1.012982e-04
7,6.259912e-04,1.012982e-04
8,1.574129e-04,5.064908e-05
9,1.593508e-04,1.012982e-04
10,1.606737e-04,1.012982e-04
11,3.949924e-05,2.532454e-05
12,3.939079e-05,2.532454e-05
13,3.985494e-05,2.532454e-05
14,1.936370e-08,5.627695e-08
15,2.221023e-07,9.188042e-07
16,2.034802e-07,2.243174e-07
Total,,,
Latency (max),3.587274e-03,
Energy (sum),,8.416576e-04,
EDP, , ,3.019256e-06

OU Size: 24x12
layer,time_s,energy_J
1,1.121023e-04,4.752253e-06
2,2.391516e-03,1.013814e-04
3,1.195758e-03,5.069070e-05
4,2.013913e-03,1.013814e-04
5,4.489436e-04,5.069070e-05
6,4.348339e-04,1.013814e-04
7,4.173275e-04,1.013814e-04
8,1.049420e-04,5.069070e-05
9,1.062339e-04,1.013814e-04
10,1.071158e-04,1.013814e-04
11,2.633283e-05,2.534535e-05
12,2.626053e-05,2.534535e-05
13,2.656996e-05,2.534535e-05
14,1.290913e-08,5.632319e-08
15,1.480682e-07,9.195592e-07
16,1.356534e-07,2.245018e-07
Total,,,
Latency (max),2.391516e-03,
Energy (sum),,8.423492e-04,
EDP, , ,2.014492e-06

OU Size: 24x16
layer,time_s,energy_J
1,8.407673e-05,4.756155e-06
2,1.793637e-03,1.014646e-04
3,8.968185e-04,5.073232e-05
4,1.510434e-03,1.014646e-04
5,3.367077e-04,5.073232e-05
6,3.261255e-04,1.014646e-04
7,3.129956e-04,1.014646e-04
8,7.870646e-05,5.073232e-05
9,7.967541e-05,1.014646e-04
10,8.033687e-05,1.014646e-04
11,1.974962e-05,2.536616e-05
12,1.969539e-05,2.536616e-05
13,1.992747e-05,2.536616e-05
14,9.681849e-09,5.636944e-08
15,1.110512e-07,9.203142e-07
16,1.017401e-07,2.246861e-07
Total,,,
Latency (max),1.793637e-03,
Energy (sum),,8.430408e-04,
EDP, , ,1.512109e-06

OU Size: 24x20
layer,time_s,energy_J
1,6.726138e-05,4.760057e-06
2,1.434910e-03,1.015479e-04
3,7.174548e-04,5.077394e-05
4,1.208348e-03,1.015479e-04
5,2.693661e-04,5.077394e-05
6,2.609004e-04,1.015479e-04
7,2.503965e-04,1.015479e-04
8,6.296517e-05,5.077394e-05
9,6.374033e-05,1.015479e-04
10,6.426950e-05,1.015479e-04
11,1.579970e-05,2.538697e-05
12,1.575632e-05,2.538697e-05
13,1.594198e-05,2.538697e-05
14,7.745479e-09,5.641568e-08
15,8.884092e-08,9.210692e-07
16,8.139207e-08,2.248704e-07
Total,,,
Latency (max),1.434910e-03,
Energy (sum),,8.437324e-04,
EDP, , ,1.210680e-06

OU Size: 24x24
layer,time_s,energy_J
1,5.605115e-05,4.763958e-06
2,1.195758e-03,1.016311e-04
3,5.978790e-04,5.081556e-05
4,1.006956e-03,1.016311e-04
5,2.244718e-04,5.081556e-05
6,2.174170e-04,1.016311e-04
7,2.086637e-04,1.016311e-04
8,5.247098e-05,5.081556e-05
9,5.311694e-05,1.016311e-04
10,5.355792e-05,1.016311e-04
11,1.316641e-05,2.540778e-05
12,1.313026e-05,2.540778e-05
13,1.328498e-05,2.540778e-05
14,6.454566e-09,5.646192e-08
15,7.403410e-08,9.218241e-07
16,6.782672e-08,2.250547e-07
Total,,,
Latency (max),1.195758e-03,
Energy (sum),,8.444240e-04,
EDP, , ,1.009727e-06

OU Size: 24x28
layer,time_s,energy_J
1,4.804385e-05,4.767860e-06
2,1.024935e-03,1.017143e-04
3,5.124677e-04,5.085717e-05
4,8.631054e-04,1.017143e-04
5,1.924044e-04,5.085717e-05
6,1.863574e-04,1.017143e-04
7,1.788546e-04,1.017143e-04
8,4.497512e-05,5.085717e-05
9,4.552881e-05,1.017143e-04
10,4.590678e-05,1.017143e-04
11,1.128550e-05,2.542859e-05
12,1.125451e-05,2.542859e-05
13,1.138713e-05,2.542859e-05
14,5.532485e-09,5.650816e-08
15,6.345780e-08,9.225791e-07
16,5.813719e-08,2.252390e-07
Total,,,
Latency (max),1.024935e-03,
Energy (sum),,8.451155e-04,
EDP, , ,8.661888e-07

OU Size: 24x32
layer,time_s,energy_J
1,4.203837e-05,4.771762e-06
2,8.968185e-04,1.017976e-04
3,4.484092e-04,5.089879e-05
4,7.552172e-04,1.017976e-04
5,1.683538e-04,5.089879e-05
6,1.630627e-04,1.017976e-04
7,1.564978e-04,1.017976e-04
8,3.935323e-05,5.089879e-05
9,3.983771e-05,1.017976e-04
10,4.016844e-05,1.017976e-04
11,9.874810e-06,2.544940e-05
12,9.847697e-06,2.544940e-05
13,9.963735e-06,2.544940e-05
14,4.840924e-09,5.655441e-08
15,5.552558e-08,9.233341e-07
16,5.087004e-08,2.254234e-07
Total,,,
Latency (max),8.968185e-04,
Energy (sum),,8.458071e-04,
EDP, , ,7.585354e-07

OU Size: 24x36
layer,time_s,energy_J
1,3.736744e-05,4.775663e-06
2,7.971720e-04,1.018808e-04
3,3.985860e-04,5.094041e-05
4,6.713042e-04,1.018808e-04
5,1.496479e-04,5.094041e-05
6,1.449446e-04,1.018808e-04
7,1.391092e-04,1.018808e-04
8,3.498065e-05,5.094041e-05
9,3.541129e-05,1.018808e-04
10,3.570528e-05,1.018808e-04
11,8.777609e-06,2.547020e-05
12,8.753509e-06,2.547020e-05
13,8.856653e-06,2.547020e-05
14,4.303044e-09,5.660065e-08
15,4.935607e-08,9.240891e-07
16,4.521781e-08,2.256077e-07
Total,,,
Latency (max),7.971720e-04,
Energy (sum),,8.464987e-04,
EDP, , ,6.748050e-07

OU Size: 24x40
layer,time_s,energy_J
1,3.363069e-05,4.779565e-06
2,7.174548e-04,1.019641e-04
3,3.587274e-04,5.098203e-05
4,6.041738e-04,1.019641e-04
5,1.346831e-04,5.098203e-05
6,1.304502e-04,1.019641e-04
7,1.251982e-04,1.019641e-04
8,3.148259e-05,5.098203e-05
9,3.187016e-05,1.019641e-04
10,3.213475e-05,1.019641e-04
11,7.899848e-06,2.549101e-05
12,7.878158e-06,2.549101e-05
13,7.970988e-06,2.549101e-05
14,3.872740e-09,5.664689e-08
15,4.442046e-08,9.248440e-07
16,4.069603e-08,2.257920e-07
Total,,,
Latency (max),7.174548e-04,
Energy (sum),,8.471903e-04,
EDP, , ,6.078207e-07

OU Size: 24x44
layer,time_s,energy_J
1,3.057336e-05,4.783467e-06
2,6.522316e-04,1.020473e-04
3,3.261158e-04,5.102365e-05
4,5.492489e-04,1.020473e-04
5,1.224392e-04,5.102365e-05
6,1.185911e-04,1.020473e-04
7,1.138166e-04,1.020473e-04
8,2.862053e-05,5.102365e-05
9,2.897288e-05,1.020473e-04
10,2.921341e-05,1.020473e-04
11,7.181680e-06,2.551182e-05
12,7.161962e-06,2.551182e-05
13,7.246353e-06,2.551182e-05
14,3.520672e-09,5.669313e-08
15,4.038224e-08,9.255990e-07
16,3.699639e-08,2.259763e-07
Total,,,
Latency (max),6.522316e-04,
Energy (sum),,8.478819e-04,
EDP, , ,5.530154e-07

OU Size: 24x48
layer,time_s,energy_J
1,2.802558e-05,4.787368e-06
2,5.978790e-04,1.021305e-04
3,2.989395e-04,5.106526e-05
4,5.034781e-04,1.021305e-04
5,1.122359e-04,5.106526e-05
6,1.087085e-04,1.021305e-04
7,1.043319e-04,1.021305e-04
8,2.623549e-05,5.106526e-05
9,2.655847e-05,1.021305e-04
10,2.677896e-05,1.021305e-04
11,6.583207e-06,2.553263e-05
12,6.565132e-06,2.553263e-05
13,6.642490e-06,2.553263e-05
14,3.227283e-09,5.673938e-08
15,3.701705e-08,9.263540e-07
16,3.391336e-08,2.261606e-07
Total,,,
Latency (max),5.978790e-04,
Energy (sum),,8.485735e-04,
EDP, , ,5.073442e-07

OU Size: 24x52
layer,time_s,energy_J
1,2.586976e-05,4.791270e-06
2,5.518883e-04,1.022138e-04
3,2.759441e-04,5.110688e-05
4,4.647491e-04,1.022138e-04
5,1.036024e-04,5.110688e-05
6,1.003463e-04,1.022138e-04
7,9.630633e-05,1.022138e-04
8,2.421737e-05,5.110688e-05
9,2.451551e-05,1.022138e-04
10,2.471904e-05,1.022138e-04
11,6.076806e-06,2.555344e-05
12,6.060121e-06,2.555344e-05
13,6.131529e-06,2.555344e-05
14,2.979030e-09,5.678562e-08
15,3.416959e-08,9.271090e-07
16,3.130464e-08,2.263450e-07
Total,,,
Latency (max),5.518883e-04,
Energy (sum),,8.492650e-04,
EDP, , ,4.686994e-07

OU Size: 24x56
layer,time_s,energy_J
1,2.402192e-05,4.795172e-06
2,5.124677e-04,1.022970e-04
3,2.562338e-04,5.114850e-05
4,4.315527e-04,1.022970e-04
5,9.620219e-05,5.114850e-05
6,9.317870e-05,1.022970e-04
7,8.942731e-05,1.022970e-04
8,2.248756e-05,5.114850e-05
9,2.276440e-05,1.022970e-04
10,2.295339e-05,1.022970e-04
11,5.642749e-06,2.557425e-05
12,5.627256e-06,2.557425e-05
13,5.693563e-06,2.557425e-05
14,2.766243e-09,5.683186e-08
15,3.172890e-08,9.278639e-07
16,2.906859e-08,2.265293e-07
Total,,,
Latency (max),5.124677e-04,
Energy (sum),,8.499566e-04,
EDP, , ,4.355753e-07

OU Size: 24x60
layer,time_s,energy_J
1,2.242046e-05,4.799073e-06
2,4.783032e-04,1.023802e-04
3,2.391516e-04,5.119012e-05
4,4.027825e-04,1.023802e-04
5,8.978871e-05,5.119012e-05
6,8.696679e-05,1.023802e-04
7,8.346549e-05,1.023802e-04
8,2.098839e-05,5.119012e-05
9,2.124678e-05,1.023802e-04
10,2.142317e-05,1.023802e-04
11,5.266565e-06,2.559506e-05
12,5.252105e-06,2.559506e-05
13,5.313992e-06,2.559506e-05
14,2.581826e-09,5.687810e-08
15,2.961364e-08,9.286189e-07
16,2.713069e-08,2.267136e-07
Total,,,
Latency (max),4.783032e-04,
Energy (sum),,8.506482e-04,
EDP, , ,4.068677e-07

OU Size: 24x64
layer,time_s,energy_J
1,2.101918e-05,4.802975e-06
2,4.484092e-04,1.024635e-04
3,2.242046e-04,5.123174e-05
4,3.776086e-04,1.024635e-04
5,8.417692e-05,5.123174e-05
6,8.153136e-05,1.024635e-04
7,7.824890e-05,1.024635e-04
8,1.967662e-05,5.123174e-05
9,1.991885e-05,1.024635e-04
10,2.008422e-05,1.024635e-04
11,4.937405e-06,2.561587e-05
12,4.923849e-06,2.561587e-05
13,4.981868e-06,2.561587e-05
14,2.420462e-09,5.692435e-08
15,2.776279e-08,9.293739e-07
16,2.543502e-08,2.268979e-07
Total,,,
Latency (max),4.484092e-04,
Energy (sum),,8.513398e-04,
EDP, , ,3.817486e-07

OU Size: 28x4
layer,time_s,energy_J
1,2.882631e-04,5.534541e-06
2,6.149612e-03,1.180702e-04
3,3.074806e-03,5.903511e-05
4,5.178632e-03,1.180702e-04
5,1.154426e-03,5.903511e-05
6,1.118144e-03,1.180702e-04
7,1.073128e-03,1.180702e-04
8,2.698507e-04,5.903511e-05
9,2.731728e-04,1.180702e-04
10,2.754407e-04,1.180702e-04
11,6.771298e-05,2.951755e-05
12,6.752707e-05,2.951755e-05
13,6.832275e-05,2.951755e-05
14,3.319491e-08,6.559479e-08
15,3.807468e-07,1.070932e-06
16,3.488231e-07,2.614579e-07
Total,,,
Latency (max),6.149612e-03,
Energy (sum),,9.810118e-04,
EDP, , ,6.032842e-06

OU Size: 28x8
layer,time_s,energy_J
1,1.441315e-04,5.538443e-06
2,3.074806e-03,1.181534e-04
3,1.537403e-03,5.907672e-05
4,2.589316e-03,1.181534e-04
5,5.772131e-04,5.907672e-05
6,5.590722e-04,1.181534e-04
7,5.365639e-04,1.181534e-04
8,1.349254e-04,5.907672e-05
9,1.365864e-04,1.181534e-04
10,1.377204e-04,1.181534e-04
11,3.385649e-05,2.953836e-05
12,3.376353e-05,2.953836e-05
13,3.416138e-05,2.953836e-05
14,1.659746e-08,6.564103e-08
15,1.903734e-07,1.071687e-06
16,1.744116e-07,2.616422e-07
Total,,,
Latency (max),3.074806e-03,
Energy (sum),,9.817034e-04,
EDP, , ,3.018548e-06

OU Size: 28x12
layer,time_s,energy_J
1,9.608769e-05,5.542345e-06
2,2.049871e-03,1.182367e-04
3,1.024935e-03,5.911834e-05
4,1.726211e-03,1.182367e-04
5,3.848088e-04,5.911834e-05
6,3.727148e-04,1.182367e-04
7,3.577092e-04,1.182367e-04
8,8.995024e-05,5.911834e-05
9,9.105761e-05,1.182367e-04
10,9.181357e-05,1.182367e-04
11,2.257099e-05,2.955917e-05
12,2.250902e-05,2.955917e-05
13,2.277425e-05,2.955917e-05
14,1.106497e-08,6.568727e-08
15,1.269156e-07,1.072442e-06
16,1.162744e-07,2.618266e-07
Total,,,
Latency (max),2.049871e-03,
Energy (sum),,9.823950e-04,
EDP, , ,2.013783e-06

OU Size: 28x16
layer,time_s,energy_J
1,7.206577e-05,5.546246e-06
2,1.537403e-03,1.183199e-04
3,7.687015e-04,5.915996e-05
4,1.294658e-03,1.183199e-04
5,2.886066e-04,5.915996e-05
6,2.795361e-04,1.183199e-04
7,2.682819e-04,1.183199e-04
8,6.746268e-05,5.915996e-05
9,6.829321e-05,1.183199e-04
10,6.886018e-05,1.183199e-04
11,1.692825e-05,2.957998e-05
12,1.688177e-05,2.957998e-05
13,1.708069e-05,2.957998e-05
14,8.298728e-09,6.573351e-08
15,9.518670e-08,1.073197e-06
16,8.720578e-08,2.620109e-07
Total,,,
Latency (max),1.537403e-03,
Energy (sum),,9.830865e-04,
EDP, , ,1.511400e-06

OU Size: 28x20
layer,time_s,energy_J
1,5.765261e-05,5.550148e-06
2,1.229922e-03,1.184032e-04
3,6.149612e-04,5.920158e-05
4,1.035726e-03,1.184032e-04
5,2.308853e-04,5.920158e-05
6,2.236289e-04,1.184032e-04
7,2.146255e-04,1.184032e-04
8,5.397015e-05,5.920158e-05
9,5.463457e-05,1.184032e-04
10,5.508814e-05,1.184032e-04
11,1.354260e-05,2.960079e-05
12,1.350541e-05,2.960079e-05
13,1.366455e-05,2.960079e-05
14,6.638982e-09,6.577976e-08
15,7.614936e-08,1.073952e-06
16,6.976463e-08,2.621952e-07
Total,,,
Latency (max),1.229922e-03,
Energy (sum),,9.837781e-04,
EDP, , ,1.209971e-06

OU Size: 28x24
layer,time_s,energy_J
1,4.804385e-05,5.554050e-06
2,1.024935e-03,1.184864e-04
3,5.124677e-04,5.924320e-05
4,8.631054e-04,1.184864e-04
5,1.924044e-04,5.924320e-05
6,1.863574e-04,1.184864e-04
7,1.788546e-04,1.184864e-04
8,4.497512e-05,5.924320e-05
9,4.552881e-05,1.184864e-04
10,4.590678e-05,1.184864e-04
11,1.128550e-05,2.962160e-05
12,1.125451e-05,2.962160e-05
13,1.138713e-05,2.962160e-05
14,5.532485e-09,6.582600e-08
15,6.345780e-08,1.074707e-06
16,5.813719e-08,2.623795e-07
Total,,,
Latency (max),1.024935e-03,
Energy (sum),,9.844697e-04,
EDP, , ,1.009018e-06

OU Size: 28x28
layer,time_s,energy_J
1,4.118044e-05,5.557951e-06
2,8.785160e-04,1.185696e-04
3,4.392580e-04,5.928481e-05
4,7.398046e-04,1.185696e-04
5,1.649180e-04,5.928481e-05
6,1.597349e-04,1.185696e-04
7,1.533040e-04,1.185696e-04
8,3.855010e-05,5.928481e-05
9,3.902469e-05,1.185696e-04
10,3.934867e-05,1.185696e-04
11,9.673283e-06,2.964241e-05
12,9.646724e-06,2.964241e-05
13,9.760394e-06,2.964241e-05
14,4.742130e-09,6.587224e-08
15,5.439240e-08,1.075461e-06
16,4.983188e-08,2.625638e-07
Total,,,
Latency (max),8.785160e-04,
Energy (sum),,9.851613e-04,
EDP, , ,8.654800e-07

OU Size: 28x32
layer,time_s,energy_J
1,3.603288e-05,5.561853e-06
2,7.687015e-04,1.186529e-04
3,3.843508e-04,5.932643e-05
4,6.473290e-04,1.186529e-04
5,1.443033e-04,5.932643e-05
6,1.397681e-04,1.186529e-04
7,1.341410e-04,1.186529e-04
8,3.373134e-05,5.932643e-05
9,3.414660e-05,1.186529e-04
10,3.443009e-05,1.186529e-04
11,8.464123e-06,2.966322e-05
12,8.440883e-06,2.966322e-05
13,8.540344e-06,2.966322e-05
14,4.149364e-09,6.591848e-08
15,4.759335e-08,1.076216e-06
16,4.360289e-08,2.627482e-07
Total,,,
Latency (max),7.687015e-04,
Energy (sum),,9.858529e-04,
EDP, , ,7.578266e-07

OU Size: 28x36
layer,time_s,energy_J
1,3.202923e-05,5.565755e-06
2,6.832903e-04,1.187361e-04
3,3.416451e-04,5.936805e-05
4,5.754036e-04,1.187361e-04
5,1.282696e-04,5.936805e-05
6,1.242383e-04,1.187361e-04
7,1.192364e-04,1.187361e-04
8,2.998341e-05,5.936805e-05
9,3.035254e-05,1.187361e-04
10,3.060452e-05,1.187361e-04
11,7.523665e-06,2.968403e-05
12,7.503008e-06,2.968403e-05
13,7.591417e-06,2.968403e-05
14,3.688323e-09,6.596473e-08
15,4.230520e-08,1.076971e-06
16,3.875813e-08,2.629325e-07
Total,,,
Latency (max),6.832903e-04,
Energy (sum),,9.865445e-04,
EDP, , ,6.740962e-07

OU Size: 28x40
layer,time_s,energy_J
1,2.882631e-05,5.569656e-06
2,6.149612e-04,1.188193e-04
3,3.074806e-04,5.940967e-05
4,5.178632e-04,1.188193e-04
5,1.154426e-04,5.940967e-05
6,1.118144e-04,1.188193e-04
7,1.073128e-04,1.188193e-04
8,2.698507e-05,5.940967e-05
9,2.731728e-05,1.188193e-04
10,2.754407e-05,1.188193e-04
11,6.771298e-06,2.970483e-05
12,6.752707e-06,2.970483e-05
13,6.832275e-06,2.970483e-05
14,3.319491e-09,6.601097e-08
15,3.807468e-08,1.077726e-06
16,3.488231e-08,2.631168e-07
Total,,,
Latency (max),6.149612e-04,
Energy (sum),,9.872360e-04,
EDP, , ,6.071119e-07

OU Size: 28x44
layer,time_s,energy_J
1,2.620573e-05,5.573558e-06
2,5.590557e-04,1.189026e-04
3,2.795278e-04,5.945129e-05
4,4.707848e-04,1.189026e-04
5,1.049478e-04,5.945129e-05
6,1.016495e-04,1.189026e-04
7,9.755707e-05,1.189026e-04
8,2.453188e-05,5.945129e-05
9,2.483389e-05,1.189026e-04
10,2.504006e-05,1.189026e-04
11,6.155726e-06,2.972564e-05
12,6.138824e-06,2.972564e-05
13,6.211160e-06,2.972564e-05
14,3.017719e-09,6.605721e-08
15,3.461335e-08,1.078481e-06
16,3.171119e-08,2.633011e-07
Total,,,
Latency (max),5.590557e-04,
Energy (sum),,9.879276e-04,
EDP, , ,5.523065e-07

OU Size: 28x48
layer,time_s,energy_J
1,2.402192e-05,5.577460e-06
2,5.124677e-04,1.189858e-04
3,2.562338e-04,5.949290e-05
4,4.315527e-04,1.189858e-04
5,9.620219e-05,5.949290e-05
6,9.317870e-05,1.189858e-04
7,8.942731e-05,1.189858e-04
8,2.248756e-05,5.949290e-05
9,2.276440e-05,1.189858e-04
10,2.295339e-05,1.189858e-04
11,5.642749e-06,2.974645e-05
12,5.627256e-06,2.974645e-05
13,5.693563e-06,2.974645e-05
14,2.766243e-09,6.610345e-08
15,3.172890e-08,1.079236e-06
16,2.906859e-08,2.634854e-07
Total,,,
Latency (max),5.124677e-04,
Energy (sum),,9.886192e-04,
EDP, , ,5.066354e-07

OU Size: 28x52
layer,time_s,energy_J
1,2.217408e-05,5.581361e-06
2,4.730471e-04,1.190690e-04
3,2.365235e-04,5.953452e-05
4,3.983563e-04,1.190690e-04
5,8.880202e-05,5.953452e-05
6,8.601111e-05,1.190690e-04
7,8.254829e-05,1.190690e-04
8,2.075775e-05,5.953452e-05
9,2.101330e-05,1.190690e-04
10,2.118775e-05,1.190690e-04
11,5.208691e-06,2.976726e-05
12,5.194390e-06,2.976726e-05
13,5.255597e-06,2.976726e-05
14,2.553455e-09,6.614970e-08
15,2.928822e-08,1.079991e-06
16,2.683255e-08,2.636698e-07
Total,,,
Latency (max),4.730471e-04,
Energy (sum),,9.893108e-04,
EDP, , ,4.679906e-07

OU Size: 28x56
layer,time_s,energy_J
1,2.059022e-05,5.585263e-06
2,4.392580e-04,1.191523e-04
3,2.196290e-04,5.957614e-05
4,3.699023e-04,1.191523e-04
5,8.245902e-05,5.957614e-05
6,7.986746e-05,1.191523e-04
7,7.665198e-05,1.191523e-04
8,1.927505e-05,5.957614e-05
9,1.951235e-05,1.191523e-04
10,1.967434e-05,1.191523e-04
11,4.836642e-06,2.978807e-05
12,4.823362e-06,2.978807e-05
13,4.880197e-06,2.978807e-05
14,2.371065e-09,6.619594e-08
15,2.719620e-08,1.080746e-06
16,2.491594e-08,2.638541e-07
Total,,,
Latency (max),4.392580e-04,
Energy (sum),,9.900024e-04,
EDP, , ,4.348665e-07

OU Size: 28x60
layer,time_s,energy_J
1,1.921754e-05,5.589165e-06
2,4.099742e-04,1.192355e-04
3,2.049871e-04,5.961776e-05
4,3.452422e-04,1.192355e-04
5,7.696175e-05,5.961776e-05
6,7.454296e-05,1.192355e-04
7,7.154185e-05,1.192355e-04
8,1.799005e-05,5.961776e-05
9,1.821152e-05,1.192355e-04
10,1.836271e-05,1.192355e-04
11,4.514199e-06,2.980888e-05
12,4.501805e-06,2.980888e-05
13,4.554850e-06,2.980888e-05
14,2.212994e-09,6.624218e-08
15,2.538312e-08,1.081501e-06
16,2.325488e-08,2.640384e-07
Total,,,
Latency (max),4.099742e-04,
Energy (sum),,9.906940e-04,
EDP, , ,4.061589e-07

OU Size: 28x64
layer,time_s,energy_J
1,1.801644e-05,5.593067e-06
2,3.843508e-04,1.193188e-04
3,1.921754e-04,5.965938e-05
4,3.236645e-04,1.193188e-04
5,7.215164e-05,5.965938e-05
6,6.988403e-05,1.193188e-04
7,6.707048e-05,1.193188e-04
8,1.686567e-05,5.965938e-05
9,1.707330e-05,1.193188e-04
10,1.721504e-05,1.193188e-04
11,4.232061e-06,2.982969e-05
12,4.220442e-06,2.982969e-05
13,4.270172e-06,2.982969e-05
14,2.074682e-09,6.628842e-08
15,2.379668e-08,1.082256e-06
16,2.180145e-08,2.642227e-07
Total,,,
Latency (max),3.843508e-04,
Energy (sum),,9.913855e-04,
EDP, , ,3.810398e-07

OU Size: 32x4
layer,time_s,energy_J
1,2.522302e-04,6.324633e-06
2,5.380911e-03,1.349255e-04
3,2.690455e-03,6.746275e-05
4,4.531303e-03,1.349255e-04
5,1.010123e-03,6.746275e-05
6,9.783764e-04,1.349255e-04
7,9.389868e-04,1.349255e-04
8,2.361194e-04,6.746275e-05
9,2.390262e-04,1.349255e-04
10,2.410106e-04,1.349255e-04
11,5.924886e-05,3.373137e-05
12,5.908618e-05,3.373137e-05
13,5.978241e-05,3.373137e-05
14,2.904555e-08,7.495887e-08
15,3.331535e-07,1.223814e-06
16,3.052202e-07,2.987827e-07
Total,,,
Latency (max),5.380911e-03,
Energy (sum),,1.121058e-03,
EDP, , ,6.032310e-06

OU Size: 32x8
layer,time_s,energy_J
1,1.261151e-04,6.328534e-06
2,2.690455e-03,1.350087e-04
3,1.345228e-03,6.750437e-05
4,2.265652e-03,1.350087e-04
5,5.050615e-04,6.750437e-05
6,4.891882e-04,1.350087e-04
7,4.694934e-04,1.350087e-04
8,1.180597e-04,6.750437e-05
9,1.195131e-04,1.350087e-04
10,1.205053e-04,1.350087e-04
11,2.962443e-05,3.375218e-05
12,2.954309e-05,3.375218e-05
13,2.989121e-05,3.375218e-05
14,1.452277e-08,7.500511e-08
15,1.665767e-07,1.224569e-06
16,1.526101e-07,2.989670e-07
Total,,,
Latency (max),2.690455e-03,
Energy (sum),,1.121749e-03,
EDP, , ,3.018016e-06

OU Size: 32x12
layer,time_s,energy_J
1,8.407673e-05,6.332436e-06
2,1.793637e-03,1.350920e-04
3,8.968185e-04,6.754598e-05
4,1.510434e-03,1.350920e-04
5,3.367077e-04,6.754598e-05
6,3.261255e-04,1.350920e-04
7,3.129956e-04,1.350920e-04
8,7.870646e-05,6.754598e-05
9,7.967541e-05,1.350920e-04
10,8.033687e-05,1.350920e-04
11,1.974962e-05,3.377299e-05
12,1.969539e-05,3.377299e-05
13,1.992747e-05,3.377299e-05
14,9.681849e-09,7.505135e-08
15,1.110512e-07,1.225324e-06
16,1.017401e-07,2.991514e-07
Total,,,
Latency (max),1.793637e-03,
Energy (sum),,1.122441e-03,
EDP, , ,2.013251e-06

OU Size: 32x16
