OU Size: 4x4
layer,time_s,energy_J
Energy (sum),,1.218398e-03,
EDP, , ,3.748772e-06

OU Size: 36x76
layer,time_s,energy_J
1,1.366344e-04,7.020108e-06
2,2.914867e-03,1.497623e-04
3,1.457434e-03,7.488115e-05
4,2.914867e-03,1.497623e-04
5,1.457434e-03,7.488115e-05
6,2.914867e-03,1.497623e-04
7,2.914867e-03,1.497623e-04
8,1.457434e-03,7.488115e-05
9,1.649662e-03,1.497623e-04
10,2.914867e-03,1.497623e-04
11,4.750907e-04,3.744058e-05
12,7.287168e-04,3.744058e-05
13,6.500116e-04,3.744058e-05
14,6.293649e-07,8.320157e-08
15,7.218838e-06,1.358388e-06
16,4.717278e-06,3.316378e-07
Total,,,
Latency (max),2.914867e-03,
Energy (sum),,1.244332e-03,
EDP, , ,3.627063e-06

OU Size: 36x80
layer,time_s,energy_J
1,1.298027e-04,7.166421e-06
2,2.769124e-03,1.528837e-04
3,1.384562e-03,7.644183e-05
4,2.769124e-03,1.528837e-04
5,1.384562e-03,7.644183e-05
6,2.769124e-03,1.528837e-04
7,2.769124e-03,1.528837e-04
8,1.384562e-03,7.644183e-05
9,1.567179e-03,1.528837e-04
10,2.769124e-03,1.528837e-04
11,4.513362e-04,3.822091e-05
12,6.922809e-04,3.822091e-05
13,6.175110e-04,3.822091e-05
14,5.978966e-07,8.493565e-08
15,6.857896e-06,1.386700e-06
16,4.481414e-06,3.385498e-07
Total,,,
Latency (max),2.769124e-03,
Energy (sum),,1.270267e-03,
EDP, , ,3.517526e-06

OU Size: 36x84
layer,time_s,energy_J
1,1.236216e-04,7.312735e-06
2,2.637261e-03,1.560050e-04
3,1.318630e-03,7.800250e-05
4,2.637261e-03,1.560050e-04
5,1.318630e-03,7.800250e-05
6,2.637261e-03,1.560050e-04
7,2.637261e-03,1.560050e-04
8,1.318630e-03,7.800250e-05
9,1.492551e-03,1.560050e-04
10,2.637261e-03,1.560050e-04
11,4.298440e-04,3.900125e-05
12,6.593152e-04,3.900125e-05
13,5.881057e-04,3.900125e-05
14,5.694254e-07,8.666974e-08
15,6.531329e-06,1.415011e-06
16,4.268013e-06,3.454618e-07
Total,,,
Latency (max),2.637261e-03,
Energy (sum),,1.296201e-03,
EDP, , ,3.418420e-06

OU Size: 36x88
layer,time_s,energy_J
1,1.180024e-04,7.459048e-06
2,2.517385e-03,1.591264e-04
3,1.258693e-03,7.956318e-05
4,2.517385e-03,1.591264e-04
5,1.258693e-03,7.956318e-05
6,2.517385e-03,1.591264e-04
7,2.517385e-03,1.591264e-04
8,1.258693e-03,7.956318e-05
9,1.424708e-03,1.591264e-04
10,2.517385e-03,1.591264e-04
11,4.103056e-04,3.978159e-05
12,6.293463e-04,3.978159e-05
13,5.613737e-04,3.978159e-05
14,5.435424e-07,8.840383e-08
15,6.234451e-06,1.443323e-06
16,4.074012e-06,3.523738e-07
Total,,,
Latency (max),2.517385e-03,
Energy (sum),,1.322136e-03,
EDP, , ,3.328324e-06

OU Size: 36x92
layer,time_s,energy_J
1,1.128719e-04,7.605361e-06
2,2.407934e-03,1.622477e-04
3,1.203967e-03,8.112385e-05
4,2.407934e-03,1.622477e-04
5,1.203967e-03,8.112385e-05
6,2.407934e-03,1.622477e-04
7,2.407934e-03,1.622477e-04
8,1.203967e-03,8.112385e-05
9,1.362764e-03,1.622477e-04
10,2.407934e-03,1.622477e-04
11,3.924662e-04,4.056193e-05
12,6.019834e-04,4.056193e-05
13,5.369661e-04,4.056193e-05
14,5.199101e-07,9.013792e-08
15,5.963388e-06,1.471634e-06
16,3.896881e-06,3.592858e-07
Total,,,
Latency (max),2.407934e-03,
Energy (sum),,1.348070e-03,
EDP, , ,3.246063e-06

OU Size: 36x96
layer,time_s,energy_J
1,1.081689e-04,7.751674e-06
2,2.307603e-03,1.653690e-04
3,1.153802e-03,8.268452e-05
4,2.307603e-03,1.653690e-04
5,1.153802e-03,8.268452e-05
6,2.307603e-03,1.653690e-04
7,2.307603e-03,1.653690e-04
8,1.153802e-03,8.268452e-05
9,1.305982e-03,1.653690e-04
10,2.307603e-03,1.653690e-04
11,3.761135e-04,4.134226e-05
12,5.769008e-04,4.134226e-05
13,5.145925e-04,4.134226e-05
14,4.982472e-07,9.187201e-08
15,5.714913e-06,1.499946e-06
16,3.734511e-06,3.661978e-07
Total,,,
Latency (max),2.307603e-03,
Energy (sum),,1.374004e-03,
EDP, , ,3.170657e-06

OU Size: 36x100
layer,time_s,energy_J
1,1.038421e-04,7.897987e-06
2,2.215299e-03,1.684904e-04
3,1.107649e-03,8.424520e-05
4,2.215299e-03,1.684904e-04
5,1.107649e-03,8.424520e-05
6,2.215299e-03,1.684904e-04
7,2.215299e-03,1.684904e-04
8,1.107649e-03,8.424520e-05
9,1.253743e-03,1.684904e-04
10,2.215299e-03,1.684904e-04
11,3.610689e-04,4.212260e-05
12,5.538247e-04,4.212260e-05
13,4.940088e-04,4.212260e-05
14,4.783173e-07,9.360610e-08
15,5.486317e-06,1.528258e-06
16,3.585131e-06,3.731098e-07
Total,,,
Latency (max),2.215299e-03,
Energy (sum),,1.399939e-03,
EDP, , ,3.101283e-06

OU Size: 36x104
layer,time_s,energy_J
1,9.984821e-05,8.044301e-06
2,2.130095e-03,1.716117e-04
3,1.065048e-03,8.580587e-05
4,2.130095e-03,1.716117e-04
5,1.065048e-03,8.580587e-05
6,2.130095e-03,1.716117e-04
7,2.130095e-03,1.716117e-04
8,1.065048e-03,8.580587e-05
9,1.205522e-03,1.716117e-04
10,2.130095e-03,1.716117e-04
11,3.471817e-04,4.290294e-05
12,5.325238e-04,4.290294e-05
13,4.750085e-04,4.290294e-05
14,4.599205e-07,9.534019e-08
15,5.275304e-06,1.556569e-06
16,3.447241e-06,3.800218e-07
Total,,,
Latency (max),2.130095e-03,
Energy (sum),,1.425873e-03,
EDP, , ,3.037245e-06

OU Size: 36x108
layer,time_s,energy_J
1,9.615013e-05,8.190614e-06
2,2.051203e-03,1.747331e-04
3,1.025601e-03,8.736655e-05
4,2.051203e-03,1.747331e-04
5,1.025601e-03,8.736655e-05
6,2.051203e-03,1.747331e-04
7,2.051203e-03,1.747331e-04
8,1.025601e-03,8.736655e-05
9,1.160873e-03,1.747331e-04
10,2.051203e-03,1.747331e-04
11,3.343231e-04,4.368327e-05
12,5.128007e-04,4.368327e-05
13,4.574156e-04,4.368327e-05
14,4.428864e-07,9.707427e-08
15,5.079923e-06,1.584881e-06
16,3.319566e-06,3.869338e-07
Total,,,
Latency (max),2.051203e-03,
Energy (sum),,1.451808e-03,
EDP, , ,2.977952e-06

OU Size: 36x112
layer,time_s,energy_J
1,9.271619e-05,8.336927e-06
2,1.977945e-03,1.778544e-04
3,9.889727e-04,8.892722e-05
4,1.977945e-03,1.778544e-04
5,9.889727e-04,8.892722e-05
6,1.977945e-03,1.778544e-04
7,1.977945e-03,1.778544e-04
8,9.889727e-04,8.892722e-05
9,1.119413e-03,1.778544e-04
10,1.977945e-03,1.778544e-04
11,3.223830e-04,4.446361e-05
12,4.944864e-04,4.446361e-05
13,4.410793e-04,4.446361e-05
14,4.270690e-07,9.880836e-08
15,4.898497e-06,1.613192e-06
16,3.201010e-06,3.938458e-07
Total,,,
Latency (max),1.977945e-03,
Energy (sum),,1.477742e-03,
EDP, , ,2.922893e-06

OU Size: 36x116
layer,time_s,energy_J
1,8.951908e-05,8.483240e-06
2,1.909740e-03,1.809758e-04
3,9.548702e-04,9.048790e-05
4,1.909740e-03,1.809758e-04
5,9.548702e-04,9.048790e-05
6,1.909740e-03,1.809758e-04
7,1.909740e-03,1.809758e-04
8,9.548702e-04,9.048790e-05
9,1.080813e-03,1.809758e-04
10,1.909740e-03,1.809758e-04
11,3.112663e-04,4.524395e-05
12,4.774351e-04,4.524395e-05
13,4.258697e-04,4.524395e-05
14,4.123425e-07,1.005425e-07
15,4.729583e-06,1.641504e-06
16,3.090630e-06,4.007578e-07
Total,,,
Latency (max),1.909740e-03,
Energy (sum),,1.503676e-03,
EDP, , ,2.871632e-06

OU Size: 36x120
layer,time_s,energy_J
1,8.653511e-05,8.629553e-06
2,1.846082e-03,1.840971e-04
3,9.230412e-04,9.204857e-05
4,1.846082e-03,1.840971e-04
5,9.230412e-04,9.204857e-05
6,1.846082e-03,1.840971e-04
7,1.846082e-03,1.840971e-04
8,9.230412e-04,9.204857e-05
9,1.044786e-03,1.840971e-04
10,1.846082e-03,1.840971e-04
11,3.008908e-04,4.602429e-05
12,4.615206e-04,4.602429e-05
13,4.116740e-04,4.602429e-05
14,3.985978e-07,1.022765e-07
15,4.571931e-06,1.669815e-06
16,2.987609e-06,4.076698e-07
Total,,,
Latency (max),1.846082e-03,
Energy (sum),,1.529611e-03,
EDP, , ,2.823787e-06

OU Size: 36x124
layer,time_s,energy_J
1,8.374366e-05,8.775867e-06
2,1.786531e-03,1.872185e-04
3,8.932657e-04,9.360924e-05
4,1.786531e-03,1.872185e-04
5,8.932657e-04,9.360924e-05
6,1.786531e-03,1.872185e-04
7,1.786531e-03,1.872185e-04
8,8.932657e-04,9.360924e-05
9,1.011083e-03,1.872185e-04
10,1.786531e-03,1.872185e-04
11,2.911846e-04,4.680462e-05
12,4.466328e-04,4.680462e-05
13,3.983942e-04,4.680462e-05
14,3.857398e-07,1.040106e-07
15,4.424449e-06,1.698127e-06
16,2.891235e-06,4.145818e-07
Total,,,
Latency (max),1.786531e-03,
Energy (sum),,1.555545e-03,
EDP, , ,2.779030e-06

OU Size: 36x128
layer,time_s,energy_J
1,8.112667e-05,8.922180e-06
2,1.730702e-03,1.903398e-04
3,8.653511e-04,9.516992e-05
4,1.730702e-03,1.903398e-04
5,8.653511e-04,9.516992e-05
6,1.730702e-03,1.903398e-04
7,1.730702e-03,1.903398e-04
8,8.653511e-04,9.516992e-05
9,9.794868e-04,1.903398e-04
10,1.730702e-03,1.903398e-04
11,2.820851e-04,4.758496e-05
12,4.326756e-04,4.758496e-05
13,3.859444e-04,4.758496e-05
14,3.736854e-07,1.057447e-07
15,4.286185e-06,1.726438e-06
16,2.800884e-06,4.214938e-07
Total,,,
Latency (max),1.730702e-03,
Energy (sum),,1.581480e-03,
EDP, , ,2.737070e-06

OU Size: 40x4
layer,time_s,energy_J
1,2.336448e-03,4.857599e-06
2,4.984423e-02,1.036288e-04
3,2.492211e-02,5.181439e-05
4,4.984423e-02,1.036288e-04
5,2.492211e-02,5.181439e-05
6,4.984423e-02,1.036288e-04
7,4.984423e-02,1.036288e-04
8,2.492211e-02,5.181439e-05
9,2.820922e-02,1.036288e-04
10,4.984423e-02,1.036288e-04
11,8.124051e-03,2.590719e-05
12,1.246106e-02,2.590719e-05
13,1.111520e-02,2.590719e-05
14,1.076214e-05,5.757174e-08
15,1.234421e-04,9.399435e-07
16,8.066545e-05,2.294784e-07
Total,,,
Latency (max),4.984423e-02,
Energy (sum),,8.610220e-04,
EDP, , ,4.291697e-05

OU Size: 40x8
layer,time_s,energy_J
1,1.168224e-03,5.003912e-06
2,2.492211e-02,1.067501e-04
3,1.246106e-02,5.337506e-05
4,2.492211e-02,1.067501e-04
5,1.246106e-02,5.337506e-05
6,2.492211e-02,1.067501e-04
7,2.492211e-02,1.067501e-04
8,1.246106e-02,5.337506e-05
9,1.410461e-02,1.067501e-04
10,2.492211e-02,1.067501e-04
11,4.062026e-03,2.668753e-05
12,6.230528e-03,2.668753e-05
13,5.557599e-03,2.668753e-05
14,5.381070e-06,5.930583e-08
15,6.172106e-05,9.682551e-07
16,4.033272e-05,2.363904e-07
Total,,,
Latency (max),2.492211e-02,
Energy (sum),,8.869564e-04,
EDP, , ,2.210483e-05

OU Size: 40x12
layer,time_s,energy_J
1,7.788160e-04,5.150225e-06
2,1.661474e-02,1.098715e-04
3,8.307371e-03,5.493574e-05
4,1.661474e-02,1.098715e-04
5,8.307371e-03,5.493574e-05
6,1.661474e-02,1.098715e-04
7,1.661474e-02,1.098715e-04
8,8.307371e-03,5.493574e-05
9,9.403073e-03,1.098715e-04
10,1.661474e-02,1.098715e-04
11,2.708017e-03,2.746787e-05
12,4.153685e-03,2.746787e-05
13,3.705066e-03,2.746787e-05
14,3.587380e-06,6.103992e-08
15,4.114737e-05,9.965666e-07
16,2.688848e-05,2.433024e-07
Total,,,
Latency (max),1.661474e-02,
Energy (sum),,9.128908e-04,
EDP, , ,1.516744e-05

OU Size: 40x16
layer,time_s,energy_J
1,5.841120e-04,5.296538e-06
2,1.246106e-02,1.129928e-04
3,6.230528e-03,5.649641e-05
4,1.246106e-02,1.129928e-04
5,6.230528e-03,5.649641e-05
6,1.246106e-02,1.129928e-04
7,1.246106e-02,1.129928e-04
8,6.230528e-03,5.649641e-05
9,7.052305e-03,1.129928e-04
10,1.246106e-02,1.129928e-04
11,2.031013e-03,2.824820e-05
12,3.115264e-03,2.824820e-05
13,2.778800e-03,2.824820e-05
14,2.690535e-06,6.277400e-08
15,3.086053e-05,1.024878e-06
16,2.016636e-05,2.502144e-07
Total,,,
Latency (max),1.246106e-02,
Energy (sum),,9.388252e-04,
EDP, , ,1.169875e-05

OU Size: 40x20
layer,time_s,energy_J
1,4.672896e-04,5.442852e-06
2,9.968845e-03,1.161142e-04
3,4.984423e-03,5.805708e-05
4,9.968845e-03,1.161142e-04
5,4.984423e-03,5.805708e-05
6,9.968845e-03,1.161142e-04
7,9.968845e-03,1.161142e-04
8,4.984423e-03,5.805708e-05
9,5.641844e-03,1.161142e-04
10,9.968845e-03,1.161142e-04
11,1.624810e-03,2.902854e-05
12,2.492211e-03,2.902854e-05
13,2.223040e-03,2.902854e-05
14,2.152428e-06,6.450809e-08
15,2.468842e-05,1.053190e-06
16,1.613309e-05,2.571264e-07
Total,,,
Latency (max),9.968845e-03,
Energy (sum),,9.647596e-04,
EDP, , ,9.617539e-06

OU Size: 40x24
layer,time_s,energy_J
1,3.894080e-04,5.589165e-06
2,8.307371e-03,1.192355e-04
3,4.153685e-03,5.961776e-05
4,8.307371e-03,1.192355e-04
5,4.153685e-03,5.961776e-05
6,8.307371e-03,1.192355e-04
7,8.307371e-03,1.192355e-04
8,4.153685e-03,5.961776e-05
9,4.701537e-03,1.192355e-04
10,8.307371e-03,1.192355e-04
11,1.354009e-03,2.980888e-05
12,2.076843e-03,2.980888e-05
13,1.852533e-03,2.980888e-05
14,1.793690e-06,6.624218e-08
15,2.057369e-05,1.081501e-06
16,1.344424e-05,2.640384e-07
Total,,,
Latency (max),8.307371e-03,
Energy (sum),,9.906940e-04,
EDP, , ,8.230062e-06

OU Size: 40x28
layer,time_s,energy_J
1,3.337783e-04,5.735478e-06
2,7.120604e-03,1.223569e-04
3,3.560302e-03,6.117843e-05
4,7.120604e-03,1.223569e-04
5,3.560302e-03,6.117843e-05
6,7.120604e-03,1.223569e-04
7,7.120604e-03,1.223569e-04
8,3.560302e-03,6.117843e-05
9,4.029888e-03,1.223569e-04
10,7.120604e-03,1.223569e-04
11,1.160579e-03,3.058922e-05
12,1.780151e-03,3.058922e-05
13,1.587885e-03,3.058922e-05
14,1.537448e-06,6.797627e-08
15,1.763459e-05,1.109813e-06
16,1.152364e-05,2.709504e-07
Total,,,
Latency (max),7.120604e-03,
Energy (sum),,1.016628e-03,
EDP, , ,7.239008e-06

OU Size: 40x32
layer,time_s,energy_J
1,2.920560e-04,5.881791e-06
2,6.230528e-03,1.254782e-04
3,3.115264e-03,6.273911e-05
4,6.230528e-03,1.254782e-04
5,3.115264e-03,6.273911e-05
6,6.230528e-03,1.254782e-04
7,6.230528e-03,1.254782e-04
8,3.115264e-03,6.273911e-05
9,3.526152e-03,1.254782e-04
10,6.230528e-03,1.254782e-04
11,1.015506e-03,3.136955e-05
12,1.557632e-03,3.136955e-05
13,1.389400e-03,3.136955e-05
14,1.345267e-06,6.971036e-08
15,1.543027e-05,1.138124e-06
16,1.008318e-05,2.778624e-07
Total,,,
Latency (max),6.230528e-03,
Energy (sum),,1.042563e-03,
EDP, , ,6.495717e-06

OU Size: 40x36
layer,time_s,energy_J
1,2.596053e-04,6.028104e-06
2,5.538247e-03,1.285996e-04
3,2.769124e-03,6.429978e-05
4,5.538247e-03,1.285996e-04
5,2.769124e-03,6.429978e-05
6,5.538247e-03,1.285996e-04
7,5.538247e-03,1.285996e-04
8,2.769124e-03,6.429978e-05
9,3.134358e-03,1.285996e-04
10,5.538247e-03,1.285996e-04
11,9.026724e-04,3.214989e-05
12,1.384562e-03,3.214989e-05
13,1.235022e-03,3.214989e-05
14,1.195793e-06,7.144445e-08
15,1.371579e-05,1.166436e-06
16,8.962827e-06,2.847744e-07
Total,,,
Latency (max),5.538247e-03,
Energy (sum),,1.068497e-03,
EDP, , ,5.917601e-06

OU Size: 40x40
layer,time_s,energy_J
1,2.336448e-04,6.174418e-06
2,4.984423e-03,1.317209e-04
3,2.492211e-03,6.586046e-05
4,4.984423e-03,1.317209e-04
5,2.492211e-03,6.586046e-05
6,4.984423e-03,1.317209e-04
7,4.984423e-03,1.317209e-04
8,2.492211e-03,6.586046e-05
9,2.820922e-03,1.317209e-04
10,4.984423e-03,1.317209e-04
11,8.124051e-04,3.293023e-05
12,1.246106e-03,3.293023e-05
13,1.111520e-03,3.293023e-05
14,1.076214e-06,7.317853e-08
15,1.234421e-05,1.194747e-06
16,8.066545e-06,2.916864e-07
Total,,,
Latency (max),4.984423e-03,
Energy (sum),,1.094432e-03,
EDP, , ,5.455109e-06

OU Size: 40x44
layer,time_s,energy_J
1,2.124044e-04,6.320731e-06
2,4.531293e-03,1.348423e-04
3,2.265647e-03,6.742113e-05
4,4.531293e-03,1.348423e-04
5,2.265647e-03,6.742113e-05
6,4.531293e-03,1.348423e-04
7,4.531293e-03,1.348423e-04
8,2.265647e-03,6.742113e-05
9,2.564474e-03,1.348423e-04
10,4.531293e-03,1.348423e-04
11,7.385501e-04,3.371056e-05
12,1.132823e-03,3.371056e-05
13,1.010473e-03,3.371056e-05
14,9.783763e-07,7.491262e-08
15,1.122201e-05,1.223059e-06
16,7.333222e-06,2.985984e-07
Total,,,
Latency (max),4.531293e-03,
Energy (sum),,1.120366e-03,
EDP, , ,5.076707e-06

OU Size: 40x48
layer,time_s,energy_J
1,1.947040e-04,6.467044e-06
2,4.153685e-03,1.379636e-04
3,2.076843e-03,6.898180e-05
4,4.153685e-03,1.379636e-04
5,2.076843e-03,6.898180e-05
6,4.153685e-03,1.379636e-04
7,4.153685e-03,1.379636e-04
8,2.076843e-03,6.898180e-05
9,2.350768e-03,1.379636e-04
10,4.153685e-03,1.379636e-04
11,6.770043e-04,3.449090e-05
12,1.038421e-03,3.449090e-05
13,9.262665e-04,3.449090e-05
14,8.968449e-07,7.664671e-08
15,1.028684e-05,1.251371e-06
16,6.722120e-06,3.055104e-07
Total,,,
Latency (max),4.153685e-03,
Energy (sum),,1.146300e-03,
EDP, , ,4.761371e-06

OU Size: 40x52
layer,time_s,energy_J
1,1.797268e-04,6.613357e-06
2,3.834171e-03,1.410850e-04
3,1.917086e-03,7.054248e-05
4,3.834171e-03,1.410850e-04
5,1.917086e-03,7.054248e-05
6,3.834171e-03,1.410850e-04
7,3.834171e-03,1.410850e-04
8,1.917086e-03,7.054248e-05
9,2.169940e-03,1.410850e-04
10,3.834171e-03,1.410850e-04
11,6.249270e-04,3.527124e-05
12,9.585428e-04,3.527124e-05
13,8.550153e-04,3.527124e-05
14,8.278569e-07,7.838080e-08
15,9.495548e-06,1.279682e-06
16,6.205034e-06,3.124224e-07
Total,,,
Latency (max),3.834171e-03,
Energy (sum),,1.172235e-03,
EDP, , ,4.494549e-06

OU Size: 40x56
layer,time_s,energy_J
1,1.668891e-04,6.759671e-06
2,3.560302e-03,1.442063e-04
3,1.780151e-03,7.210315e-05
4,3.560302e-03,1.442063e-04
5,1.780151e-03,7.210315e-05
6,3.560302e-03,1.442063e-04
7,3.560302e-03,1.442063e-04
8,1.780151e-03,7.210315e-05
9,2.014944e-03,1.442063e-04
10,3.560302e-03,1.442063e-04
11,5.802894e-04,3.605158e-05
12,8.900755e-04,3.605158e-05
13,7.939427e-04,3.605158e-05
14,7.687242e-07,8.011489e-08
15,8.817295e-06,1.307994e-06
16,5.761818e-06,3.193344e-07
Total,,,
Latency (max),3.560302e-03,
Energy (sum),,1.198169e-03,
EDP, , ,4.265844e-06

OU Size: 40x60
layer,time_s,energy_J
1,1.557632e-04,6.905984e-06
2,3.322948e-03,1.473277e-04
3,1.661474e-03,7.366383e-05
4,3.322948e-03,1.473277e-04
5,1.661474e-03,7.366383e-05
6,3.322948e-03,1.473277e-04
7,3.322948e-03,1.473277e-04
8,1.661474e-03,7.366383e-05
9,1.880615e-03,1.473277e-04
10,3.322948e-03,1.473277e-04
11,5.416034e-04,3.683191e-05
12,8.307371e-04,3.683191e-05
13,7.410132e-04,3.683191e-05
14,7.174760e-07,8.184898e-08
15,8.229475e-06,1.336305e-06
16,5.377696e-06,3.262464e-07
Total,,,
Latency (max),3.322948e-03,
Energy (sum),,1.224104e-03,
EDP, , ,4.067633e-06

OU Size: 40x64
layer,time_s,energy_J
1,1.460280e-04,7.052297e-06
2,3.115264e-03,1.504490e-04
3,1.557632e-03,7.522450e-05
4,3.115264e-03,1.504490e-04
5,1.557632e-03,7.522450e-05
6,3.115264e-03,1.504490e-04
7,3.115264e-03,1.504490e-04
8,1.557632e-03,7.522450e-05
9,1.763076e-03,1.504490e-04
10,3.115264e-03,1.504490e-04
11,5.077532e-04,3.761225e-05
12,7.788160e-04,3.761225e-05
13,6.946999e-04,3.761225e-05
14,6.726337e-07,8.358307e-08
15,7.715133e-06,1.364617e-06
16,5.041590e-06,3.331584e-07
Total,,,
Latency (max),3.115264e-03,
Energy (sum),,1.250038e-03,
EDP, , ,3.894198e-06

OU Size: 40x68
layer,time_s,energy_J
1,1.374381e-04,7.198610e-06
2,2.932013e-03,1.535704e-04
3,1.466007e-03,7.678518e-05
4,2.932013e-03,1.535704e-04
5,1.466007e-03,7.678518e-05
6,2.932013e-03,1.535704e-04
7,2.932013e-03,1.535704e-04
8,1.466007e-03,7.678518e-05
9,1.659366e-03,1.535704e-04
10,2.932013e-03,1.535704e-04
11,4.778854e-04,3.839259e-05
12,7.330033e-04,3.839259e-05
13,6.538352e-04,3.839259e-05
14,6.330670e-07,8.531715e-08
15,7.261301e-06,1.392928e-06
16,4.745026e-06,3.400704e-07
Total,,,
Latency (max),2.932013e-03,
Energy (sum),,1.275972e-03,
EDP, , ,3.741168e-06

OU Size: 40x72
layer,time_s,energy_J
1,1.298027e-04,7.344923e-06
2,2.769124e-03,1.566917e-04
3,1.384562e-03,7.834585e-05
4,2.769124e-03,1.566917e-04
5,1.384562e-03,7.834585e-05
6,2.769124e-03,1.566917e-04
7,2.769124e-03,1.566917e-04
8,1.384562e-03,7.834585e-05
9,1.567179e-03,1.566917e-04
10,2.769124e-03,1.566917e-04
11,4.513362e-04,3.917293e-05
12,6.922809e-04,3.917293e-05
13,6.175110e-04,3.917293e-05
14,5.978966e-07,8.705124e-08
15,6.857896e-06,1.421240e-06
16,4.481414e-06,3.469824e-07
Total,,,
Latency (max),2.769124e-03,
Energy (sum),,1.301907e-03,
EDP, , ,3.605141e-06

OU Size: 40x76
layer,time_s,energy_J
1,1.229710e-04,7.491237e-06
2,2.623380e-03,1.598130e-04
3,1.311690e-03,7.990652e-05
4,2.623380e-03,1.598130e-04
5,1.311690e-03,7.990652e-05
6,2.623380e-03,1.598130e-04
7,2.623380e-03,1.598130e-04
8,1.311690e-03,7.990652e-05
9,1.484696e-03,1.598130e-04
10,2.623380e-03,1.598130e-04
11,4.275816e-04,3.995326e-05
12,6.558451e-04,3.995326e-05
13,5.850104e-04,3.995326e-05
14,5.664284e-07,8.878533e-08
15,6.496954e-06,1.449551e-06
16,4.245550e-06,3.538944e-07
Total,,,
Latency (max),2.623380e-03,
Energy (sum),,1.327841e-03,
EDP, , ,3.483432e-06

OU Size: 40x80
layer,time_s,energy_J
1,1.168224e-04,7.637550e-06
2,2.492211e-03,1.629344e-04
3,1.246106e-03,8.146720e-05
4,2.492211e-03,1.629344e-04
5,1.246106e-03,8.146720e-05
6,2.492211e-03,1.629344e-04
7,2.492211e-03,1.629344e-04
8,1.246106e-03,8.146720e-05
9,1.410461e-03,1.629344e-04
10,2.492211e-03,1.629344e-04
11,4.062026e-04,4.073360e-05
12,6.230528e-04,4.073360e-05
13,5.557599e-04,4.073360e-05
14,5.381070e-07,9.051942e-08
15,6.172106e-06,1.477863e-06
16,4.033272e-06,3.608064e-07
Total,,,
Latency (max),2.492211e-03,
Energy (sum),,1.353776e-03,
EDP, , ,3.373895e-06

OU Size: 40x84
layer,time_s,energy_J
1,1.112594e-04,7.783863e-06
2,2.373535e-03,1.660557e-04
3,1.186767e-03,8.302787e-05
4,2.373535e-03,1.660557e-04
5,1.186767e-03,8.302787e-05
6,2.373535e-03,1.660557e-04
7,2.373535e-03,1.660557e-04
8,1.186767e-03,8.302787e-05
9,1.343296e-03,1.660557e-04
10,2.373535e-03,1.660557e-04
11,3.868596e-04,4.151394e-05
12,5.933836e-04,4.151394e-05
13,5.292952e-04,4.151394e-05
14,5.124828e-07,9.225351e-08
15,5.878196e-06,1.506175e-06
16,3.841212e-06,3.677184e-07
Total,,,
Latency (max),2.373535e-03,
Energy (sum),,1.379710e-03,
EDP, , ,3.274789e-06

OU Size: 40x88
layer,time_s,energy_J
1,1.062022e-04,7.930176e-06
2,2.265647e-03,1.691771e-04
3,1.132823e-03,8.458855e-05
4,2.265647e-03,1.691771e-04
5,1.132823e-03,8.458855e-05
6,2.265647e-03,1.691771e-04
7,2.265647e-03,1.691771e-04
8,1.132823e-03,8.458855e-05
9,1.282237e-03,1.691771e-04
10,2.265647e-03,1.691771e-04
11,3.692751e-04,4.229427e-05
12,5.664117e-04,4.229427e-05
13,5.052363e-04,4.229427e-05
14,4.891882e-07,9.398760e-08
15,5.611006e-06,1.534486e-06
16,3.666611e-06,3.746304e-07
Total,,,
Latency (max),2.265647e-03,
Energy (sum),,1.405644e-03,
EDP, , ,3.184693e-06

OU Size: 40x92
layer,time_s,energy_J
1,1.015847e-04,8.076490e-06
2,2.167140e-03,1.722984e-04
3,1.083570e-03,8.614922e-05
4,2.167140e-03,1.722984e-04
5,1.083570e-03,8.614922e-05
6,2.167140e-03,1.722984e-04
7,2.167140e-03,1.722984e-04
8,1.083570e-03,8.614922e-05
9,1.226488e-03,1.722984e-04
10,2.167140e-03,1.722984e-04
11,3.532196e-04,4.307461e-05
12,5.417851e-04,4.307461e-05
13,4.832695e-04,4.307461e-05
14,4.679191e-07,9.572169e-08
15,5.367049e-06,1.562798e-06
16,3.507193e-06,3.815424e-07
Total,,,
Latency (max),2.167140e-03,
Energy (sum),,1.431579e-03,
EDP, , ,3.102432e-06

OU Size: 40x96
layer,time_s,energy_J
1,9.735200e-05,8.222803e-06
2,2.076843e-03,1.754198e-04
3,1.038421e-03,8.770990e-05
4,2.076843e-03,1.754198e-04
5,1.038421e-03,8.770990e-05
6,2.076843e-03,1.754198e-04
7,2.076843e-03,1.754198e-04
8,1.038421e-03,8.770990e-05
9,1.175384e-03,1.754198e-04
10,2.076843e-03,1.754198e-04
11,3.385021e-04,4.385495e-05
12,5.192107e-04,4.385495e-05
13,4.631333e-04,4.385495e-05
14,4.484225e-07,9.745577e-08
15,5.143422e-06,1.591109e-06
16,3.361060e-06,3.884544e-07
Total,,,
Latency (max),2.076843e-03,
Energy (sum),,1.457513e-03,
EDP, , ,3.027026e-06

OU Size: 40x100
layer,time_s,energy_J
1,9.345792e-05,8.369116e-06
2,1.993769e-03,1.785411e-04
3,9.968845e-04,8.927057e-05
4,1.993769e-03,1.785411e-04
5,9.968845e-04,8.927057e-05
