OU Size: 4x4
layer,time_s,energy_J
Total,,,
Latency (max),4.509716e-04,
Energy (sum),,3.603801e-03,
EDP, , ,4.234953e-04

OU Size: 28x84
layer,time_s,energy_J
1,2.013266e-05,2.062610e-05
2,4.294967e-04,4.400234e-04
3,2.147484e-04,2.200117e-04
4,4.294967e-04,4.400234e-04
5,2.147484e-04,2.200117e-04
6,2.628095e-04,4.400234e-04
7,4.294967e-04,4.400234e-04
8,1.507737e-04,2.200117e-04
9,1.526299e-04,4.400234e-04
10,1.538970e-04,4.400234e-04
11,3.783329e-05,1.100059e-04
12,3.772941e-05,1.100059e-04
13,3.817398e-05,1.100059e-04
14,1.854700e-08,2.444583e-07
15,2.127347e-07,3.991142e-06
16,1.948980e-07,9.744000e-07
Total,,,
Latency (max),4.294967e-04,
Energy (sum),,3.656030e-03,
EDP, , ,3.896897e-04

OU Size: 28x88
layer,time_s,energy_J
1,1.921754e-05,2.092076e-05
2,4.099742e-04,4.463095e-04
3,2.049871e-04,2.231547e-04
4,4.099742e-04,4.463095e-04
5,2.049871e-04,2.231547e-04
6,2.508636e-04,4.463095e-04
7,4.099742e-04,4.463095e-04
8,1.439204e-04,2.231547e-04
9,1.456922e-04,4.463095e-04
10,1.469017e-04,4.463095e-04
11,3.611359e-05,1.115774e-04
12,3.601444e-05,1.115774e-04
13,3.643880e-05,1.115774e-04
14,1.770395e-08,2.479506e-07
15,2.030650e-07,4.048159e-06
16,1.860390e-07,9.883200e-07
Total,,,
Latency (max),4.099742e-04,
Energy (sum),,3.708259e-03,
EDP, , ,3.601409e-04

OU Size: 28x92
layer,time_s,energy_J
1,1.838199e-05,2.121542e-05
2,3.921492e-04,4.525955e-04
3,1.960746e-04,2.262978e-04
4,3.921492e-04,4.525955e-04
5,1.960746e-04,2.262978e-04
6,2.399565e-04,4.525955e-04
7,3.921492e-04,4.525955e-04
8,1.376630e-04,2.262978e-04
9,1.393577e-04,4.525955e-04
10,1.405147e-04,4.525955e-04
11,3.454343e-05,1.131489e-04
12,3.444859e-05,1.131489e-04
13,3.485451e-05,1.131489e-04
14,1.693422e-08,2.514428e-07
15,1.942361e-07,4.105175e-06
16,1.779504e-07,1.002240e-06
Total,,,
Latency (max),3.921492e-04,
Energy (sum),,3.760488e-03,
EDP, , ,3.341461e-04

OU Size: 28x96
layer,time_s,energy_J
1,1.761608e-05,2.151007e-05
2,3.758096e-04,4.588816e-04
3,1.879048e-04,2.294408e-04
4,3.758096e-04,4.588816e-04
5,1.879048e-04,2.294408e-04
6,2.299583e-04,4.588816e-04
7,3.758096e-04,4.588816e-04
8,1.319270e-04,2.294408e-04
9,1.335512e-04,4.588816e-04
10,1.346599e-04,4.588816e-04
11,3.310412e-05,1.147204e-04
12,3.301323e-05,1.147204e-04
13,3.340224e-05,1.147204e-04
14,1.622862e-08,2.549351e-07
15,1.861429e-07,4.162191e-06
16,1.705358e-07,1.016160e-06
Total,,,
Latency (max),3.758096e-04,
Energy (sum),,3.812717e-03,
EDP, , ,3.111429e-04

OU Size: 28x100
layer,time_s,energy_J
1,1.691143e-05,2.180473e-05
2,3.607773e-04,4.651676e-04
3,1.803886e-04,2.325838e-04
4,3.607773e-04,4.651676e-04
5,1.803886e-04,2.325838e-04
6,2.207600e-04,4.651676e-04
7,3.607773e-04,4.651676e-04
8,1.266499e-04,2.325838e-04
9,1.282091e-04,4.651676e-04
10,1.292735e-04,4.651676e-04
11,3.177996e-05,1.162919e-04
12,3.169270e-05,1.162919e-04
13,3.206615e-05,1.162919e-04
14,1.557948e-08,2.584274e-07
15,1.786972e-07,4.219208e-06
16,1.637143e-07,1.030080e-06
Total,,,
Latency (max),3.607773e-04,
Energy (sum),,3.864946e-03,
EDP, , ,2.906774e-04

OU Size: 28x104
layer,time_s,energy_J
1,1.626099e-05,2.209939e-05
2,3.469012e-04,4.714537e-04
3,1.734506e-04,2.357268e-04
4,3.469012e-04,4.714537e-04
5,1.734506e-04,2.357268e-04
6,2.122692e-04,4.714537e-04
7,3.469012e-04,4.714537e-04
8,1.217788e-04,2.357268e-04
9,1.232780e-04,4.714537e-04
10,1.243014e-04,4.714537e-04
11,3.055765e-05,1.178634e-04
12,3.047375e-05,1.178634e-04
13,3.083283e-05,1.178634e-04
14,1.498027e-08,2.619196e-07
15,1.718242e-07,4.276224e-06
16,1.574176e-07,1.044000e-06
Total,,,
Latency (max),3.469012e-04,
Energy (sum),,3.917175e-03,
EDP, , ,2.723793e-04

OU Size: 28x108
layer,time_s,energy_J
1,1.565873e-05,2.239405e-05
2,3.340530e-04,4.777397e-04
3,1.670265e-04,2.388699e-04
4,3.340530e-04,4.777397e-04
5,1.670265e-04,2.388699e-04
6,2.044074e-04,4.777397e-04
7,3.340530e-04,4.777397e-04
8,1.172685e-04,2.388699e-04
9,1.187121e-04,4.777397e-04
10,1.196977e-04,4.777397e-04
11,2.942589e-05,1.194349e-04
12,2.934510e-05,1.194349e-04
13,2.969088e-05,1.194349e-04
14,1.442544e-08,2.654119e-07
15,1.654603e-07,4.333240e-06
16,1.515873e-07,1.057920e-06
Total,,,
Latency (max),3.340530e-04,
Energy (sum),,3.969404e-03,
EDP, , ,2.559444e-04

OU Size: 28x112
layer,time_s,energy_J
1,1.509949e-05,2.268871e-05
2,3.221225e-04,4.840258e-04
3,1.610613e-04,2.420129e-04
4,3.221225e-04,4.840258e-04
5,1.610613e-04,2.420129e-04
6,1.971071e-04,4.840258e-04
7,3.221225e-04,4.840258e-04
8,1.130803e-04,2.420129e-04
9,1.144724e-04,4.840258e-04
10,1.154228e-04,4.840258e-04
11,2.837496e-05,1.210064e-04
12,2.829706e-05,1.210064e-04
13,2.863049e-05,1.210064e-04
14,1.391025e-08,2.689041e-07
15,1.595510e-07,4.390257e-06
16,1.461735e-07,1.071840e-06
Total,,,
Latency (max),3.221225e-04,
Energy (sum),,4.021633e-03,
EDP, , ,2.411205e-04

OU Size: 28x116
layer,time_s,energy_J
1,1.457882e-05,2.298337e-05
2,3.110149e-04,4.903118e-04
3,1.555074e-04,2.451559e-04
4,3.110149e-04,4.903118e-04
5,1.555074e-04,2.451559e-04
6,1.903103e-04,4.903118e-04
7,3.110149e-04,4.903118e-04
8,1.091810e-04,2.451559e-04
9,1.105251e-04,4.903118e-04
10,1.114427e-04,4.903118e-04
11,2.739652e-05,1.225780e-04
12,2.732130e-05,1.225780e-04
13,2.764323e-05,1.225780e-04
14,1.343058e-08,2.723964e-07
15,1.540493e-07,4.447273e-06
16,1.411330e-07,1.085760e-06
Total,,,
Latency (max),3.110149e-04,
Energy (sum),,4.073862e-03,
EDP, , ,2.276974e-04

OU Size: 28x120
layer,time_s,energy_J
1,1.409286e-05,2.327803e-05
2,3.006477e-04,4.965979e-04
3,1.503239e-04,2.482989e-04
4,3.006477e-04,4.965979e-04
5,1.503239e-04,2.482989e-04
6,1.839667e-04,4.965979e-04
7,3.006477e-04,4.965979e-04
8,1.055416e-04,2.482989e-04
9,1.068409e-04,4.965979e-04
10,1.077279e-04,4.965979e-04
11,2.648330e-05,1.241495e-04
12,2.641059e-05,1.241495e-04
13,2.672179e-05,1.241495e-04
14,1.298290e-08,2.758887e-07
15,1.489143e-07,4.504289e-06
16,1.364286e-07,1.099680e-06
Total,,,
Latency (max),3.006477e-04,
Energy (sum),,4.126091e-03,
EDP, , ,2.154984e-04

OU Size: 28x124
layer,time_s,energy_J
1,1.363825e-05,2.357268e-05
2,2.909494e-04,5.028839e-04
3,1.454747e-04,2.514420e-04
4,2.909494e-04,5.028839e-04
5,1.454747e-04,2.514420e-04
6,1.780323e-04,5.028839e-04
7,2.909494e-04,5.028839e-04
8,1.021371e-04,2.514420e-04
9,1.033944e-04,5.028839e-04
10,1.042528e-04,5.028839e-04
11,2.562900e-05,1.257210e-04
12,2.555863e-05,1.257210e-04
13,2.585980e-05,1.257210e-04
14,1.256410e-08,2.793809e-07
15,1.441106e-07,4.561306e-06
16,1.320277e-07,1.113600e-06
Total,,,
Latency (max),2.909494e-04,
Energy (sum),,4.178319e-03,
EDP, , ,2.043742e-04

OU Size: 28x128
layer,time_s,energy_J
1,1.321206e-05,2.386734e-05
2,2.818572e-04,5.091700e-04
3,1.409286e-04,2.545850e-04
4,2.818572e-04,5.091700e-04
5,1.409286e-04,2.545850e-04
6,1.724687e-04,5.091700e-04
7,2.818572e-04,5.091700e-04
8,9.894527e-05,2.545850e-04
9,1.001634e-04,5.091700e-04
10,1.009949e-04,5.091700e-04
11,2.482809e-05,1.272925e-04
12,2.475992e-05,1.272925e-04
13,2.505168e-05,1.272925e-04
14,1.217147e-08,2.828732e-07
15,1.396072e-07,4.618322e-06
16,1.279018e-07,1.127520e-06
Total,,,
Latency (max),2.818572e-04,
Energy (sum),,4.230548e-03,
EDP, , ,1.941979e-04

OU Size: 32x4
layer,time_s,energy_J
1,3.699376e-04,1.679554e-05
2,7.892002e-03,3.583048e-04
3,3.946001e-03,1.791524e-04
4,7.892002e-03,3.583048e-04
5,3.946001e-03,1.791524e-04
6,4.829125e-03,3.583048e-04
7,7.892002e-03,3.583048e-04
8,2.770468e-03,1.791524e-04
9,2.804574e-03,3.583048e-04
10,2.827858e-03,3.583048e-04
11,6.951866e-04,8.957620e-05
12,6.932779e-04,8.957620e-05
13,7.014469e-04,8.957620e-05
14,3.408011e-07,1.990589e-07
15,3.909001e-06,3.249930e-06
16,3.581251e-06,7.934400e-07
Total,,,
Latency (max),7.892002e-03,
Energy (sum),,2.977053e-03,
EDP, , ,1.071397e-01

OU Size: 32x8
layer,time_s,energy_J
1,1.849688e-04,1.709020e-05
2,3.946001e-03,3.645909e-04
3,1.973001e-03,1.822954e-04
4,3.946001e-03,3.645909e-04
5,1.973001e-03,1.822954e-04
6,2.414562e-03,3.645909e-04
7,3.946001e-03,3.645909e-04
8,1.385234e-03,1.822954e-04
9,1.402287e-03,3.645909e-04
10,1.413929e-03,3.645909e-04
11,3.475933e-04,9.114771e-05
12,3.466389e-04,9.114771e-05
13,3.507235e-04,9.114771e-05
14,1.704005e-07,2.025512e-07
15,1.954500e-06,3.306947e-06
16,1.790625e-06,8.073600e-07
Total,,,
Latency (max),3.946001e-03,
Energy (sum),,3.029282e-03,
EDP, , ,2.725484e-02

OU Size: 32x12
layer,time_s,energy_J
1,1.233125e-04,1.738486e-05
2,2.630667e-03,3.708769e-04
3,1.315334e-03,1.854385e-04
4,2.630667e-03,3.708769e-04
5,1.315334e-03,1.854385e-04
6,1.609708e-03,3.708769e-04
7,2.630667e-03,3.708769e-04
8,9.234892e-04,1.854385e-04
9,9.348581e-04,3.708769e-04
10,9.426193e-04,3.708769e-04
11,2.317289e-04,9.271923e-05
12,2.310926e-04,9.271923e-05
13,2.338156e-04,9.271923e-05
14,1.136004e-07,2.060434e-07
15,1.303000e-06,3.363963e-06
16,1.193750e-06,8.212800e-07
Total,,,
Latency (max),2.630667e-03,
Energy (sum),,3.081511e-03,
EDP, , ,1.232211e-02

OU Size: 32x16
layer,time_s,energy_J
1,9.248440e-05,1.767951e-05
2,1.973001e-03,3.771630e-04
3,9.865003e-04,1.885815e-04
4,1.973001e-03,3.771630e-04
5,9.865003e-04,1.885815e-04
6,1.207281e-03,3.771630e-04
7,1.973001e-03,3.771630e-04
8,6.926169e-04,1.885815e-04
9,7.011436e-04,3.771630e-04
10,7.069645e-04,3.771630e-04
11,1.737967e-04,9.429074e-05
12,1.733195e-04,9.429074e-05
13,1.753617e-04,9.429074e-05
14,8.520027e-08,2.095357e-07
15,9.772502e-07,3.420979e-06
16,8.953127e-07,8.352000e-07
Total,,,
Latency (max),1.973001e-03,
Energy (sum),,3.133740e-03,
EDP, , ,7.048665e-03

OU Size: 32x20
layer,time_s,energy_J
1,7.398752e-05,1.797417e-05
2,1.578400e-03,3.834490e-04
3,7.892002e-04,1.917245e-04
4,1.578400e-03,3.834490e-04
5,7.892002e-04,1.917245e-04
6,9.658250e-04,3.834490e-04
7,1.578400e-03,3.834490e-04
8,5.540935e-04,1.917245e-04
9,5.609149e-04,3.834490e-04
10,5.655716e-04,3.834490e-04
11,1.390373e-04,9.586225e-05
12,1.386556e-04,9.586225e-05
13,1.402894e-04,9.586225e-05
14,6.816022e-08,2.130280e-07
15,7.818001e-07,3.477996e-06
16,7.162502e-07,8.491200e-07
Total,,,
Latency (max),1.578400e-03,
Energy (sum),,3.185969e-03,
EDP, , ,4.586331e-03

OU Size: 32x24
layer,time_s,energy_J
1,6.165627e-05,1.826883e-05
2,1.315334e-03,3.897351e-04
3,6.576669e-04,1.948675e-04
4,1.315334e-03,3.897351e-04
5,6.576669e-04,1.948675e-04
6,8.048542e-04,3.897351e-04
7,1.315334e-03,3.897351e-04
8,4.617446e-04,1.948675e-04
9,4.674291e-04,3.897351e-04
10,4.713097e-04,3.897351e-04
11,1.158644e-04,9.743376e-05
12,1.155463e-04,9.743376e-05
13,1.169078e-04,9.743376e-05
14,5.680018e-08,2.165202e-07
15,6.515001e-07,3.535012e-06
16,5.968751e-07,8.630400e-07
Total,,,
Latency (max),1.315334e-03,
Energy (sum),,3.238198e-03,
EDP, , ,3.237165e-03

OU Size: 32x28
layer,time_s,energy_J
1,5.284823e-05,1.856349e-05
2,1.127429e-03,3.960211e-04
3,5.637145e-04,1.980106e-04
4,1.127429e-03,3.960211e-04
5,5.637145e-04,1.980106e-04
6,6.898750e-04,3.960211e-04
7,1.127429e-03,3.960211e-04
8,3.957811e-04,1.980106e-04
9,4.006535e-04,3.960211e-04
10,4.039797e-04,3.960211e-04
11,9.931237e-05,9.900528e-05
12,9.903970e-05,9.900528e-05
13,1.002067e-04,9.900528e-05
14,4.868587e-08,2.200125e-07
15,5.584287e-07,3.592028e-06
16,5.116073e-07,8.769600e-07
Total,,,
Latency (max),1.127429e-03,
Energy (sum),,3.290427e-03,
EDP, , ,2.416685e-03

OU Size: 32x32
layer,time_s,energy_J
1,4.624220e-05,1.885815e-05
2,9.865003e-04,4.023072e-04
3,4.932502e-04,2.011536e-04
4,9.865003e-04,4.023072e-04
5,4.932502e-04,2.011536e-04
6,6.036406e-04,4.023072e-04
7,9.865003e-04,4.023072e-04
8,3.463084e-04,2.011536e-04
9,3.505718e-04,4.023072e-04
10,3.534822e-04,4.023072e-04
11,8.689833e-05,1.005768e-04
12,8.665974e-05,1.005768e-04
13,8.768087e-05,1.005768e-04
14,4.260013e-08,2.235047e-07
15,4.886251e-07,3.649044e-06
16,4.476564e-07,8.908800e-07
Total,,,
Latency (max),9.865003e-04,
Energy (sum),,3.342656e-03,
EDP, , ,1.879644e-03

OU Size: 32x36
layer,time_s,energy_J
1,4.110418e-05,1.915281e-05
2,8.768892e-04,4.085932e-04
3,4.384446e-04,2.042966e-04
4,8.768892e-04,4.085932e-04
5,4.384446e-04,2.042966e-04
6,5.365694e-04,4.085932e-04
7,8.768892e-04,4.085932e-04
8,3.078297e-04,2.042966e-04
9,3.116194e-04,4.085932e-04
10,3.142064e-04,4.085932e-04
11,7.724296e-05,1.021483e-04
12,7.703088e-05,1.021483e-04
13,7.793855e-05,1.021483e-04
14,3.786679e-08,2.269970e-07
15,4.343334e-07,3.706061e-06
16,3.979168e-07,9.048000e-07
Total,,,
Latency (max),8.768892e-04,
Energy (sum),,3.394885e-03,
EDP, , ,1.508356e-03

OU Size: 32x40
layer,time_s,energy_J
1,3.699376e-05,1.944746e-05
2,7.892002e-04,4.148793e-04
3,3.946001e-04,2.074396e-04
4,7.892002e-04,4.148793e-04
5,3.946001e-04,2.074396e-04
6,4.829125e-04,4.148793e-04
7,7.892002e-04,4.148793e-04
8,2.770468e-04,2.074396e-04
9,2.804574e-04,4.148793e-04
10,2.827858e-04,4.148793e-04
11,6.951866e-05,1.037198e-04
12,6.932779e-05,1.037198e-04
13,7.014469e-05,1.037198e-04
14,3.408011e-08,2.304893e-07
15,3.909001e-07,3.763077e-06
16,3.581251e-07,9.187200e-07
Total,,,
Latency (max),7.892002e-04,
Energy (sum),,3.447114e-03,
EDP, , ,1.240565e-03

OU Size: 32x44
layer,time_s,energy_J
1,3.363069e-05,1.974212e-05
2,7.174548e-04,4.211653e-04
3,3.587274e-04,2.105827e-04
4,7.174548e-04,4.211653e-04
5,3.587274e-04,2.105827e-04
6,4.390114e-04,4.211653e-04
7,7.174548e-04,4.211653e-04
8,2.518607e-04,2.105827e-04
9,2.549613e-04,4.211653e-04
10,2.570780e-04,4.211653e-04
11,6.319878e-05,1.052913e-04
12,6.302526e-05,1.052913e-04
13,6.376790e-05,1.052913e-04
14,3.098192e-08,2.339815e-07
15,3.553637e-07,3.820093e-06
16,3.255683e-07,9.326400e-07
Total,,,
Latency (max),7.174548e-04,
Energy (sum),,3.499343e-03,
EDP, , ,1.040795e-03

OU Size: 32x48
layer,time_s,energy_J
1,3.082813e-05,2.003678e-05
2,6.576669e-04,4.274514e-04
3,3.288334e-04,2.137257e-04
4,6.576669e-04,4.274514e-04
5,3.288334e-04,2.137257e-04
6,4.024271e-04,4.274514e-04
7,6.576669e-04,4.274514e-04
8,2.308723e-04,2.137257e-04
9,2.337145e-04,4.274514e-04
10,2.356548e-04,4.274514e-04
11,5.793222e-05,1.068628e-04
12,5.777316e-05,1.068628e-04
13,5.845391e-05,1.068628e-04
14,2.840009e-08,2.374738e-07
15,3.257501e-07,3.877110e-06
16,2.984376e-07,9.465600e-07
Total,,,
Latency (max),6.576669e-04,
Energy (sum),,3.551572e-03,
EDP, , ,8.876097e-04

OU Size: 32x52
layer,time_s,energy_J
1,2.845674e-05,2.033144e-05
2,6.070771e-04,4.337374e-04
3,3.035386e-04,2.168687e-04
4,6.070771e-04,4.337374e-04
5,3.035386e-04,2.168687e-04
6,3.714711e-04,4.337374e-04
7,6.070771e-04,4.337374e-04
8,2.131129e-04,2.168687e-04
9,2.157365e-04,4.337374e-04
10,2.175275e-04,4.337374e-04
11,5.347589e-05,1.084344e-04
12,5.332907e-05,1.084344e-04
13,5.395746e-05,1.084344e-04
14,2.621547e-08,2.409660e-07
15,3.006924e-07,3.934126e-06
16,2.754808e-07,9.604800e-07
Total,,,
Latency (max),6.070771e-04,
Energy (sum),,3.603801e-03,
EDP, , ,7.674286e-04

OU Size: 32x56
layer,time_s,energy_J
1,2.642412e-05,2.062610e-05
2,5.637145e-04,4.400234e-04
3,2.818572e-04,2.200117e-04
4,5.637145e-04,4.400234e-04
5,2.818572e-04,2.200117e-04
6,3.449375e-04,4.400234e-04
7,5.637145e-04,4.400234e-04
8,1.978905e-04,2.200117e-04
9,2.003267e-04,4.400234e-04
10,2.019899e-04,4.400234e-04
11,4.965619e-05,1.100059e-04
12,4.951985e-05,1.100059e-04
13,5.010335e-05,1.100059e-04
14,2.434293e-08,2.444583e-07
15,2.792143e-07,3.991142e-06
16,2.558036e-07,9.744000e-07
Total,,,
Latency (max),5.637145e-04,
Energy (sum),,3.656030e-03,
EDP, , ,6.713014e-04

OU Size: 32x60
layer,time_s,energy_J
1,2.466251e-05,2.092076e-05
2,5.261335e-04,4.463095e-04
3,2.630667e-04,2.231547e-04
4,5.261335e-04,4.463095e-04
5,2.630667e-04,2.231547e-04
6,3.219417e-04,4.463095e-04
7,5.261335e-04,4.463095e-04
8,1.846978e-04,2.231547e-04
9,1.869716e-04,4.463095e-04
10,1.885239e-04,4.463095e-04
11,4.634577e-05,1.115774e-04
12,4.621853e-05,1.115774e-04
13,4.676313e-05,1.115774e-04
14,2.272007e-08,2.479506e-07
15,2.606000e-07,4.048159e-06
16,2.387501e-07,9.883200e-07
Total,,,
Latency (max),5.261335e-04,
Energy (sum),,3.708259e-03,
EDP, , ,5.931321e-04

OU Size: 32x64
layer,time_s,energy_J
1,2.312110e-05,2.121542e-05
2,4.932502e-04,4.525955e-04
3,2.466251e-04,2.262978e-04
4,4.932502e-04,4.525955e-04
5,2.466251e-04,2.262978e-04
6,3.018203e-04,4.525955e-04
7,4.932502e-04,4.525955e-04
8,1.731542e-04,2.262978e-04
9,1.752859e-04,4.525955e-04
10,1.767411e-04,4.525955e-04
11,4.344916e-05,1.131489e-04
12,4.332987e-05,1.131489e-04
13,4.384043e-05,1.131489e-04
14,2.130007e-08,2.514428e-07
15,2.443125e-07,4.105175e-06
16,2.238282e-07,1.002240e-06
Total,,,
Latency (max),4.932502e-04,
Energy (sum),,3.760488e-03,
EDP, , ,5.286499e-04

OU Size: 32x68
layer,time_s,energy_J
1,2.176104e-05,2.151007e-05
2,4.642354e-04,4.588816e-04
3,2.321177e-04,2.294408e-04
4,4.642354e-04,4.588816e-04
5,2.321177e-04,2.294408e-04
6,2.840662e-04,4.588816e-04
7,4.642354e-04,4.588816e-04
8,1.629687e-04,2.294408e-04
9,1.649750e-04,4.588816e-04
10,1.663446e-04,4.588816e-04
11,4.089333e-05,1.147204e-04
12,4.078105e-05,1.147204e-04
13,4.126159e-05,1.147204e-04
14,2.004712e-08,2.549351e-07
15,2.299412e-07,4.162191e-06
16,2.106618e-07,1.016160e-06
Total,,,
Latency (max),4.642354e-04,
Energy (sum),,3.812717e-03,
EDP, , ,4.747890e-04

OU Size: 32x72
layer,time_s,energy_J
1,2.055209e-05,2.180473e-05
2,4.384446e-04,4.651676e-04
3,2.192223e-04,2.325838e-04
4,4.384446e-04,4.651676e-04
5,2.192223e-04,2.325838e-04
6,2.682847e-04,4.651676e-04
7,4.384446e-04,4.651676e-04
8,1.539149e-04,2.325838e-04
9,1.558097e-04,4.651676e-04
10,1.571032e-04,4.651676e-04
11,3.862148e-05,1.162919e-04
12,3.851544e-05,1.162919e-04
13,3.896927e-05,1.162919e-04
14,1.893339e-08,2.584274e-07
15,2.171667e-07,4.219208e-06
16,1.989584e-07,1.030080e-06
Total,,,
Latency (max),4.384446e-04,
Energy (sum),,3.864946e-03,
EDP, , ,4.293014e-04

OU Size: 32x76
layer,time_s,energy_J
1,1.947040e-05,2.209939e-05
2,4.153685e-04,4.714537e-04
3,2.076843e-04,2.357268e-04
4,4.153685e-04,4.714537e-04
5,2.076843e-04,2.357268e-04
6,2.541645e-04,4.714537e-04
7,4.153685e-04,4.714537e-04
8,1.458141e-04,2.357268e-04
9,1.476092e-04,4.714537e-04
10,1.488346e-04,4.714537e-04
11,3.658877e-05,1.178634e-04
12,3.648831e-05,1.178634e-04
13,3.691826e-05,1.178634e-04
14,1.793690e-08,2.619196e-07
15,2.057369e-07,4.276224e-06
16,1.884869e-07,1.044000e-06
Total,,,
Latency (max),4.153685e-04,
Energy (sum),,3.917175e-03,
EDP, , ,3.905078e-04

OU Size: 32x80
layer,time_s,energy_J
1,1.849688e-05,2.239405e-05
2,3.946001e-04,4.777397e-04
3,1.973001e-04,2.388699e-04
4,3.946001e-04,4.777397e-04
5,1.973001e-04,2.388699e-04
6,2.414562e-04,4.777397e-04
7,3.946001e-04,4.777397e-04
8,1.385234e-04,2.388699e-04
9,1.402287e-04,4.777397e-04
10,1.413929e-04,4.777397e-04
11,3.475933e-05,1.194349e-04
12,3.466389e-05,1.194349e-04
13,3.507235e-05,1.194349e-04
14,1.704005e-08,2.654119e-07
15,1.954500e-07,4.333240e-06
16,1.790625e-07,1.057920e-06
Total,,,
Latency (max),3.946001e-04,
Energy (sum),,3.969404e-03,
EDP, , ,3.571324e-04

OU Size: 32x84
layer,time_s,energy_J
1,1.761608e-05,2.268871e-05
2,3.758096e-04,4.840258e-04
3,1.879048e-04,2.420129e-04
4,3.758096e-04,4.840258e-04
5,1.879048e-04,2.420129e-04
6,2.299583e-04,4.840258e-04
7,3.758096e-04,4.840258e-04
8,1.319270e-04,2.420129e-04
9,1.335512e-04,4.840258e-04
10,1.346599e-04,4.840258e-04
11,3.310412e-05,1.210064e-04
12,3.301323e-05,1.210064e-04
13,3.340224e-05,1.210064e-04
14,1.622862e-08,2.689041e-07
15,1.861429e-07,4.390257e-06
16,1.705358e-07,1.071840e-06
Total,,,
Latency (max),3.758096e-04,
Energy (sum),,4.021633e-03,
EDP, , ,3.281918e-04

OU Size: 32x88
layer,time_s,energy_J
1,1.681535e-05,2.298337e-05
2,3.587274e-04,4.903118e-04
3,1.793637e-04,2.451559e-04
4,3.587274e-04,4.903118e-04
5,1.793637e-04,2.451559e-04
6,2.195057e-04,4.903118e-04
7,3.587274e-04,4.903118e-04
8,1.259303e-04,2.451559e-04
9,1.274807e-04,4.903118e-04
10,1.285390e-04,4.903118e-04
11,3.159939e-05,1.225780e-04
12,3.151263e-05,1.225780e-04
13,3.188395e-05,1.225780e-04
14,1.549096e-08,2.723964e-07
15,1.776818e-07,4.447273e-06
16,1.627841e-07,1.085760e-06
Total,,,
Latency (max),3.587274e-04,
Energy (sum),,4.073862e-03,
EDP, , ,3.029178e-04

OU Size: 32x92
layer,time_s,energy_J
1,1.608424e-05,2.327803e-05
2,3.431305e-04,4.965979e-04
3,1.715653e-04,2.482989e-04
4,3.431305e-04,4.965979e-04
5,1.715653e-04,2.482989e-04
6,2.099620e-04,4.965979e-04
7,3.431305e-04,4.965979e-04
8,1.204551e-04,2.482989e-04
9,1.219380e-04,4.965979e-04
10,1.229503e-04,4.965979e-04
11,3.022551e-05,1.241495e-04
12,3.014252e-05,1.241495e-04
13,3.049769e-05,1.241495e-04
14,1.481744e-08,2.758887e-07
15,1.699565e-07,4.504289e-06
16,1.557066e-07,1.099680e-06
Total,,,
Latency (max),3.431305e-04,
Energy (sum),,4.126091e-03,
EDP, , ,2.807030e-04

OU Size: 32x96
layer,time_s,energy_J
1,1.541407e-05,2.357268e-05
2,3.288334e-04,5.028839e-04
3,1.644167e-04,2.514420e-04
4,3.288334e-04,5.028839e-04
5,1.644167e-04,2.514420e-04
6,2.012135e-04,5.028839e-04
7,3.288334e-04,5.028839e-04
8,1.154361e-04,2.514420e-04
9,1.168573e-04,5.028839e-04
10,1.178274e-04,5.028839e-04
11,2.896611e-05,1.257210e-04
12,2.888658e-05,1.257210e-04
13,2.922696e-05,1.257210e-04
14,1.420004e-08,2.793809e-07
15,1.628750e-07,4.561306e-06
16,1.492188e-07,1.113600e-06
Total,,,
Latency (max),3.288334e-04,
Energy (sum),,4.178319e-03,
EDP, , ,2.610617e-04

OU Size: 32x100
layer,time_s,energy_J
1,1.479750e-05,2.386734e-05
2,3.156801e-04,5.091700e-04
3,1.578400e-04,2.545850e-04
4,3.156801e-04,5.091700e-04
5,1.578400e-04,2.545850e-04
6,1.931650e-04,5.091700e-04
7,3.156801e-04,5.091700e-04
8,1.108187e-04,2.545850e-04
9,1.121830e-04,5.091700e-04
10,1.131143e-04,5.091700e-04
11,2.780746e-05,1.272925e-04
12,2.773112e-05,1.272925e-04
13,2.805788e-05,1.272925e-04
14,1.363204e-08,2.828732e-07
15,1.563600e-07,4.618322e-06
16,1.432500e-07,1.127520e-06
Total,,,
Latency (max),3.156801e-04,
Energy (sum),,4.230548e-03,
EDP, , ,2.436019e-04

OU Size: 32x104
layer,time_s,energy_J
1,1.422837e-05,2.416200e-05
2,3.035386e-04,5.154560e-04
3,1.517693e-04,2.577280e-04
4,3.035386e-04,5.154560e-04
5,1.517693e-04,2.577280e-04
6,1.857356e-04,5.154560e-04
7,3.035386e-04,5.154560e-04
8,1.065564e-04,2.577280e-04
9,1.078682e-04,5.154560e-04
10,1.087638e-04,5.154560e-04
11,2.673795e-05,1.288640e-04
12,2.666453e-05,1.288640e-04
13,2.697873e-05,1.288640e-04
14,1.310773e-08,2.863654e-07
15,1.503462e-07,4.675338e-06
16,1.377404e-07,1.141440e-06
Total,,,
Latency (max),3.035386e-04,
Energy (sum),,4.282777e-03,
EDP, , ,2.280042e-04

OU Size: 32x108
layer,time_s,energy_J
1,1.370139e-05,2.445666e-05
2,2.922964e-04,5.217421e-04
3,1.461482e-04,2.608710e-04
