OU Size: 4x4
layer,time_s,energy_J
4,9.839380e-04,1.601656e-04
5,4.919690e-04,8.008282e-05
6,9.839380e-04,1.601656e-04
7,9.839380e-04,1.601656e-04
8,4.919690e-04,8.008282e-05
9,7.767419e-04,1.601656e-04
10,6.270661e-04,1.601656e-04
11,2.459845e-04,4.004141e-05
12,2.330458e-04,4.004141e-05
13,1.319638e-04,4.004141e-05
14,1.699579e-07,8.898122e-08
15,1.949424e-06,1.452750e-06
16,1.479490e-06,3.546752e-07
Total,,,
Latency (max),9.839380e-04,
Energy (sum),,1.330771e-03,
EDP, , ,1.309396e-06

OU Size: 20x180
layer,time_s,energy_J
1,4.509716e-05,7.659768e-06
2,9.620727e-04,1.634084e-04
3,4.810363e-04,8.170419e-05
4,9.620727e-04,1.634084e-04
5,4.810363e-04,8.170419e-05
6,9.620727e-04,1.634084e-04
7,9.620727e-04,1.634084e-04
8,4.810363e-04,8.170419e-05
9,7.594809e-04,1.634084e-04
10,6.131313e-04,1.634084e-04
11,2.405182e-04,4.085209e-05
12,2.278670e-04,4.085209e-05
13,1.290312e-04,4.085209e-05
14,1.661811e-07,9.078274e-08
15,1.906103e-06,1.482162e-06
16,1.446612e-06,3.618560e-07
Total,,,
Latency (max),9.620727e-04,
Energy (sum),,1.357714e-03,
EDP, , ,1.306219e-06

OU Size: 20x184
layer,time_s,energy_J
1,4.411678e-05,7.811771e-06
2,9.411581e-04,1.666511e-04
3,4.705790e-04,8.332556e-05
4,9.411581e-04,1.666511e-04
5,4.705790e-04,8.332556e-05
6,9.411581e-04,1.666511e-04
7,9.411581e-04,1.666511e-04
8,4.705790e-04,8.332556e-05
9,7.429705e-04,1.666511e-04
10,5.998023e-04,1.666511e-04
11,2.352895e-04,4.166278e-05
12,2.229133e-04,4.166278e-05
13,1.262262e-04,4.166278e-05
14,1.625685e-07,9.258427e-08
15,1.864666e-06,1.511575e-06
16,1.415164e-06,3.690368e-07
Total,,,
Latency (max),9.411581e-04,
Energy (sum),,1.384657e-03,
EDP, , ,1.303181e-06

OU Size: 20x188
layer,time_s,energy_J
1,4.317813e-05,7.963774e-06
2,9.211334e-04,1.698938e-04
3,4.605667e-04,8.494692e-05
4,9.211334e-04,1.698938e-04
5,4.605667e-04,8.494692e-05
6,9.211334e-04,1.698938e-04
7,9.211334e-04,1.698938e-04
8,4.605667e-04,8.494692e-05
9,7.271626e-04,1.698938e-04
10,5.870406e-04,1.698938e-04
11,2.302834e-04,4.247346e-05
12,2.181705e-04,4.247346e-05
13,1.235406e-04,4.247346e-05
14,1.591096e-07,9.438579e-08
15,1.824992e-06,1.540987e-06
16,1.385054e-06,3.762176e-07
Total,,,
Latency (max),9.211334e-04,
Energy (sum),,1.411600e-03,
EDP, , ,1.300272e-06

OU Size: 20x192
layer,time_s,energy_J
1,4.227858e-05,8.115777e-06
2,9.019431e-04,1.731366e-04
3,4.509716e-04,8.656829e-05
4,9.019431e-04,1.731366e-04
5,4.509716e-04,8.656829e-05
6,9.019431e-04,1.731366e-04
7,9.019431e-04,1.731366e-04
8,4.509716e-04,8.656829e-05
9,7.120134e-04,1.731366e-04
10,5.748106e-04,1.731366e-04
11,2.254858e-04,4.328415e-05
12,2.136253e-04,4.328415e-05
13,1.209668e-04,4.328415e-05
14,1.557948e-07,9.618732e-08
15,1.786972e-06,1.570400e-06
16,1.356199e-06,3.833984e-07
Total,,,
Latency (max),9.019431e-04,
Energy (sum),,1.438543e-03,
EDP, , ,1.297484e-06

OU Size: 20x196
layer,time_s,energy_J
1,4.141576e-05,8.267781e-06
2,8.835361e-04,1.763793e-04
3,4.417681e-04,8.818966e-05
4,8.835361e-04,1.763793e-04
5,4.417681e-04,8.818966e-05
6,8.835361e-04,1.763793e-04
7,8.835361e-04,1.763793e-04
8,4.417681e-04,8.818966e-05
9,6.974825e-04,1.763793e-04
10,5.630797e-04,1.763793e-04
11,2.208840e-04,4.409483e-05
12,2.092656e-04,4.409483e-05
13,1.184981e-04,4.409483e-05
14,1.526153e-07,9.798885e-08
15,1.750503e-06,1.599812e-06
16,1.328521e-06,3.905792e-07
Total,,,
Latency (max),8.835361e-04,
Energy (sum),,1.465486e-03,
EDP, , ,1.294809e-06

OU Size: 20x200
layer,time_s,energy_J
1,4.058744e-05,8.419784e-06
2,8.658654e-04,1.796221e-04
3,4.329327e-04,8.981103e-05
4,8.658654e-04,1.796221e-04
5,4.329327e-04,8.981103e-05
6,8.658654e-04,1.796221e-04
7,8.658654e-04,1.796221e-04
8,4.329327e-04,8.981103e-05
9,6.835329e-04,1.796221e-04
10,5.518181e-04,1.796221e-04
11,2.164664e-04,4.490551e-05
12,2.050803e-04,4.490551e-05
13,1.161281e-04,4.490551e-05
14,1.495630e-07,9.979037e-08
15,1.715493e-06,1.629225e-06
16,1.301951e-06,3.977600e-07
Total,,,
Latency (max),8.658654e-04,
Energy (sum),,1.492428e-03,
EDP, , ,1.292242e-06

OU Size: 20x204
layer,time_s,energy_J
1,3.979161e-05,8.571787e-06
2,8.488877e-04,1.828648e-04
3,4.244438e-04,9.143239e-05
4,8.488877e-04,1.828648e-04
5,4.244438e-04,9.143239e-05
6,8.488877e-04,1.828648e-04
7,8.488877e-04,1.828648e-04
8,4.244438e-04,9.143239e-05
9,6.701302e-04,1.828648e-04
10,5.409982e-04,1.828648e-04
11,2.122219e-04,4.571620e-05
12,2.010591e-04,4.571620e-05
13,1.138511e-04,4.571620e-05
14,1.466304e-07,1.015919e-07
15,1.681856e-06,1.658638e-06
16,1.276422e-06,4.049408e-07
Total,,,
Latency (max),8.488877e-04,
Energy (sum),,1.519371e-03,
EDP, , ,1.289776e-06

OU Size: 20x208
layer,time_s,energy_J
1,3.902639e-05,8.723790e-06
2,8.325629e-04,1.861075e-04
3,4.162814e-04,9.305376e-05
4,8.325629e-04,1.861075e-04
5,4.162814e-04,9.305376e-05
6,8.325629e-04,1.861075e-04
7,8.325629e-04,1.861075e-04
8,4.162814e-04,9.305376e-05
9,6.572431e-04,1.861075e-04
10,5.305944e-04,1.861075e-04
11,2.081407e-04,4.652688e-05
12,1.971926e-04,4.652688e-05
13,1.116617e-04,4.652688e-05
14,1.438106e-07,1.033934e-07
15,1.649512e-06,1.688050e-06
16,1.251876e-06,4.121216e-07
Total,,,
Latency (max),8.325629e-04,
Energy (sum),,1.546314e-03,
EDP, , ,1.287404e-06

OU Size: 20x212
layer,time_s,energy_J
1,3.829004e-05,8.875793e-06
2,8.168542e-04,1.893503e-04
3,4.084271e-04,9.467513e-05
4,8.168542e-04,1.893503e-04
5,4.084271e-04,9.467513e-05
6,8.168542e-04,1.893503e-04
7,8.168542e-04,1.893503e-04
8,4.084271e-04,9.467513e-05
9,6.448423e-04,1.893503e-04
10,5.205831e-04,1.893503e-04
11,2.042135e-04,4.733756e-05
12,1.934720e-04,4.733756e-05
13,1.095548e-04,4.733756e-05
14,1.410972e-07,1.051949e-07
15,1.618389e-06,1.717463e-06
16,1.228256e-06,4.193024e-07
Total,,,
Latency (max),8.168542e-04,
Energy (sum),,1.573257e-03,
EDP, , ,1.285122e-06

OU Size: 20x216
layer,time_s,energy_J
1,3.758096e-05,9.027796e-06
2,8.017272e-04,1.925930e-04
3,4.008636e-04,9.629649e-05
4,8.017272e-04,1.925930e-04
5,4.008636e-04,9.629649e-05
6,8.017272e-04,1.925930e-04
7,8.017272e-04,1.925930e-04
8,4.008636e-04,9.629649e-05
9,6.329008e-04,1.925930e-04
10,5.109427e-04,1.925930e-04
11,2.004318e-04,4.814825e-05
12,1.898891e-04,4.814825e-05
13,1.075260e-04,4.814825e-05
14,1.384842e-07,1.069965e-07
15,1.588419e-06,1.746875e-06
16,1.205510e-06,4.264832e-07
Total,,,
Latency (max),8.017272e-04,
Energy (sum),,1.600200e-03,
EDP, , ,1.282924e-06

OU Size: 20x220
layer,time_s,energy_J
1,3.689767e-05,9.179800e-06
2,7.871504e-04,1.958357e-04
3,3.935752e-04,9.791786e-05
4,7.871504e-04,1.958357e-04
5,3.935752e-04,9.791786e-05
6,7.871504e-04,1.958357e-04
7,7.871504e-04,1.958357e-04
8,3.935752e-04,9.791786e-05
9,6.213935e-04,1.958357e-04
10,5.016528e-04,1.958357e-04
11,1.967876e-04,4.895893e-05
12,1.864366e-04,4.895893e-05
13,1.055710e-04,4.895893e-05
14,1.359664e-07,1.087980e-07
15,1.559539e-06,1.776288e-06
16,1.183592e-06,4.336640e-07
Total,,,
Latency (max),7.871504e-04,
Energy (sum),,1.627143e-03,
EDP, , ,1.280806e-06

OU Size: 20x224
layer,time_s,energy_J
1,3.623879e-05,9.331803e-06
2,7.730941e-04,1.990785e-04
3,3.865471e-04,9.953923e-05
4,7.730941e-04,1.990785e-04
5,3.865471e-04,9.953923e-05
6,7.730941e-04,1.990785e-04
7,7.730941e-04,1.990785e-04
8,3.865471e-04,9.953923e-05
9,6.102972e-04,1.990785e-04
10,4.926948e-04,1.990785e-04
11,1.932735e-04,4.976961e-05
12,1.831074e-04,4.976961e-05
13,1.036858e-04,4.976961e-05
14,1.335384e-07,1.105995e-07
15,1.531690e-06,1.805700e-06
16,1.162456e-06,4.408448e-07
Total,,,
Latency (max),7.730941e-04,
Energy (sum),,1.654086e-03,
EDP, , ,1.278764e-06

OU Size: 20x228
layer,time_s,energy_J
1,3.560302e-05,9.483806e-06
2,7.595311e-04,2.023212e-04
3,3.797655e-04,1.011606e-04
4,7.595311e-04,2.023212e-04
5,3.797655e-04,1.011606e-04
6,7.595311e-04,2.023212e-04
7,7.595311e-04,2.023212e-04
8,3.797655e-04,1.011606e-04
9,5.995902e-04,2.023212e-04
10,4.840510e-04,2.023212e-04
11,1.898828e-04,5.058030e-05
12,1.798950e-04,5.058030e-05
13,1.018668e-04,5.058030e-05
14,1.311956e-07,1.124010e-07
15,1.504818e-06,1.835113e-06
16,1.142062e-06,4.480256e-07
Total,,,
Latency (max),7.595311e-04,
Energy (sum),,1.681029e-03,
EDP, , ,1.276794e-06

OU Size: 20x232
layer,time_s,energy_J
1,3.498917e-05,9.635809e-06
2,7.464357e-04,2.055639e-04
3,3.732178e-04,1.027820e-04
4,7.464357e-04,2.055639e-04
5,3.732178e-04,1.027820e-04
6,7.464357e-04,2.055639e-04
7,7.464357e-04,2.055639e-04
8,3.732178e-04,1.027820e-04
9,5.892525e-04,2.055639e-04
10,4.757053e-04,2.055639e-04
11,1.866089e-04,5.139098e-05
12,1.767933e-04,5.139098e-05
13,1.001105e-04,5.139098e-05
14,1.289336e-07,1.142026e-07
15,1.478873e-06,1.864525e-06
16,1.122371e-06,4.552064e-07
Total,,,
Latency (max),7.464357e-04,
Energy (sum),,1.707972e-03,
EDP, , ,1.274891e-06

OU Size: 20x236
layer,time_s,energy_J
1,3.439614e-05,9.787812e-06
2,7.337842e-04,2.088067e-04
3,3.668921e-04,1.044033e-04
4,7.337842e-04,2.088067e-04
5,3.668921e-04,1.044033e-04
6,7.337842e-04,2.088067e-04
7,7.337842e-04,2.088067e-04
8,3.668921e-04,1.044033e-04
9,5.792651e-04,2.088067e-04
10,4.676425e-04,2.088067e-04
11,1.834461e-04,5.220167e-05
12,1.737968e-04,5.220167e-05
13,9.841366e-05,5.220167e-05
14,1.267483e-07,1.160041e-07
15,1.453807e-06,1.893938e-06
16,1.103348e-06,4.623872e-07
Total,,,
Latency (max),7.337842e-04,
Energy (sum),,1.734915e-03,
EDP, , ,1.273053e-06

OU Size: 20x240
layer,time_s,energy_J
1,3.382287e-05,9.939815e-06
2,7.215545e-04,2.120494e-04
3,3.607773e-04,1.060247e-04
4,7.215545e-04,2.120494e-04
5,3.607773e-04,1.060247e-04
6,7.215545e-04,2.120494e-04
7,7.215545e-04,2.120494e-04
8,3.607773e-04,1.060247e-04
9,5.696107e-04,2.120494e-04
10,4.598484e-04,2.120494e-04
11,1.803886e-04,5.301235e-05
12,1.709002e-04,5.301235e-05
13,9.677344e-05,5.301235e-05
14,1.246358e-07,1.178056e-07
15,1.429577e-06,1.923351e-06
16,1.084959e-06,4.695680e-07
Total,,,
Latency (max),7.215545e-04,
Energy (sum),,1.761858e-03,
EDP, , ,1.271277e-06

OU Size: 20x244
layer,time_s,energy_J
1,3.326839e-05,1.009182e-05
2,7.097257e-04,2.152921e-04
3,3.548629e-04,1.076461e-04
4,7.097257e-04,2.152921e-04
5,3.548629e-04,1.076461e-04
6,7.097257e-04,2.152921e-04
7,7.097257e-04,2.152921e-04
8,3.548629e-04,1.076461e-04
9,5.602728e-04,2.152921e-04
10,4.523099e-04,2.152921e-04
11,1.774314e-04,5.382303e-05
12,1.680986e-04,5.382303e-05
13,9.518699e-05,5.382303e-05
14,1.225926e-07,1.196071e-07
15,1.406142e-06,1.952763e-06
16,1.067173e-06,4.767488e-07
Total,,,
Latency (max),7.097257e-04,
Energy (sum),,1.788801e-03,
EDP, , ,1.269558e-06

OU Size: 20x248
layer,time_s,energy_J
1,3.273181e-05,1.024382e-05
2,6.982786e-04,2.185349e-04
3,3.491393e-04,1.092674e-04
4,6.982786e-04,2.185349e-04
5,3.491393e-04,1.092674e-04
6,6.982786e-04,2.185349e-04
7,6.982786e-04,2.185349e-04
8,3.491393e-04,1.092674e-04
9,5.512362e-04,2.185349e-04
10,4.450146e-04,2.185349e-04
11,1.745696e-04,5.463372e-05
12,1.653873e-04,5.463372e-05
13,9.365171e-05,5.463372e-05
14,1.206153e-07,1.214087e-07
15,1.383462e-06,1.982176e-06
16,1.049960e-06,4.839296e-07
Total,,,
Latency (max),6.982786e-04,
Energy (sum),,1.815744e-03,
EDP, , ,1.267895e-06

OU Size: 20x252
layer,time_s,energy_J
1,3.221225e-05,1.039582e-05
2,6.871948e-04,2.217776e-04
3,3.435974e-04,1.108888e-04
4,6.871948e-04,2.217776e-04
5,3.435974e-04,1.108888e-04
6,6.871948e-04,2.217776e-04
7,6.871948e-04,2.217776e-04
8,3.435974e-04,1.108888e-04
9,5.424864e-04,2.217776e-04
10,4.379509e-04,2.217776e-04
11,1.717987e-04,5.544440e-05
12,1.627621e-04,5.544440e-05
13,9.216518e-05,5.544440e-05
14,1.187008e-07,1.232102e-07
15,1.361502e-06,2.011588e-06
16,1.033294e-06,4.911104e-07
Total,,,
Latency (max),6.871948e-04,
Energy (sum),,1.842687e-03,
EDP, , ,1.266285e-06

OU Size: 20x256
layer,time_s,energy_J
1,3.170894e-05,1.054783e-05
2,6.764573e-04,2.250203e-04
3,3.382287e-04,1.125102e-04
4,6.764573e-04,2.250203e-04
5,3.382287e-04,1.125102e-04
6,6.764573e-04,2.250203e-04
7,6.764573e-04,2.250203e-04
8,3.382287e-04,1.125102e-04
9,5.340100e-04,2.250203e-04
10,4.311079e-04,2.250203e-04
11,1.691143e-04,5.625508e-05
12,1.602190e-04,5.625508e-05
13,9.072510e-05,5.625508e-05
14,1.168461e-07,1.250117e-07
15,1.340229e-06,2.041001e-06
16,1.017149e-06,4.982912e-07
Total,,,
Latency (max),6.764573e-04,
Energy (sum),,1.869630e-03,
EDP, , ,1.264725e-06

OU Size: 24x4
layer,time_s,energy_J
1,1.691143e-03,1.135553e-06
2,3.607773e-02,2.422513e-05
3,1.803886e-02,1.211257e-05
4,3.607773e-02,2.422513e-05
5,1.803886e-02,1.211257e-05
6,3.607773e-02,2.422513e-05
7,3.607773e-02,2.422513e-05
8,1.803886e-02,1.211257e-05
9,2.848054e-02,2.422513e-05
10,2.299242e-02,2.422513e-05
11,9.019431e-03,6.056283e-06
12,8.545011e-03,6.056283e-06
13,4.838672e-03,6.056283e-06
14,6.231791e-06,1.345845e-08
15,7.147887e-05,2.197291e-07
16,5.424795e-05,5.364480e-08
Total,,,
Latency (max),3.607773e-02,
Energy (sum),,2.012797e-04,
EDP, , ,7.261715e-06

OU Size: 24x8
layer,time_s,energy_J
1,8.455717e-04,1.287556e-06
2,1.803886e-02,2.746787e-05
3,9.019431e-03,1.373393e-05
4,1.803886e-02,2.746787e-05
5,9.019431e-03,1.373393e-05
6,1.803886e-02,2.746787e-05
7,1.803886e-02,2.746787e-05
8,9.019431e-03,1.373393e-05
9,1.424027e-02,2.746787e-05
10,1.149621e-02,2.746787e-05
11,4.509716e-03,6.866967e-06
12,4.272506e-03,6.866967e-06
13,2.419336e-03,6.866967e-06
14,3.115896e-06,1.525998e-08
15,3.573943e-05,2.491417e-07
16,2.712398e-05,6.082560e-08
Total,,,
Latency (max),1.803886e-02,
Energy (sum),,2.282227e-04,
EDP, , ,4.116878e-06

OU Size: 24x12
layer,time_s,energy_J
1,5.637145e-04,1.439559e-06
2,1.202591e-02,3.071060e-05
3,6.012954e-03,1.535530e-05
4,1.202591e-02,3.071060e-05
5,6.012954e-03,1.535530e-05
6,1.202591e-02,3.071060e-05
7,1.202591e-02,3.071060e-05
8,6.012954e-03,1.535530e-05
9,9.493512e-03,3.071060e-05
10,7.664141e-03,3.071060e-05
11,3.006477e-03,7.677651e-06
12,2.848337e-03,7.677651e-06
13,1.612891e-03,7.677651e-06
14,2.077264e-06,1.706150e-08
15,2.382629e-05,2.785542e-07
16,1.808265e-05,6.800640e-08
Total,,,
Latency (max),1.202591e-02,
Energy (sum),,2.551656e-04,
EDP, , ,3.068599e-06

OU Size: 24x16
layer,time_s,energy_J
1,4.227858e-04,1.591563e-06
2,9.019431e-03,3.395334e-05
3,4.509716e-03,1.697667e-05
4,9.019431e-03,3.395334e-05
5,4.509716e-03,1.697667e-05
6,9.019431e-03,3.395334e-05
7,9.019431e-03,3.395334e-05
8,4.509716e-03,1.697667e-05
9,7.120134e-03,3.395334e-05
10,5.748106e-03,3.395334e-05
11,2.254858e-03,8.488334e-06
12,2.136253e-03,8.488334e-06
13,1.209668e-03,8.488334e-06
14,1.557948e-06,1.886303e-08
15,1.786972e-05,3.079668e-07
16,1.356199e-05,7.518720e-08
Total,,,
Latency (max),9.019431e-03,
Energy (sum),,2.821086e-04,
EDP, , ,2.544459e-06

OU Size: 24x20
layer,time_s,energy_J
1,3.382287e-04,1.743566e-06
2,7.215545e-03,3.719607e-05
3,3.607773e-03,1.859804e-05
4,7.215545e-03,3.719607e-05
5,3.607773e-03,1.859804e-05
6,7.215545e-03,3.719607e-05
7,7.215545e-03,3.719607e-05
8,3.607773e-03,1.859804e-05
9,5.696107e-03,3.719607e-05
10,4.598484e-03,3.719607e-05
11,1.803886e-03,9.299018e-06
12,1.709002e-03,9.299018e-06
13,9.677344e-04,9.299018e-06
14,1.246358e-06,2.066455e-08
15,1.429577e-05,3.373793e-07
16,1.084959e-05,8.236800e-08
Total,,,
Latency (max),7.215545e-03,
Energy (sum),,3.090516e-04,
EDP, , ,2.229975e-06

OU Size: 24x24
layer,time_s,energy_J
1,2.818572e-04,1.895569e-06
2,6.012954e-03,4.043881e-05
3,3.006477e-03,2.021940e-05
4,6.012954e-03,4.043881e-05
5,3.006477e-03,2.021940e-05
6,6.012954e-03,4.043881e-05
7,6.012954e-03,4.043881e-05
8,3.006477e-03,2.021940e-05
9,4.746756e-03,4.043881e-05
10,3.832070e-03,4.043881e-05
11,1.503239e-03,1.010970e-05
12,1.424169e-03,1.010970e-05
13,8.064453e-04,1.010970e-05
14,1.038632e-06,2.246608e-08
15,1.191314e-05,3.667919e-07
16,9.041325e-06,8.954880e-08
Total,,,
Latency (max),6.012954e-03,
Energy (sum),,3.359945e-04,
EDP, , ,2.020320e-06

OU Size: 24x28
layer,time_s,energy_J
1,2.415919e-04,2.047572e-06
2,5.153961e-03,4.368154e-05
3,2.576980e-03,2.184077e-05
4,5.153961e-03,4.368154e-05
5,2.576980e-03,2.184077e-05
6,5.153961e-03,4.368154e-05
7,5.153961e-03,4.368154e-05
8,2.576980e-03,2.184077e-05
9,4.068648e-03,4.368154e-05
10,3.284632e-03,4.368154e-05
11,1.288490e-03,1.092038e-05
12,1.220716e-03,1.092038e-05
13,6.912388e-04,1.092038e-05
14,8.902559e-07,2.426761e-08
15,1.021127e-05,3.962044e-07
16,7.749707e-06,9.672960e-08
Total,,,
Latency (max),5.153961e-03,
Energy (sum),,3.629375e-04,
EDP, , ,1.870566e-06

OU Size: 24x32
layer,time_s,energy_J
1,2.113929e-04,2.199575e-06
2,4.509716e-03,4.692427e-05
3,2.254858e-03,2.346214e-05
4,4.509716e-03,4.692427e-05
5,2.254858e-03,2.346214e-05
6,4.509716e-03,4.692427e-05
7,4.509716e-03,4.692427e-05
8,2.254858e-03,2.346214e-05
9,3.560067e-03,4.692427e-05
10,2.874053e-03,4.692427e-05
11,1.127429e-03,1.173107e-05
12,1.068126e-03,1.173107e-05
13,6.048340e-04,1.173107e-05
14,7.789739e-07,2.606913e-08
15,8.934859e-06,4.256170e-07
16,6.780994e-06,1.039104e-07
Total,,,
Latency (max),4.509716e-03,
Energy (sum),,3.898804e-04,
EDP, , ,1.758250e-06

OU Size: 24x36
layer,time_s,energy_J
1,1.879048e-04,2.351579e-06
2,4.008636e-03,5.016701e-05
3,2.004318e-03,2.508350e-05
4,4.008636e-03,5.016701e-05
5,2.004318e-03,2.508350e-05
6,4.008636e-03,5.016701e-05
7,4.008636e-03,5.016701e-05
8,2.004318e-03,2.508350e-05
9,3.164504e-03,5.016701e-05
10,2.554714e-03,5.016701e-05
11,1.002159e-03,1.254175e-05
12,9.494457e-04,1.254175e-05
13,5.376302e-04,1.254175e-05
14,6.924212e-07,2.787066e-08
15,7.942096e-06,4.550296e-07
16,6.027550e-06,1.110912e-07
Total,,,
Latency (max),4.008636e-03,
Energy (sum),,4.168234e-04,
EDP, , ,1.670893e-06

OU Size: 24x40
layer,time_s,energy_J
1,1.691143e-04,2.503582e-06
2,3.607773e-03,5.340974e-05
3,1.803886e-03,2.670487e-05
4,3.607773e-03,5.340974e-05
5,1.803886e-03,2.670487e-05
6,3.607773e-03,5.340974e-05
7,3.607773e-03,5.340974e-05
8,1.803886e-03,2.670487e-05
9,2.848054e-03,5.340974e-05
10,2.299242e-03,5.340974e-05
11,9.019431e-04,1.335244e-05
12,8.545011e-04,1.335244e-05
13,4.838672e-04,1.335244e-05
14,6.231791e-07,2.967218e-08
15,7.147887e-06,4.844421e-07
16,5.424795e-06,1.182720e-07
Total,,,
Latency (max),3.607773e-03,
Energy (sum),,4.437663e-04,
EDP, , ,1.601008e-06

OU Size: 24x44
layer,time_s,energy_J
1,1.537403e-04,2.655585e-06
2,3.279793e-03,5.665248e-05
3,1.639897e-03,2.832624e-05
4,3.279793e-03,5.665248e-05
5,1.639897e-03,2.832624e-05
6,3.279793e-03,5.665248e-05
7,3.279793e-03,5.665248e-05
8,1.639897e-03,2.832624e-05
9,2.589140e-03,5.665248e-05
10,2.090220e-03,5.665248e-05
11,8.199483e-04,1.416312e-05
12,7.768192e-04,1.416312e-05
13,4.398793e-04,1.416312e-05
14,5.665265e-07,3.147371e-08
15,6.498079e-06,5.138547e-07
16,4.931632e-06,1.254528e-07
Total,,,
Latency (max),3.279793e-03,
Energy (sum),,4.707093e-04,
EDP, , ,1.543829e-06

OU Size: 24x48
layer,time_s,energy_J
1,1.409286e-04,2.807588e-06
2,3.006477e-03,5.989521e-05
3,1.503239e-03,2.994761e-05
4,3.006477e-03,5.989521e-05
5,1.503239e-03,2.994761e-05
6,3.006477e-03,5.989521e-05
7,3.006477e-03,5.989521e-05
8,1.503239e-03,2.994761e-05
9,2.373378e-03,5.989521e-05
10,1.916035e-03,5.989521e-05
11,7.516193e-04,1.497380e-05
12,7.120843e-04,1.497380e-05
13,4.032227e-04,1.497380e-05
14,5.193159e-07,3.327523e-08
15,5.956572e-06,5.432672e-07
16,4.520663e-06,1.326336e-07
Total,,,
Latency (max),3.006477e-03,
Energy (sum),,4.976523e-04,
EDP, , ,1.496180e-06

OU Size: 24x52
layer,time_s,energy_J
1,1.300880e-04,2.959591e-06
2,2.775210e-03,6.313795e-05
3,1.387605e-03,3.156897e-05
4,2.775210e-03,6.313795e-05
5,1.387605e-03,3.156897e-05
6,2.775210e-03,6.313795e-05
7,2.775210e-03,6.313795e-05
8,1.387605e-03,3.156897e-05
9,2.190810e-03,6.313795e-05
10,1.768648e-03,6.313795e-05
11,6.938024e-04,1.578449e-05
12,6.573086e-04,1.578449e-05
13,3.722055e-04,1.578449e-05
14,4.793686e-07,3.507676e-08
15,5.498374e-06,5.726798e-07
16,4.172919e-06,1.398144e-07
Total,,,
Latency (max),2.775210e-03,
Energy (sum),,5.245952e-04,
EDP, , ,1.455862e-06

OU Size: 24x56
layer,time_s,energy_J
1,1.207960e-04,3.111594e-06
2,2.576980e-03,6.638068e-05
3,1.288490e-03,3.319034e-05
4,2.576980e-03,6.638068e-05
5,1.288490e-03,3.319034e-05
6,2.576980e-03,6.638068e-05
7,2.576980e-03,6.638068e-05
8,1.288490e-03,3.319034e-05
9,2.034324e-03,6.638068e-05
10,1.642316e-03,6.638068e-05
11,6.442451e-04,1.659517e-05
12,6.103579e-04,1.659517e-05
13,3.456194e-04,1.659517e-05
14,4.451279e-07,3.687828e-08
15,5.105633e-06,6.020923e-07
16,3.874854e-06,1.469952e-07
Total,,,
Latency (max),2.576980e-03,
Energy (sum),,5.515382e-04,
EDP, , ,1.421303e-06

OU Size: 24x60
layer,time_s,energy_J
1,1.127429e-04,3.263598e-06
2,2.405182e-03,6.962341e-05
3,1.202591e-03,3.481171e-05
4,2.405182e-03,6.962341e-05
5,1.202591e-03,3.481171e-05
6,2.405182e-03,6.962341e-05
7,2.405182e-03,6.962341e-05
8,1.202591e-03,3.481171e-05
9,1.898702e-03,6.962341e-05
10,1.532828e-03,6.962341e-05
11,6.012954e-04,1.740585e-05
12,5.696674e-04,1.740585e-05
13,3.225781e-04,1.740585e-05
14,4.154527e-07,3.867981e-08
15,4.765258e-06,6.315049e-07
16,3.616530e-06,1.541760e-07
Total,,,
Latency (max),2.405182e-03,
Energy (sum),,5.784811e-04,
EDP, , ,1.391352e-06

OU Size: 24x64
layer,time_s,energy_J
1,1.056965e-04,3.415601e-06
2,2.254858e-03,7.286615e-05
3,1.127429e-03,3.643307e-05
4,2.254858e-03,7.286615e-05
5,1.127429e-03,3.643307e-05
6,2.254858e-03,7.286615e-05
7,2.254858e-03,7.286615e-05
8,1.127429e-03,3.643307e-05
9,1.780033e-03,7.286615e-05
10,1.437026e-03,7.286615e-05
11,5.637145e-04,1.821654e-05
12,5.340632e-04,1.821654e-05
13,3.024170e-04,1.821654e-05
14,3.894869e-07,4.048133e-08
15,4.467429e-06,6.609175e-07
16,3.390497e-06,1.613568e-07
Total,,,
Latency (max),2.254858e-03,
Energy (sum),,6.054241e-04,
EDP, , ,1.365145e-06

OU Size: 24x68
layer,time_s,energy_J
1,9.947902e-05,3.567604e-06
2,2.122219e-03,7.610888e-05
3,1.061110e-03,3.805444e-05
4,2.122219e-03,7.610888e-05
5,1.061110e-03,3.805444e-05
6,2.122219e-03,7.610888e-05
7,2.122219e-03,7.610888e-05
8,1.061110e-03,3.805444e-05
9,1.675326e-03,7.610888e-05
10,1.352495e-03,7.610888e-05
11,5.305548e-04,1.902722e-05
12,5.026477e-04,1.902722e-05
13,2.846278e-04,1.902722e-05
14,3.665760e-07,4.228286e-08
15,4.204639e-06,6.903300e-07
16,3.191056e-06,1.685376e-07
Total,,,
Latency (max),2.122219e-03,
Energy (sum),,6.323670e-04,
EDP, , ,1.342021e-06

OU Size: 24x72
layer,time_s,energy_J
1,9.395241e-05,3.719607e-06
2,2.004318e-03,7.935162e-05
3,1.002159e-03,3.967581e-05
4,2.004318e-03,7.935162e-05
5,1.002159e-03,3.967581e-05
6,2.004318e-03,7.935162e-05
7,2.004318e-03,7.935162e-05
8,1.002159e-03,3.967581e-05
9,1.582252e-03,7.935162e-05
10,1.277357e-03,7.935162e-05
11,5.010795e-04,1.983790e-05
