OU Size: 4x4
layer,time_s,energy_J
layer,time_s,energy_J
1,5.899337e-06,1.309314e-05
2,1.258525e-04,2.793202e-04
3,6.292627e-05,1.396601e-04
4,1.258525e-04,2.793202e-04
5,6.292627e-05,1.396601e-04
6,1.258525e-04,2.793202e-04
7,1.258525e-04,2.793202e-04
8,6.292627e-05,1.396601e-04
9,9.935071e-05,2.793202e-04
10,8.020612e-05,2.793202e-04
11,3.146313e-05,6.983006e-05
12,2.980818e-05,6.983006e-05
13,1.687909e-05,6.983006e-05
14,2.173881e-08,1.551784e-07
15,2.493449e-07,2.533517e-06
16,1.892370e-07,6.185344e-07
Total,,,
Latency (max),1.258525e-04,
Energy (sum),,2.320792e-03,
EDP, , ,2.920776e-07

OU Size: 160x176
layer,time_s,energy_J
1,5.765261e-06,1.324514e-05
2,1.229922e-04,2.825630e-04
3,6.149612e-05,1.412815e-04
4,1.229922e-04,2.825630e-04
5,6.149612e-05,1.412815e-04
6,1.229922e-04,2.825630e-04
7,1.229922e-04,2.825630e-04
8,6.149612e-05,1.412815e-04
9,9.709274e-05,2.825630e-04
10,7.838326e-05,2.825630e-04
11,3.074806e-05,7.064074e-05
12,2.913072e-05,7.064074e-05
13,1.649547e-05,7.064074e-05
14,2.124474e-08,1.569800e-07
15,2.436780e-07,2.562929e-06
16,1.849362e-07,6.257152e-07
Total,,,
Latency (max),1.229922e-04,
Energy (sum),,2.347735e-03,
EDP, , ,2.887532e-07

OU Size: 160x180
layer,time_s,energy_J
1,5.637145e-06,1.339714e-05
2,1.202591e-04,2.858057e-04
3,6.012954e-05,1.429029e-04
4,1.202591e-04,2.858057e-04
5,6.012954e-05,1.429029e-04
6,1.202591e-04,2.858057e-04
7,1.202591e-04,2.858057e-04
8,6.012954e-05,1.429029e-04
9,9.493512e-05,2.858057e-04
10,7.664141e-05,2.858057e-04
11,3.006477e-05,7.145143e-05
12,2.848337e-05,7.145143e-05
13,1.612891e-05,7.145143e-05
14,2.077264e-08,1.587815e-07
15,2.382629e-07,2.592342e-06
16,1.808265e-07,6.328960e-07
Total,,,
Latency (max),1.202591e-04,
Energy (sum),,2.374678e-03,
EDP, , ,2.855766e-07

OU Size: 160x184
layer,time_s,energy_J
1,5.514598e-06,1.354915e-05
2,1.176448e-04,2.890484e-04
3,5.882238e-05,1.445242e-04
4,1.176448e-04,2.890484e-04
5,5.882238e-05,1.445242e-04
6,1.176448e-04,2.890484e-04
7,1.176448e-04,2.890484e-04
8,5.882238e-05,1.445242e-04
9,9.287131e-05,2.890484e-04
10,7.497529e-05,2.890484e-04
11,2.941119e-05,7.226211e-05
12,2.786417e-05,7.226211e-05
13,1.577828e-05,7.226211e-05
14,2.032106e-08,1.605830e-07
15,2.330833e-07,2.621755e-06
16,1.768955e-07,6.400768e-07
Total,,,
Latency (max),1.176448e-04,
Energy (sum),,2.401621e-03,
EDP, , ,2.825381e-07

OU Size: 160x188
layer,time_s,energy_J
1,5.397266e-06,1.370115e-05
2,1.151417e-04,2.922912e-04
3,5.757084e-05,1.461456e-04
4,1.151417e-04,2.922912e-04
5,5.757084e-05,1.461456e-04
6,1.151417e-04,2.922912e-04
7,1.151417e-04,2.922912e-04
8,5.757084e-05,1.461456e-04
9,9.089533e-05,2.922912e-04
10,7.338007e-05,2.922912e-04
11,2.878542e-05,7.307279e-05
12,2.727131e-05,7.307279e-05
13,1.544257e-05,7.307279e-05
14,1.988870e-08,1.623845e-07
15,2.281240e-07,2.651167e-06
16,1.731318e-07,6.472576e-07
Total,,,
Latency (max),1.151417e-04,
Energy (sum),,2.428564e-03,
EDP, , ,2.796289e-07

OU Size: 160x192
layer,time_s,energy_J
1,5.284823e-06,1.385315e-05
2,1.127429e-04,2.955339e-04
3,5.637145e-05,1.477670e-04
4,1.127429e-04,2.955339e-04
5,5.637145e-05,1.477670e-04
6,1.127429e-04,2.955339e-04
7,1.127429e-04,2.955339e-04
8,5.637145e-05,1.477670e-04
9,8.900167e-05,2.955339e-04
10,7.185132e-05,2.955339e-04
11,2.818572e-05,7.388348e-05
12,2.670316e-05,7.388348e-05
13,1.512085e-05,7.388348e-05
14,1.947435e-08,1.641861e-07
15,2.233715e-07,2.680580e-06
16,1.695249e-07,6.544384e-07
Total,,,
Latency (max),1.127429e-04,
Energy (sum),,2.455507e-03,
EDP, , ,2.768410e-07

OU Size: 160x196
layer,time_s,energy_J
1,5.176970e-06,1.400516e-05
2,1.104420e-04,2.987766e-04
3,5.522101e-05,1.493883e-04
4,1.104420e-04,2.987766e-04
5,5.522101e-05,1.493883e-04
6,1.104420e-04,2.987766e-04
7,1.104420e-04,2.987766e-04
8,5.522101e-05,1.493883e-04
9,8.718531e-05,2.987766e-04
10,7.038497e-05,2.987766e-04
11,2.761050e-05,7.469416e-05
12,2.615820e-05,7.469416e-05
13,1.481226e-05,7.469416e-05
14,1.907691e-08,1.659876e-07
15,2.188129e-07,2.709992e-06
16,1.660652e-07,6.616192e-07
Total,,,
Latency (max),1.104420e-04,
Energy (sum),,2.482450e-03,
EDP, , ,2.741668e-07

OU Size: 160x200
layer,time_s,energy_J
1,5.073430e-06,1.415716e-05
2,1.082332e-04,3.020194e-04
3,5.411659e-05,1.510097e-04
4,1.082332e-04,3.020194e-04
5,5.411659e-05,1.510097e-04
6,1.082332e-04,3.020194e-04
7,1.082332e-04,3.020194e-04
8,5.411659e-05,1.510097e-04
9,8.544161e-05,3.020194e-04
10,6.897727e-05,3.020194e-04
11,2.705829e-05,7.550484e-05
12,2.563503e-05,7.550484e-05
13,1.451602e-05,7.550484e-05
14,1.869537e-08,1.677891e-07
15,2.144366e-07,2.739405e-06
16,1.627439e-07,6.688000e-07
Total,,,
Latency (max),1.082332e-04,
Energy (sum),,2.509393e-03,
EDP, , ,2.715996e-07

OU Size: 160x204
layer,time_s,energy_J
1,4.973951e-06,1.430916e-05
2,1.061110e-04,3.052621e-04
3,5.305548e-05,1.526311e-04
4,1.061110e-04,3.052621e-04
5,5.305548e-05,1.526311e-04
6,1.061110e-04,3.052621e-04
7,1.061110e-04,3.052621e-04
8,5.305548e-05,1.526311e-04
9,8.376628e-05,3.052621e-04
10,6.762477e-05,3.052621e-04
11,2.652774e-05,7.631553e-05
12,2.513239e-05,7.631553e-05
13,1.423139e-05,7.631553e-05
14,1.832880e-08,1.695906e-07
15,2.102320e-07,2.768817e-06
16,1.595528e-07,6.759808e-07
Total,,,
Latency (max),1.061110e-04,
Energy (sum),,2.536336e-03,
EDP, , ,2.691330e-07

OU Size: 160x208
layer,time_s,energy_J
1,4.878298e-06,1.446116e-05
2,1.040704e-04,3.085048e-04
3,5.203518e-05,1.542524e-04
4,1.040704e-04,3.085048e-04
5,5.203518e-05,1.542524e-04
6,1.040704e-04,3.085048e-04
7,1.040704e-04,3.085048e-04
8,5.203518e-05,1.542524e-04
9,8.215539e-05,3.085048e-04
10,6.632429e-05,3.085048e-04
11,2.601759e-05,7.712621e-05
12,2.464907e-05,7.712621e-05
13,1.395771e-05,7.712621e-05
14,1.797632e-08,1.713922e-07
15,2.061890e-07,2.798230e-06
16,1.564845e-07,6.831616e-07
Total,,,
Latency (max),1.040704e-04,
Energy (sum),,2.563279e-03,
EDP, , ,2.667614e-07

OU Size: 160x212
layer,time_s,energy_J
1,4.786255e-06,1.461317e-05
2,1.021068e-04,3.117476e-04
3,5.105338e-05,1.558738e-04
4,1.021068e-04,3.117476e-04
5,5.105338e-05,1.558738e-04
6,1.021068e-04,3.117476e-04
7,1.021068e-04,3.117476e-04
8,5.105338e-05,1.558738e-04
9,8.060529e-05,3.117476e-04
10,6.507289e-05,3.117476e-04
11,2.552669e-05,7.793690e-05
12,2.418399e-05,7.793690e-05
13,1.369435e-05,7.793690e-05
14,1.763714e-08,1.731937e-07
15,2.022987e-07,2.827642e-06
16,1.535319e-07,6.903424e-07
Total,,,
Latency (max),1.021068e-04,
Energy (sum),,2.590222e-03,
EDP, , ,2.644792e-07

OU Size: 160x216
layer,time_s,energy_J
1,4.697620e-06,1.476517e-05
2,1.002159e-04,3.149903e-04
3,5.010795e-05,1.574952e-04
4,1.002159e-04,3.149903e-04
5,5.010795e-05,1.574952e-04
6,1.002159e-04,3.149903e-04
7,1.002159e-04,3.149903e-04
8,5.010795e-05,1.574952e-04
9,7.911260e-05,3.149903e-04
10,6.386784e-05,3.149903e-04
11,2.505398e-05,7.874758e-05
12,2.373614e-05,7.874758e-05
13,1.344076e-05,7.874758e-05
14,1.731053e-08,1.749952e-07
15,1.985524e-07,2.857055e-06
16,1.506888e-07,6.975232e-07
Total,,,
Latency (max),1.002159e-04,
Energy (sum),,2.617165e-03,
EDP, , ,2.622815e-07

OU Size: 160x220
layer,time_s,energy_J
1,4.612209e-06,1.491717e-05
2,9.839380e-05,3.182331e-04
3,4.919690e-05,1.591165e-04
4,9.839380e-05,3.182331e-04
5,4.919690e-05,1.591165e-04
6,9.839380e-05,3.182331e-04
7,9.839380e-05,3.182331e-04
8,4.919690e-05,1.591165e-04
9,7.767419e-05,3.182331e-04
10,6.270661e-05,3.182331e-04
11,2.459845e-05,7.955826e-05
12,2.330458e-05,7.955826e-05
13,1.319638e-05,7.955826e-05
14,1.699579e-08,1.767967e-07
15,1.949424e-07,2.886468e-06
16,1.479490e-07,7.047040e-07
Total,,,
Latency (max),9.839380e-05,
Energy (sum),,2.644108e-03,
EDP, , ,2.601638e-07

OU Size: 160x224
layer,time_s,energy_J
1,4.529848e-06,1.506918e-05
2,9.663676e-05,3.214758e-04
3,4.831838e-05,1.607379e-04
4,9.663676e-05,3.214758e-04
5,4.831838e-05,1.607379e-04
6,9.663676e-05,3.214758e-04
7,9.663676e-05,3.214758e-04
8,4.831838e-05,1.607379e-04
9,7.628715e-05,3.214758e-04
10,6.158685e-05,3.214758e-04
11,2.415919e-05,8.036895e-05
12,2.288842e-05,8.036895e-05
13,1.296073e-05,8.036895e-05
14,1.669230e-08,1.785983e-07
15,1.914613e-07,2.915880e-06
16,1.453070e-07,7.118848e-07
Total,,,
Latency (max),9.663676e-05,
Energy (sum),,2.671051e-03,
EDP, , ,2.581217e-07

OU Size: 160x228
layer,time_s,energy_J
1,4.450377e-06,1.522118e-05
2,9.494138e-05,3.247185e-04
3,4.747069e-05,1.623593e-04
4,9.494138e-05,3.247185e-04
5,4.747069e-05,1.623593e-04
6,9.494138e-05,3.247185e-04
7,9.494138e-05,3.247185e-04
8,4.747069e-05,1.623593e-04
9,7.494878e-05,3.247185e-04
10,6.050637e-05,3.247185e-04
11,2.373535e-05,8.117963e-05
12,2.248687e-05,8.117963e-05
13,1.273335e-05,8.117963e-05
14,1.639945e-08,1.803998e-07
15,1.881023e-07,2.945293e-06
16,1.427578e-07,7.190656e-07
Total,,,
Latency (max),9.494138e-05,
Energy (sum),,2.697994e-03,
EDP, , ,2.561513e-07

OU Size: 160x232
layer,time_s,energy_J
1,4.373647e-06,1.537318e-05
2,9.330446e-05,3.279613e-04
3,4.665223e-05,1.639806e-04
4,9.330446e-05,3.279613e-04
5,4.665223e-05,1.639806e-04
6,9.330446e-05,3.279613e-04
7,9.330446e-05,3.279613e-04
8,4.665223e-05,1.639806e-04
9,7.365656e-05,3.279613e-04
10,5.946316e-05,3.279613e-04
11,2.332612e-05,8.199031e-05
12,2.209917e-05,8.199031e-05
13,1.251381e-05,8.199031e-05
14,1.611670e-08,1.822013e-07
15,1.848591e-07,2.974705e-06
16,1.402964e-07,7.262464e-07
Total,,,
Latency (max),9.330446e-05,
Energy (sum),,2.724937e-03,
EDP, , ,2.542488e-07

OU Size: 160x236
layer,time_s,energy_J
1,4.299517e-06,1.552519e-05
2,9.172303e-05,3.312040e-04
3,4.586152e-05,1.656020e-04
4,9.172303e-05,3.312040e-04
5,4.586152e-05,1.656020e-04
6,9.172303e-05,3.312040e-04
7,9.172303e-05,3.312040e-04
8,4.586152e-05,1.656020e-04
9,7.240814e-05,3.312040e-04
10,5.845531e-05,3.312040e-04
11,2.293076e-05,8.280100e-05
12,2.172460e-05,8.280100e-05
13,1.230171e-05,8.280100e-05
14,1.584354e-08,1.840028e-07
15,1.817259e-07,3.004118e-06
16,1.379185e-07,7.334272e-07
Total,,,
Latency (max),9.172303e-05,
Energy (sum),,2.751880e-03,
EDP, , ,2.524107e-07

OU Size: 160x240
layer,time_s,energy_J
1,4.227858e-06,1.567719e-05
2,9.019431e-05,3.344467e-04
3,4.509716e-05,1.672234e-04
4,9.019431e-05,3.344467e-04
5,4.509716e-05,1.672234e-04
6,9.019431e-05,3.344467e-04
7,9.019431e-05,3.344467e-04
8,4.509716e-05,1.672234e-04
9,7.120134e-05,3.344467e-04
10,5.748106e-05,3.344467e-04
11,2.254858e-05,8.361168e-05
12,2.136253e-05,8.361168e-05
13,1.209668e-05,8.361168e-05
14,1.557948e-08,1.858044e-07
15,1.786972e-07,3.033530e-06
16,1.356199e-07,7.406080e-07
Total,,,
Latency (max),9.019431e-05,
Energy (sum),,2.778823e-03,
EDP, , ,2.506340e-07

OU Size: 160x244
layer,time_s,energy_J
1,4.158549e-06,1.582919e-05
2,8.871572e-05,3.376895e-04
3,4.435786e-05,1.688447e-04
4,8.871572e-05,3.376895e-04
5,4.435786e-05,1.688447e-04
6,8.871572e-05,3.376895e-04
7,8.871572e-05,3.376895e-04
8,4.435786e-05,1.688447e-04
9,7.003410e-05,3.376895e-04
10,5.653874e-05,3.376895e-04
11,2.217893e-05,8.442236e-05
12,2.101232e-05,8.442236e-05
13,1.189837e-05,8.442236e-05
14,1.532408e-08,1.876059e-07
15,1.757677e-07,3.062943e-06
16,1.333966e-07,7.477888e-07
Total,,,
Latency (max),8.871572e-05,
Energy (sum),,2.805766e-03,
EDP, , ,2.489155e-07

OU Size: 160x248
layer,time_s,energy_J
1,4.091476e-06,1.598120e-05
2,8.728482e-05,3.409322e-04
3,4.364241e-05,1.704661e-04
4,8.728482e-05,3.409322e-04
5,4.364241e-05,1.704661e-04
6,8.728482e-05,3.409322e-04
7,8.728482e-05,3.409322e-04
8,4.364241e-05,1.704661e-04
9,6.890452e-05,3.409322e-04
10,5.562683e-05,3.409322e-04
11,2.182120e-05,8.523305e-05
12,2.067341e-05,8.523305e-05
13,1.170646e-05,8.523305e-05
14,1.507691e-08,1.894074e-07
15,1.729327e-07,3.092355e-06
16,1.312450e-07,7.549696e-07
Total,,,
Latency (max),8.728482e-05,
Energy (sum),,2.832709e-03,
EDP, , ,2.472525e-07

OU Size: 160x252
layer,time_s,energy_J
1,4.026532e-06,1.613320e-05
2,8.589935e-05,3.441749e-04
3,4.294967e-05,1.720875e-04
4,8.589935e-05,3.441749e-04
5,4.294967e-05,1.720875e-04
6,8.589935e-05,3.441749e-04
7,8.589935e-05,3.441749e-04
8,4.294967e-05,1.720875e-04
9,6.781080e-05,3.441749e-04
10,5.474386e-05,3.441749e-04
11,2.147484e-05,8.604373e-05
12,2.034526e-05,8.604373e-05
13,1.152065e-05,8.604373e-05
14,1.483760e-08,1.912089e-07
15,1.701878e-07,3.121768e-06
16,1.291618e-07,7.621504e-07
Total,,,
Latency (max),8.589935e-05,
Energy (sum),,2.859651e-03,
EDP, , ,2.456422e-07

OU Size: 160x256
layer,time_s,energy_J
1,3.963617e-06,1.628520e-05
2,8.455717e-05,3.474177e-04
3,4.227858e-05,1.737088e-04
4,8.455717e-05,3.474177e-04
5,4.227858e-05,1.737088e-04
6,8.455717e-05,3.474177e-04
7,8.455717e-05,3.474177e-04
8,4.227858e-05,1.737088e-04
9,6.675126e-05,3.474177e-04
10,5.388849e-05,3.474177e-04
11,2.113929e-05,8.685442e-05
12,2.002737e-05,8.685442e-05
13,1.134064e-05,8.685442e-05
14,1.460576e-08,1.930105e-07
15,1.675286e-07,3.151181e-06
16,1.271436e-07,7.693312e-07
Total,,,
Latency (max),8.455717e-05,
Energy (sum),,2.886594e-03,
EDP, , ,2.440823e-07

OU Size: 164x4
layer,time_s,energy_J
1,2.474844e-04,6.872928e-06
2,5.279667e-03,1.466225e-04
3,2.639834e-03,7.331123e-05
4,5.279667e-03,1.466225e-04
5,2.639834e-03,7.331123e-05
6,5.279667e-03,1.466225e-04
7,5.279667e-03,1.466225e-04
8,2.639834e-03,7.331123e-05
9,4.167883e-03,1.466225e-04
10,3.364745e-03,1.466225e-04
11,1.319917e-03,3.665562e-05
12,1.250489e-03,3.665562e-05
13,7.080983e-04,3.665562e-05
14,9.119694e-07,8.145720e-08
15,1.046032e-05,1.329909e-06
16,7.938725e-06,3.246848e-07
Total,,,
Latency (max),5.279667e-03,
Energy (sum),,1.218244e-03,
EDP, , ,6.431924e-06

OU Size: 164x8
layer,time_s,energy_J
1,1.237422e-04,7.024931e-06
2,2.639834e-03,1.498652e-04
3,1.319917e-03,7.493260e-05
4,2.639834e-03,1.498652e-04
5,1.319917e-03,7.493260e-05
6,2.639834e-03,1.498652e-04
7,2.639834e-03,1.498652e-04
8,1.319917e-03,7.493260e-05
9,2.083942e-03,1.498652e-04
10,1.682372e-03,1.498652e-04
11,6.599584e-04,3.746630e-05
12,6.252447e-04,3.746630e-05
13,3.540492e-04,3.746630e-05
14,4.559847e-07,8.325873e-08
15,5.230161e-06,1.359321e-06
16,3.969362e-06,3.318656e-07
Total,,,
Latency (max),2.639834e-03,
Energy (sum),,1.245187e-03,
EDP, , ,3.287087e-06

OU Size: 164x12
layer,time_s,energy_J
1,8.249480e-05,7.176934e-06
2,1.759889e-03,1.531079e-04
3,8.799445e-04,7.655396e-05
4,1.759889e-03,1.531079e-04
5,8.799445e-04,7.655396e-05
6,1.759889e-03,1.531079e-04
7,1.759889e-03,1.531079e-04
8,8.799445e-04,7.655396e-05
9,1.389294e-03,1.531079e-04
10,1.121582e-03,1.531079e-04
11,4.399723e-04,3.827698e-05
12,4.168298e-04,3.827698e-05
13,2.360328e-04,3.827698e-05
14,3.039898e-07,8.506025e-08
15,3.486774e-06,1.388734e-06
16,2.646242e-06,3.390464e-07
Total,,,
Latency (max),1.759889e-03,
Energy (sum),,1.272130e-03,
EDP, , ,2.238808e-06

OU Size: 164x16
layer,time_s,energy_J
1,6.187110e-05,7.328937e-06
2,1.319917e-03,1.563507e-04
3,6.599584e-04,7.817533e-05
4,1.319917e-03,1.563507e-04
5,6.599584e-04,7.817533e-05
6,1.319917e-03,1.563507e-04
7,1.319917e-03,1.563507e-04
8,6.599584e-04,7.817533e-05
9,1.041971e-03,1.563507e-04
10,8.411862e-04,1.563507e-04
11,3.299792e-04,3.908767e-05
12,3.126224e-04,3.908767e-05
13,1.770246e-04,3.908767e-05
14,2.279924e-07,8.686178e-08
15,2.615081e-06,1.418147e-06
16,1.984681e-06,3.462272e-07
Total,,,
Latency (max),1.319917e-03,
Energy (sum),,1.299073e-03,
EDP, , ,1.714668e-06

OU Size: 164x20
layer,time_s,energy_J
1,4.949688e-05,7.480941e-06
2,1.055933e-03,1.595934e-04
3,5.279667e-04,7.979670e-05
4,1.055933e-03,1.595934e-04
5,5.279667e-04,7.979670e-05
6,1.055933e-03,1.595934e-04
7,1.055933e-03,1.595934e-04
8,5.279667e-04,7.979670e-05
9,8.335767e-04,1.595934e-04
10,6.729489e-04,1.595934e-04
11,2.639834e-04,3.989835e-05
12,2.500979e-04,3.989835e-05
13,1.416197e-04,3.989835e-05
14,1.823939e-07,8.866330e-08
15,2.092064e-06,1.447559e-06
16,1.587745e-06,3.534080e-07
Total,,,
Latency (max),1.055933e-03,
Energy (sum),,1.326016e-03,
EDP, , ,1.400185e-06

OU Size: 164x24
layer,time_s,energy_J
1,4.124740e-05,7.632944e-06
2,8.799445e-04,1.628361e-04
3,4.399723e-04,8.141807e-05
4,8.799445e-04,1.628361e-04
5,4.399723e-04,8.141807e-05
6,8.799445e-04,1.628361e-04
7,8.799445e-04,1.628361e-04
8,4.399723e-04,8.141807e-05
9,6.946472e-04,1.628361e-04
10,5.607908e-04,1.628361e-04
11,2.199861e-04,4.070903e-05
12,2.084149e-04,4.070903e-05
13,1.180164e-04,4.070903e-05
14,1.519949e-07,9.046483e-08
15,1.743387e-06,1.476972e-06
16,1.323121e-06,3.605888e-07
Total,,,
Latency (max),8.799445e-04,
Energy (sum),,1.352959e-03,
EDP, , ,1.190529e-06

OU Size: 164x28
layer,time_s,energy_J
1,3.535491e-05,7.784947e-06
2,7.542382e-04,1.660789e-04
3,3.771191e-04,8.303943e-05
4,7.542382e-04,1.660789e-04
5,3.771191e-04,8.303943e-05
6,7.542382e-04,1.660789e-04
7,7.542382e-04,1.660789e-04
8,3.771191e-04,8.303943e-05
9,5.954119e-04,1.660789e-04
10,4.806778e-04,1.660789e-04
11,1.885595e-04,4.151972e-05
12,1.786413e-04,4.151972e-05
13,1.011569e-04,4.151972e-05
14,1.302813e-07,9.226635e-08
15,1.494332e-06,1.506384e-06
16,1.134104e-06,3.677696e-07
Total,,,
Latency (max),7.542382e-04,
Energy (sum),,1.379902e-03,
EDP, , ,1.040775e-06

OU Size: 164x32
layer,time_s,energy_J
1,3.093555e-05,7.936950e-06
2,6.599584e-04,1.693216e-04
3,3.299792e-04,8.466080e-05
4,6.599584e-04,1.693216e-04
5,3.299792e-04,8.466080e-05
6,6.599584e-04,1.693216e-04
7,6.599584e-04,1.693216e-04
8,3.299792e-04,8.466080e-05
9,5.209854e-04,1.693216e-04
10,4.205931e-04,1.693216e-04
11,1.649896e-04,4.233040e-05
12,1.563112e-04,4.233040e-05
13,8.851229e-05,4.233040e-05
14,1.139962e-07,9.406788e-08
15,1.307540e-06,1.535797e-06
16,9.923406e-07,3.749504e-07
Total,,,
Latency (max),6.599584e-04,
Energy (sum),,1.406845e-03,
EDP, , ,9.284591e-07

OU Size: 164x36
layer,time_s,energy_J
1,2.749827e-05,8.088953e-06
2,5.866297e-04,1.725643e-04
3,2.933148e-04,8.628217e-05
4,5.866297e-04,1.725643e-04
5,2.933148e-04,8.628217e-05
6,5.866297e-04,1.725643e-04
7,5.866297e-04,1.725643e-04
8,2.933148e-04,8.628217e-05
9,4.630981e-04,1.725643e-04
10,3.738605e-04,1.725643e-04
11,1.466574e-04,4.314108e-05
12,1.389433e-04,4.314108e-05
13,7.867759e-05,4.314108e-05
14,1.013299e-07,9.586940e-08
15,1.162258e-06,1.565209e-06
16,8.820805e-07,3.821312e-07
Total,,,
Latency (max),5.866297e-04,
Energy (sum),,1.433788e-03,
EDP, , ,8.411026e-07

OU Size: 164x40
layer,time_s,energy_J
1,2.474844e-05,8.240956e-06
2,5.279667e-04,1.758071e-04
3,2.639834e-04,8.790354e-05
4,5.279667e-04,1.758071e-04
5,2.639834e-04,8.790354e-05
6,5.279667e-04,1.758071e-04
7,5.279667e-04,1.758071e-04
8,2.639834e-04,8.790354e-05
9,4.167883e-04,1.758071e-04
10,3.364745e-04,1.758071e-04
11,1.319917e-04,4.395177e-05
12,1.250489e-04,4.395177e-05
13,7.080983e-05,4.395177e-05
14,9.119694e-08,9.767093e-08
15,1.046032e-06,1.594622e-06
16,7.938725e-07,3.893120e-07
Total,,,
Latency (max),5.279667e-04,
Energy (sum),,1.460731e-03,
EDP, , ,7.712173e-07

OU Size: 164x44
layer,time_s,energy_J
1,2.249858e-05,8.392960e-06
2,4.799697e-04,1.790498e-04
3,2.399849e-04,8.952490e-05
4,4.799697e-04,1.790498e-04
5,2.399849e-04,8.952490e-05
6,4.799697e-04,1.790498e-04
7,4.799697e-04,1.790498e-04
8,2.399849e-04,8.952490e-05
9,3.788985e-04,1.790498e-04
10,3.058859e-04,1.790498e-04
11,1.199924e-04,4.476245e-05
12,1.136809e-04,4.476245e-05
13,6.437257e-05,4.476245e-05
14,8.290631e-08,9.947245e-08
15,9.509384e-07,1.624035e-06
16,7.217022e-07,3.964928e-07
Total,,,
Latency (max),4.799697e-04,
Energy (sum),,1.487674e-03,
EDP, , ,7.140384e-07

OU Size: 164x48
layer,time_s,energy_J
1,2.062370e-05,8.544963e-06
2,4.399723e-04,1.822925e-04
3,2.199861e-04,9.114627e-05
4,4.399723e-04,1.822925e-04
5,2.199861e-04,9.114627e-05
6,4.399723e-04,1.822925e-04
7,4.399723e-04,1.822925e-04
8,2.199861e-04,9.114627e-05
9,3.473236e-04,1.822925e-04
10,2.803954e-04,1.822925e-04
11,1.099931e-04,4.557313e-05
12,1.042075e-04,4.557313e-05
13,5.900819e-05,4.557313e-05
14,7.599745e-08,1.012740e-07
15,8.716935e-07,1.653447e-06
16,6.615604e-07,4.036736e-07
Total,,,
Latency (max),4.399723e-04,
Energy (sum),,1.514617e-03,
EDP, , ,6.663894e-07

OU Size: 164x52
layer,time_s,energy_J
1,1.903726e-05,8.696966e-06
2,4.061282e-04,1.855353e-04
3,2.030641e-04,9.276764e-05
4,4.061282e-04,1.855353e-04
5,2.030641e-04,9.276764e-05
6,4.061282e-04,1.855353e-04
7,4.061282e-04,1.855353e-04
8,2.030641e-04,9.276764e-05
9,3.206064e-04,1.855353e-04
10,2.588265e-04,1.855353e-04
11,1.015321e-04,4.638382e-05
12,9.619150e-05,4.638382e-05
13,5.446910e-05,4.638382e-05
14,7.015150e-08,1.030755e-07
15,8.046402e-07,1.682860e-06
16,6.106711e-07,4.108544e-07
Total,,,
Latency (max),4.061282e-04,
Energy (sum),,1.541560e-03,
EDP, , ,6.260710e-07

OU Size: 164x56
layer,time_s,energy_J
1,1.767746e-05,8.848969e-06
2,3.771191e-04,1.887780e-04
3,1.885595e-04,9.438900e-05
4,3.771191e-04,1.887780e-04
5,1.885595e-04,9.438900e-05
6,3.771191e-04,1.887780e-04
7,3.771191e-04,1.887780e-04
8,1.885595e-04,9.438900e-05
9,2.977059e-04,1.887780e-04
10,2.403389e-04,1.887780e-04
11,9.427977e-05,4.719450e-05
12,8.932067e-05,4.719450e-05
13,5.057845e-05,4.719450e-05
14,6.514067e-08,1.048770e-07
15,7.471659e-07,1.712272e-06
16,5.670518e-07,4.180352e-07
Total,,,
Latency (max),3.771191e-04,
Energy (sum),,1.568503e-03,
EDP, , ,5.915123e-07

OU Size: 164x60
layer,time_s,energy_J
1,1.649896e-05,9.000972e-06
2,3.519778e-04,1.920207e-04
3,1.759889e-04,9.601037e-05
4,3.519778e-04,1.920207e-04
5,1.759889e-04,9.601037e-05
6,3.519778e-04,1.920207e-04
7,3.519778e-04,1.920207e-04
8,1.759889e-04,9.601037e-05
9,2.778589e-04,1.920207e-04
10,2.243163e-04,1.920207e-04
11,8.799445e-05,4.800519e-05
12,8.336596e-05,4.800519e-05
13,4.720655e-05,4.800519e-05
14,6.079796e-08,1.066786e-07
15,6.973548e-07,1.741685e-06
16,5.292483e-07,4.252160e-07
Total,,,
Latency (max),3.519778e-04,
Energy (sum),,1.595446e-03,
EDP, , ,5.615615e-07

OU Size: 164x64
layer,time_s,energy_J
1,1.546777e-05,9.152975e-06
2,3.299792e-04,1.952635e-04
3,1.649896e-04,9.763174e-05
4,3.299792e-04,1.952635e-04
5,1.649896e-04,9.763174e-05
6,3.299792e-04,1.952635e-04
7,3.299792e-04,1.952635e-04
8,1.649896e-04,9.763174e-05
9,2.604927e-04,1.952635e-04
10,2.102965e-04,1.952635e-04
11,8.249480e-05,4.881587e-05
12,7.815559e-05,4.881587e-05
13,4.425614e-05,4.881587e-05
14,5.699809e-08,1.084801e-07
15,6.537701e-07,1.771097e-06
16,4.961703e-07,4.323968e-07
Total,,,
Latency (max),3.299792e-04,
Energy (sum),,1.622389e-03,
EDP, , ,5.353545e-07

OU Size: 164x68
layer,time_s,energy_J
1,1.455791e-05,9.304979e-06
2,3.105687e-04,1.985062e-04
3,1.552843e-04,9.925311e-05
4,3.105687e-04,1.985062e-04
5,1.552843e-04,9.925311e-05
6,3.105687e-04,1.985062e-04
7,3.105687e-04,1.985062e-04
