Rows,Cols,Latency,Energy,EDP
64,64,2.466251e-04,6.685311e-03,2.349555e-04
64,68,2.321177e-04,6.737540e-03,2.097527e-04
64,72,2.192223e-04,6.789769e-03,1.885445e-04
64,76,2.076843e-04,6.841998e-03,1.705217e-04
64,80,1.973001e-04,6.894227e-03,1.550706e-04
64,84,1.879048e-04,6.946456e-03,1.417192e-04
64,88,1.793637e-04,6.998685e-03,1.300993e-04
64,92,1.715653e-04,7.050914e-03,1.199206e-04
64,96,1.644167e-04,7.103143e-03,1.109512e-04
64,100,1.578400e-04,7.155372e-03,1.030045e-04
64,104,1.517693e-04,7.207601e-03,9.592858e-05
64,108,1.461482e-04,7.259830e-03,8.959894e-05
64,112,1.409286e-04,7.312059e-03,8.391268e-05
64,116,1.360690e-04,7.364288e-03,7.878413e-05
64,120,1.315334e-04,7.416517e-03,7.414152e-05
64,124,1.272904e-04,7.468746e-03,6.992432e-05
64,128,1.233125e-04,7.520975e-03,6.608124e-05
68,4,3.713883e-03,6.267479e-03,4.995040e-02
68,8,1.856942e-03,6.319708e-03,1.259166e-02
68,12,1.237961e-03,6.371937e-03,5.642545e-03
68,16,9.284709e-04,6.424166e-03,3.199948e-03
68,20,7.427767e-04,6.476395e-03,2.064617e-03
68,24,6.189806e-04,6.528624e-03,1.445324e-03
68,28,5.305548e-04,6.580853e-03,1.070366e-03
68,32,4.642354e-04,6.633082e-03,8.260027e-04
68,36,4.126537e-04,6.685311e-03,6.577831e-04
68,40,3.713883e-04,6.737540e-03,5.369668e-04
68,44,3.376258e-04,6.789769e-03,4.472143e-04
68,48,3.094903e-04,6.841998e-03,3.786749e-04
68,52,2.856833e-04,6.894227e-03,3.251210e-04
68,56,2.652774e-04,6.946456e-03,2.824576e-04
68,60,2.475922e-04,6.998685e-03,2.479020e-04
68,64,2.321177e-04,7.050914e-03,2.195086e-04
68,68,2.184637e-04,7.103143e-03,1.958839e-04
68,72,2.063269e-04,7.155372e-03,1.760084e-04
68,76,1.954676e-04,7.207601e-03,1.591218e-04
68,80,1.856942e-04,7.259830e-03,1.446480e-04
68,84,1.768516e-04,7.312059e-03,1.321439e-04
68,88,1.688129e-04,7.364288e-03,1.212639e-04
68,92,1.614732e-04,7.416517e-03,1.117353e-04
68,96,1.547451e-04,7.468746e-03,1.033407e-04
68,100,1.485553e-04,7.520975e-03,9.590477e-05
68,104,1.428417e-04,7.573204e-03,8.928511e-05
68,108,1.375512e-04,7.625433e-03,8.336487e-05
68,112,1.326387e-04,7.677662e-03,7.804750e-05
68,116,1.280649e-04,7.729891e-03,7.325267e-05
68,120,1.237961e-04,7.782120e-03,6.891306e-05
68,124,1.198027e-04,7.834349e-03,6.497191e-05
68,128,1.160589e-04,7.886578e-03,6.138111e-05
72,4,3.507557e-03,6.633082e-03,4.715354e-02
72,8,1.753778e-03,6.685311e-03,1.188121e-02
72,12,1.169186e-03,6.737540e-03,5.321791e-03
72,16,8.768892e-04,6.789769e-03,3.016713e-03
72,20,7.015113e-04,6.841998e-03,1.945548e-03
72,24,5.845928e-04,6.894227e-03,1.361388e-03
72,28,5.010795e-04,6.946456e-03,1.007781e-03
72,32,4.384446e-04,6.998685e-03,7.773837e-04
72,36,3.897285e-04,7.050914e-03,6.188129e-04
72,40,3.507557e-04,7.103143e-03,5.049513e-04
72,44,3.188688e-04,7.155372e-03,4.203836e-04
72,48,2.922964e-04,7.207601e-03,3.558174e-04
72,52,2.698120e-04,7.259830e-03,3.053787e-04
72,56,2.505398e-04,7.312059e-03,2.652055e-04
72,60,2.338371e-04,7.364288e-03,2.326736e-04
72,64,2.192223e-04,7.416517e-03,2.059487e-04
72,68,2.063269e-04,7.468746e-03,1.837168e-04
72,72,1.948643e-04,7.520975e-03,1.650168e-04
72,76,1.846082e-04,7.573204e-03,1.491322e-04
72,80,1.753778e-04,7.625433e-03,1.355200e-04
72,84,1.670265e-04,7.677662e-03,1.237626e-04
72,88,1.594344e-04,7.729891e-03,1.135343e-04
72,92,1.525025e-04,7.782120e-03,1.045782e-04
72,96,1.461482e-04,7.834349e-03,9.668951e-05
72,100,1.403023e-04,7.886578e-03,8.970311e-05
72,104,1.349060e-04,7.938807e-03,8.348481e-05
72,108,1.299095e-04,7.991036e-03,7.792458e-05
72,112,1.252699e-04,8.043265e-03,7.293152e-05
72,116,1.209502e-04,8.095494e-03,6.842996e-05
72,120,1.169186e-04,8.147723e-03,6.435654e-05
72,124,1.131470e-04,8.199952e-03,6.065783e-05
72,128,1.096111e-04,8.252181e-03,5.728853e-05
76,4,3.322948e-03,6.998685e-03,4.465326e-02
76,8,1.661474e-03,7.050914e-03,1.124662e-02
76,12,1.107649e-03,7.103143e-03,5.035525e-03
76,16,8.307371e-04,7.155372e-03,2.853310e-03
76,20,6.645897e-04,7.207601e-03,1.839448e-03
76,24,5.538247e-04,7.259830e-03,1.286651e-03
76,28,4.747069e-04,7.312059e-03,9.520951e-04
76,32,4.153685e-04,7.364288e-03,7.341546e-04
76,36,3.692165e-04,7.416517e-03,5.841868e-04
76,40,3.322948e-04,7.468746e-03,4.765236e-04
76,44,3.020862e-04,7.520975e-03,3.965752e-04
76,48,2.769124e-04,7.573204e-03,3.355474e-04
76,52,2.556114e-04,7.625433e-03,2.878820e-04
76,56,2.373535e-04,7.677662e-03,2.499250e-04
76,60,2.215299e-04,7.729891e-03,2.191935e-04
76,64,2.076843e-04,7.782120e-03,1.939522e-04
76,68,1.954676e-04,7.834349e-03,1.729585e-04
76,72,1.846082e-04,7.886578e-03,1.553032e-04
76,76,1.748920e-04,7.938807e-03,1.403088e-04
76,80,1.661474e-04,7.991036e-03,1.274617e-04
76,84,1.582356e-04,8.043265e-03,1.163672e-04
76,88,1.510431e-04,8.095494e-03,1.067173e-04
76,92,1.444760e-04,8.147723e-03,9.826918e-05
76,96,1.384562e-04,8.199952e-03,9.082921e-05
76,100,1.329179e-04,8.252181e-03,8.424138e-05
76,104,1.278057e-04,8.304410e-03,7.837884e-05
76,108,1.230722e-04,8.356639e-03,7.313762e-05
76,112,1.186767e-04,8.408868e-03,6.843184e-05
76,116,1.145844e-04,8.461097e-03,6.419000e-05
76,120,1.107649e-04,8.513326e-03,6.035225e-05
76,124,1.071919e-04,8.565555e-03,5.686812e-05
76,128,1.038421e-04,8.617784e-03,5.369482e-05
80,4,3.156801e-03,7.364288e-03,4.240477e-02
80,8,1.578400e-03,7.416517e-03,1.067638e-02
80,12,1.052267e-03,7.468746e-03,4.778473e-03
80,16,7.892002e-04,7.520975e-03,2.706687e-03
80,20,6.313602e-04,7.573204e-03,1.744310e-03
80,24,5.261335e-04,7.625433e-03,1.219680e-03
80,28,4.509716e-04,7.677662e-03,9.022291e-04
80,32,3.946001e-04,7.729891e-03,6.954683e-04
80,36,3.507557e-04,7.782120e-03,5.532187e-04
80,40,3.156801e-04,7.834349e-03,4.511146e-04
80,44,2.869819e-04,7.886578e-03,3.753074e-04
80,48,2.630667e-04,7.938807e-03,3.174510e-04
80,52,2.428308e-04,7.991036e-03,2.722703e-04
80,56,2.254858e-04,8.043265e-03,2.362981e-04
80,60,2.104534e-04,8.095494e-03,2.071785e-04
80,64,1.973001e-04,8.147723e-03,1.832653e-04
80,68,1.856942e-04,8.199952e-03,1.633794e-04
80,72,1.753778e-04,8.252181e-03,1.466586e-04
80,76,1.661474e-04,8.304410e-03,1.324602e-04
80,80,1.578400e-04,8.356639e-03,1.202972e-04
80,84,1.503239e-04,8.408868e-03,1.097951e-04
80,88,1.434910e-04,8.461097e-03,1.006619e-04
80,92,1.372522e-04,8.513326e-03,9.266752e-05
80,96,1.315334e-04,8.565555e-03,8.562823e-05
80,100,1.262720e-04,8.617784e-03,7.939616e-05
80,104,1.214154e-04,8.670013e-03,7.385110e-05
80,108,1.169186e-04,8.722242e-03,6.889450e-05
80,112,1.127429e-04,8.774471e-03,6.444494e-05
80,116,1.088552e-04,8.826700e-03,6.043469e-05
80,120,1.052267e-04,8.878929e-03,5.680702e-05
80,124,1.018323e-04,8.931158e-03,5.351411e-05
80,128,9.865003e-05,8.983387e-03,5.051543e-05
84,4,3.006477e-03,7.729891e-03,4.037186e-02
84,8,1.503239e-03,7.782120e-03,1.016116e-02
84,12,1.002159e-03,7.834349e-03,4.546380e-03
84,16,7.516193e-04,7.886578e-03,2.574388e-03
84,20,6.012954e-04,7.938807e-03,1.658519e-03
84,24,5.010795e-04,7.991036e-03,1.159327e-03
84,28,4.294967e-04,8.043265e-03,8.573174e-04
84,32,3.758096e-04,8.095494e-03,6.606459e-04
84,36,3.340530e-04,8.147723e-03,5.253595e-04
84,40,3.006477e-04,8.199952e-03,4.282690e-04
84,44,2.733161e-04,8.252181e-03,3.561957e-04
84,48,2.505398e-04,8.304410e-03,3.011977e-04
84,52,2.312675e-04,8.356639e-03,2.582559e-04
84,56,2.147484e-04,8.408868e-03,2.240716e-04
84,60,2.004318e-04,8.461097e-03,1.964036e-04
84,64,1.879048e-04,8.513326e-03,1.736859e-04
84,68,1.768516e-04,8.565555e-03,1.547972e-04
84,72,1.670265e-04,8.617784e-03,1.389172e-04
84,76,1.582356e-04,8.670013e-03,1.254348e-04
84,80,1.503239e-04,8.722242e-03,1.138868e-04
84,84,1.431656e-04,8.774471e-03,1.039173e-04
84,88,1.366581e-04,8.826700e-03,9.524854e-05
84,92,1.307164e-04,8.878929e-03,8.766177e-05
84,96,1.252699e-04,8.931158e-03,8.098240e-05
84,100,1.202591e-04,8.983387e-03,7.506983e-05
84,104,1.156337e-04,9.035616e-03,6.980980e-05
84,108,1.113510e-04,9.087845e-03,6.510865e-05
84,112,1.073742e-04,9.140074e-03,6.088902e-05
84,116,1.036716e-04,9.192303e-03,5.708653e-05
84,120,1.002159e-04,9.244532e-03,5.364729e-05
84,124,9.698313e-05,9.296761e-03,5.052585e-05
84,128,9.395241e-05,9.348990e-03,4.768371e-05
88,4,2.869819e-03,8.095494e-03,3.852494e-02
88,8,1.434910e-03,8.147723e-03,9.693371e-03
88,12,9.566064e-04,8.199952e-03,4.335781e-03
88,16,7.174548e-04,8.252181e-03,2.454411e-03
88,20,5.739638e-04,8.304410e-03,1.580765e-03
88,24,4.783032e-04,8.356639e-03,1.104658e-03
88,28,4.099742e-04,8.408868e-03,8.166576e-04
88,32,3.587274e-04,8.461097e-03,6.291371e-04
88,36,3.188688e-04,8.513326e-03,5.001644e-04
88,40,2.869819e-04,8.565555e-03,4.076187e-04
88,44,2.608926e-04,8.617784e-03,3.389291e-04
88,48,2.391516e-04,8.670013e-03,2.865206e-04
88,52,2.207553e-04,8.722242e-03,2.456066e-04
88,56,2.049871e-04,8.774471e-03,2.130411e-04
88,60,1.913213e-04,8.826700e-03,1.866871e-04
88,64,1.793637e-04,8.878929e-03,1.650514e-04
88,68,1.688129e-04,8.931158e-03,1.470647e-04
88,72,1.594344e-04,8.983387e-03,1.319452e-04
88,76,1.510431e-04,9.035616e-03,1.191102e-04
88,80,1.434910e-04,9.087845e-03,1.081184e-04
88,84,1.366581e-04,9.140074e-03,9.863015e-05
88,88,1.304463e-04,9.192303e-03,9.038108e-05
88,92,1.247747e-04,9.244532e-03,8.316255e-05
88,96,1.195758e-04,9.296761e-03,7.680823e-05
88,100,1.147928e-04,9.348990e-03,7.118414e-05
88,104,1.103777e-04,9.401219e-03,6.618141e-05
88,108,1.062896e-04,9.453448e-03,6.171081e-05
88,112,1.024935e-04,9.505677e-03,5.769864e-05
88,116,9.895928e-05,9.557906e-03,5.408357e-05
88,120,9.566064e-05,9.610135e-03,5.081425e-05
88,124,9.257481e-05,9.662364e-03,4.784742e-05
88,128,8.968185e-05,9.714593e-03,4.514641e-05
92,4,2.745044e-03,8.461097e-03,3.683960e-02
92,8,1.372522e-03,8.513326e-03,9.266752e-03
92,12,9.150148e-04,8.565555e-03,4.143824e-03
92,16,6.862611e-04,8.617784e-03,2.345114e-03
92,20,5.490089e-04,8.670013e-03,1.509969e-03
92,24,4.575074e-04,8.722242e-03,1.054906e-03
92,28,3.921492e-04,8.774471e-03,7.796741e-04
92,32,3.431305e-04,8.826700e-03,6.004912e-04
92,36,3.050049e-04,8.878929e-03,4.772697e-04
92,40,2.745044e-04,8.931158e-03,3.888625e-04
92,44,2.495495e-04,8.983387e-03,3.232533e-04
92,48,2.287537e-04,9.035616e-03,2.732018e-04
92,52,2.111573e-04,9.087845e-03,2.341329e-04
92,56,1.960746e-04,9.140074e-03,2.030401e-04
92,60,1.830030e-04,9.192303e-03,1.778812e-04
92,64,1.715653e-04,9.244532e-03,1.572292e-04
92,68,1.614732e-04,9.296761e-03,1.400626e-04
92,72,1.525025e-04,9.348990e-03,1.256342e-04
92,76,1.444760e-04,9.401219e-03,1.133875e-04
92,80,1.372522e-04,9.453448e-03,1.029007e-04
92,84,1.307164e-04,9.505677e-03,9.384966e-05
92,88,1.247747e-04,9.557906e-03,8.598162e-05
92,92,1.193498e-04,9.610135e-03,7.909737e-05
92,96,1.143768e-04,9.662364e-03,7.303805e-05
92,100,1.098018e-04,9.714593e-03,6.767571e-05
92,104,1.055786e-04,9.766822e-03,6.290640e-05
92,108,1.016683e-04,9.819051e-03,5.864490e-05
92,112,9.803730e-05,9.871280e-03,5.482084e-05
92,116,9.465670e-05,9.923509e-03,5.137567e-05
92,120,9.150148e-05,9.975738e-03,4.826038e-05
92,124,8.854982e-05,1.002797e-02,4.543366e-05
92,128,8.578263e-05,1.008020e-02,4.286050e-05
96,4,2.630667e-03,8.826700e-03,3.529554e-02
96,8,1.315334e-03,8.878929e-03,8.876097e-03
96,12,8.768892e-04,8.931158e-03,3.968137e-03
96,16,6.576669e-04,8.983387e-03,2.245130e-03
96,20,5.261335e-04,9.035616e-03,1.445237e-03
96,24,4.384446e-04,9.087845e-03,1.009438e-03
96,28,3.758096e-04,9.140074e-03,7.458905e-04
96,32,3.288334e-04,9.192303e-03,5.743357e-04
96,36,2.922964e-04,9.244532e-03,4.563745e-04
96,40,2.630667e-04,9.296761e-03,3.717518e-04
96,44,2.391516e-04,9.348990e-03,3.089589e-04
96,48,2.192223e-04,9.401219e-03,2.610617e-04
96,52,2.023590e-04,9.453448e-03,2.236789e-04
96,56,1.879048e-04,9.505677e-03,1.939315e-04
96,60,1.753778e-04,9.557906e-03,1.698641e-04
96,64,1.644167e-04,9.610135e-03,1.501105e-04
96,68,1.547451e-04,9.662364e-03,1.336925e-04
96,72,1.461482e-04,9.714593e-03,1.198950e-04
96,76,1.384562e-04,9.766822e-03,1.081851e-04
96,80,1.315334e-04,9.819051e-03,9.815919e-05
96,84,1.252699e-04,9.871280e-03,8.950686e-05
96,88,1.195758e-04,9.923509e-03,8.198631e-05
96,92,1.143768e-04,9.975738e-03,7.540685e-05
96,96,1.096111e-04,1.002797e-02,6.961645e-05
96,100,1.052267e-04,1.008020e-02,6.449268e-05
96,104,1.011795e-04,1.013242e-02,5.993605e-05
96,108,9.743213e-05,1.018465e-02,5.586505e-05
96,112,9.395241e-05,1.023688e-02,5.221233e-05
96,116,9.071267e-05,1.028911e-02,4.892190e-05
96,120,8.768892e-05,1.034134e-02,4.594685e-05
96,124,8.486024e-05,1.039357e-02,4.324768e-05
96,128,8.220836e-05,1.044580e-02,4.079089e-05
100,4,2.525441e-03,9.192303e-03,3.387570e-02
100,8,1.262720e-03,9.244532e-03,8.517043e-03
100,12,8.418136e-04,9.296761e-03,3.806739e-03
100,16,6.313602e-04,9.348990e-03,2.153320e-03
100,20,5.050882e-04,9.401219e-03,1.385824e-03
100,24,4.209068e-04,9.453448e-03,9.677243e-04
100,28,3.607773e-04,9.505677e-03,7.149092e-04
100,32,3.156801e-04,9.557906e-03,5.503598e-04
100,36,2.806045e-04,9.610135e-03,4.372284e-04
100,40,2.525441e-04,9.662364e-03,3.560798e-04
100,44,2.295855e-04,9.714593e-03,2.958715e-04
100,48,2.104534e-04,9.766822e-03,2.499509e-04
100,52,1.942647e-04,9.819051e-03,2.141148e-04
100,56,1.803886e-04,9.871280e-03,1.856014e-04
100,60,1.683627e-04,9.923509e-03,1.625349e-04
100,64,1.578400e-04,9.975738e-03,1.436048e-04
100,68,1.485553e-04,1.002797e-02,1.278730e-04
100,72,1.403023e-04,1.008020e-02,1.146536e-04
100,76,1.329179e-04,1.013242e-02,1.034356e-04
100,80,1.262720e-04,1.018465e-02,9.383183e-05
100,84,1.202591e-04,1.023688e-02,8.554469e-05
100,88,1.147928e-04,1.028911e-02,7.834232e-05
100,92,1.098018e-04,1.034134e-02,7.204189e-05
100,96,1.052267e-04,1.039357e-02,6.649763e-05
100,100,1.010176e-04,1.044580e-02,6.159218e-05
100,104,9.713234e-05,1.049803e-02,5.723016e-05
100,108,9.353484e-05,1.055026e-02,5.333342e-05
100,112,9.019431e-05,1.060249e-02,4.983742e-05
100,116,8.708416e-05,1.065471e-02,4.668848e-05
100,120,8.418136e-05,1.070694e-02,4.384165e-05
100,124,8.146583e-05,1.075917e-02,4.125907e-05
100,128,7.892002e-05,1.081140e-02,3.890863e-05
104,4,2.428308e-03,9.557906e-03,3.256567e-02
104,8,1.214154e-03,9.610135e-03,8.185905e-03
104,12,8.094361e-04,9.662364e-03,3.657953e-03
104,16,6.070771e-04,9.714593e-03,2.068721e-03
104,20,4.856617e-04,9.766822e-03,1.331099e-03
104,24,4.047181e-04,9.819051e-03,9.293178e-04
104,28,3.469012e-04,9.871280e-03,6.863958e-04
104,32,3.035386e-04,9.923509e-03,5.283023e-04
104,36,2.698120e-04,9.975738e-03,4.196210e-04
104,40,2.428308e-04,1.002797e-02,3.416726e-04
104,44,2.207553e-04,1.008020e-02,2.838447e-04
104,48,2.023590e-04,1.013242e-02,2.397442e-04
104,52,1.867930e-04,1.018465e-02,2.053321e-04
104,56,1.734506e-04,1.023688e-02,1.779545e-04
104,60,1.618872e-04,1.028911e-02,1.558090e-04
104,64,1.517693e-04,1.034134e-02,1.376367e-04
104,68,1.428417e-04,1.039357e-02,1.225361e-04
104,72,1.349060e-04,1.044580e-02,1.098484e-04
104,76,1.278057e-04,1.049803e-02,9.908268e-05
104,80,1.214154e-04,1.055026e-02,8.986701e-05
104,84,1.156337e-04,1.060249e-02,8.191555e-05
104,88,1.103777e-04,1.065471e-02,7.500560e-05
104,92,1.055786e-04,1.070694e-02,6.896156e-05
104,96,1.011795e-04,1.075917e-02,6.364344e-05
104,100,9.713234e-05,1.081140e-02,5.893852e-05
104,104,9.339648e-05,1.086363e-02,5.475522e-05
104,108,8.993735e-05,1.091586e-02,5.101850e-05
104,112,8.672530e-05,1.096809e-02,4.766637e-05
104,116,8.373477e-05,1.102032e-02,4.464732e-05
104,120,8.094361e-05,1.107255e-02,4.191816e-05
104,124,7.833253e-05,1.112478e-02,3.944256e-05
104,128,7.588464e-05,1.117700e-02,3.718970e-05
108,4,2.338371e-03,9.923509e-03,3.135318e-02
108,8,1.169186e-03,9.975738e-03,7.879550e-03
108,12,7.794570e-04,1.002797e-02,3.520358e-03
108,16,5.845928e-04,1.008020e-02,1.990515e-03
108,20,4.676742e-04,1.013242e-02,1.280530e-03
108,24,3.897285e-04,1.018465e-02,8.938408e-04
108,28,3.340530e-04,1.023688e-02,6.600670e-04
108,32,2.922964e-04,1.028911e-02,5.079422e-04
108,36,2.598190e-04,1.034134e-02,4.033743e-04
108,40,2.338371e-04,1.039357e-02,3.283834e-04
108,44,2.125792e-04,1.044580e-02,2.727550e-04
108,48,1.948643e-04,1.049803e-02,2.303359e-04
108,52,1.798747e-04,1.055026e-02,1.972390e-04
108,56,1.670265e-04,1.060249e-02,1.709102e-04
108,60,1.558914e-04,1.065471e-02,1.496152e-04
108,64,1.461482e-04,1.070694e-02,1.321423e-04
108,68,1.375512e-04,1.075917e-02,1.176244e-04
108,72,1.299095e-04,1.081140e-02,1.054274e-04
108,76,1.230722e-04,1.086363e-02,9.507891e-05
108,80,1.169186e-04,1.091586e-02,8.622126e-05
108,84,1.113510e-04,1.096809e-02,7.857941e-05
108,88,1.062896e-04,1.102032e-02,7.193913e-05
108,92,1.016683e-04,1.107255e-02,6.613148e-05
108,96,9.743213e-05,1.112478e-02,6.102182e-05
108,100,9.353484e-05,1.117700e-02,5.650174e-05
108,104,8.993735e-05,1.122923e-02,5.248314e-05
108,108,8.660634e-05,1.128146e-02,4.889386e-05
108,112,8.351325e-05,1.133369e-02,4.567428e-05
108,116,8.063349e-05,1.138592e-02,4.277486e-05
108,120,7.794570e-05,1.143815e-02,4.015408e-05
108,124,7.543133e-05,1.149038e-02,3.777699e-05
108,128,7.307410e-05,1.154261e-02,3.561397e-05
112,4,2.254858e-03,1.028911e-02,3.022775e-02
112,8,1.127429e-03,1.034134e-02,7.595296e-03
112,12,7.516193e-04,1.039357e-02,3.392736e-03
112,16,5.637145e-04,1.044580e-02,1.918004e-03
112,20,4.509716e-04,1.049803e-02,1.233660e-03
112,24,3.758096e-04,1.055026e-02,8.609707e-04
112,28,3.221225e-04,1.060249e-02,6.356814e-04
112,32,2.818572e-04,1.065471e-02,4.890911e-04
112,36,2.505398e-04,1.070694e-02,3.883366e-04
112,40,2.254858e-04,1.075917e-02,3.160871e-04
112,44,2.049871e-04,1.081140e-02,2.624971e-04
112,48,1.879048e-04,1.086363e-02,2.216360e-04
112,52,1.734506e-04,1.091586e-02,1.897576e-04
112,56,1.610613e-04,1.096809e-02,1.644004e-04
112,60,1.503239e-04,1.102032e-02,1.438929e-04
112,64,1.409286e-04,1.107255e-02,1.270678e-04
112,68,1.326387e-04,1.112478e-02,1.130892e-04
112,72,1.252699e-04,1.117700e-02,1.013464e-04
112,76,1.186767e-04,1.122923e-02,9.138413e-05
112,80,1.127429e-04,1.128146e-02,8.285778e-05
112,84,1.073742e-04,1.133369e-02,7.550239e-05
112,88,1.024935e-04,1.138592e-02,6.911155e-05
112,92,9.803730e-05,1.143815e-02,6.352256e-05
112,96,9.395241e-05,1.149038e-02,5.860568e-05
112,100,9.019431e-05,1.154261e-02,5.425650e-05
112,104,8.672530e-05,1.159484e-02,5.039017e-05
112,108,8.351325e-05,1.164707e-02,4.693717e-05
112,112,8.053064e-05,1.169929e-02,4.384009e-05
112,116,7.775372e-05,1.175152e-02,4.105122e-05
112,120,7.516193e-05,1.180375e-02,3.853057e-05
112,124,7.273735e-05,1.185598e-02,3.624449e-05
112,128,7.046431e-05,1.190821e-02,3.416445e-05
116,4,2.177104e-03,1.065471e-02,2.918030e-02
116,8,1.088552e-03,1.070694e-02,7.330835e-03
116,12,7.257014e-04,1.075917e-02,3.274042e-03
116,16,5.442760e-04,1.081140e-02,1.850589e-03
116,20,4.354208e-04,1.086363e-02,1.190099e-03
116,24,3.628507e-04,1.091586e-02,8.304307e-04
116,28,3.110149e-04,1.096809e-02,6.130315e-04
116,32,2.721380e-04,1.102032e-02,4.715873e-04
116,36,2.419005e-04,1.107255e-02,3.743781e-04
116,40,2.177104e-04,1.112478e-02,3.046767e-04
116,44,1.979186e-04,1.117700e-02,2.529811e-04
116,48,1.814253e-04,1.122923e-02,2.135677e-04
116,52,1.674695e-04,1.128146e-02,1.828212e-04
116,56,1.555074e-04,1.133369e-02,1.583665e-04
116,60,1.451403e-04,1.138592e-02,1.385905e-04
116,64,1.360690e-04,1.143815e-02,1.223668e-04
116,68,1.280649e-04,1.149038e-02,1.088891e-04
116,72,1.209502e-04,1.154261e-02,9.756788e-05
116,76,1.145844e-04,1.159484e-02,8.796408e-05
116,80,1.088552e-04,1.164707e-02,7.974518e-05
116,84,1.036716e-04,1.169929e-02,7.265559e-05
116,88,9.895928e-05,1.175152e-02,6.649619e-05
116,92,9.465670e-05,1.180375e-02,6.111001e-05
116,96,9.071267e-05,1.185598e-02,5.637194e-05
116,100,8.708416e-05,1.190821e-02,5.218124e-05
116,104,8.373477e-05,1.196044e-02,4.845609e-05
116,108,8.063349e-05,1.201267e-02,4.512944e-05
116,112,7.775372e-05,1.206490e-02,4.214592e-05
116,116,7.507256e-05,1.211713e-02,3.945950e-05
116,120,7.257014e-05,1.216936e-02,3.703165e-05
116,124,7.022916e-05,1.222158e-02,3.482989e-05
116,128,6.803450e-05,1.227381e-02,3.282672e-05
120,4,2.104534e-03,1.102032e-02,2.820301e-02
120,8,1.052267e-03,1.107255e-02,7.084170e-03
120,12,7.015113e-04,1.112478e-02,3.163371e-03
120,16,5.261335e-04,1.117700e-02,1.787750e-03
120,20,4.209068e-04,1.122923e-02,1.149507e-03
120,24,3.507557e-04,1.128146e-02,8.019815e-04
120,28,3.006477e-04,1.133369e-02,5.919387e-04
120,32,2.630667e-04,1.138592e-02,4.552916e-04
120,36,2.338371e-04,1.143815e-02,3.613867e-04
120,40,2.104534e-04,1.149038e-02,2.940599e-04
120,44,1.913213e-04,1.154261e-02,2.441293e-04
120,48,1.753778e-04,1.159484e-02,2.060647e-04
120,52,1.618872e-04,1.164707e-02,1.763726e-04
120,56,1.503239e-04,1.169929e-02,1.527584e-04
120,60,1.403023e-04,1.175152e-02,1.336636e-04
120,64,1.315334e-04,1.180375e-02,1.179999e-04
120,68,1.237961e-04,1.185598e-02,1.049883e-04
120,72,1.169186e-04,1.190821e-02,9.405955e-05
120,76,1.107649e-04,1.196044e-02,8.478936e-05
120,80,1.052267e-04,1.201267e-02,7.685656e-05
120,84,1.002159e-04,1.206490e-02,7.001425e-05
120,88,9.566064e-05,1.211713e-02,6.407014e-05
120,92,9.150148e-05,1.216936e-02,5.887262e-05
120,96,8.768892e-05,1.222158e-02,5.430083e-05
120,100,8.418136e-05,1.227381e-02,5.025750e-05
120,104,8.094361e-05,1.232604e-02,4.666362e-05
120,108,7.794570e-05,1.237827e-02,4.345441e-05
120,112,7.516193e-05,1.243050e-02,4.057644e-05
120,116,7.257014e-05,1.248273e-02,3.798525e-05
120,120,7.015113e-05,1.253496e-02,3.564362e-05
120,124,6.788819e-05,1.258719e-02,3.352021e-05
120,128,6.576669e-05,1.263942e-02,3.158846e-05
124,4,2.036646e-03,1.138592e-02,2.728907e-02
124,8,1.018323e-03,1.143815e-02,6.853562e-03
124,12,6.788819e-04,1.149038e-02,3.059936e-03
124,16,5.091614e-04,1.154261e-02,1.729038e-03
124,20,4.073292e-04,1.159484e-02,1.111591e-03
124,24,3.394410e-04,1.164707e-02,7.754157e-04
124,28,2.909494e-04,1.169929e-02,5.722478e-04
124,32,2.545807e-04,1.175152e-02,4.400832e-04
124,36,2.262940e-04,1.180375e-02,3.492654e-04
124,40,2.036646e-04,1.185598e-02,2.841568e-04
124,44,1.851496e-04,1.190821e-02,2.358749e-04
124,48,1.697205e-04,1.196044e-02,1.990697e-04
124,52,1.566651e-04,1.201267e-02,1.703622e-04
124,56,1.454747e-04,1.206490e-02,1.475326e-04
124,60,1.357764e-04,1.211713e-02,1.290737e-04
124,64,1.272904e-04,1.216936e-02,1.139326e-04
124,68,1.198027e-04,1.222158e-02,1.013562e-04
124,72,1.131470e-04,1.227381e-02,9.079356e-05
124,76,1.071919e-04,1.232604e-02,8.183461e-05
124,80,1.018323e-04,1.237827e-02,7.416868e-05
124,84,9.698313e-05,1.243050e-02,6.755703e-05
124,88,9.257481e-05,1.248273e-02,6.181370e-05
124,92,8.854982e-05,1.253496e-02,5.679208e-05
124,96,8.486024e-05,1.258719e-02,5.237533e-05
124,100,8.146583e-05,1.263942e-02,4.846939e-05
124,104,7.833253e-05,1.269165e-02,4.499785e-05
124,108,7.543133e-05,1.274387e-02,4.189812e-05
124,112,7.273735e-05,1.279610e-02,3.911850e-05
124,116,7.022916e-05,1.284833e-02,3.661603e-05
124,120,6.788819e-05,1.290056e-02,3.435474e-05
124,124,6.569825e-05,1.295279e-02,3.230431e-05
124,128,6.364518e-05,1.300502e-02,3.043908e-05
128,4,1.973001e-03,1.175152e-02,2.643249e-02
128,8,9.865003e-04,1.180375e-02,6.637493e-03
