ou_row,ou_col,Latency,Energy_per_Mac,TOPS,Power Density
8,124,4092.0,1.529296875e-13,1.81640625,0.2777824401855469
8,128,4224.0,1.56328125e-13,1.875,0.293115234375
12,4,3226.4662506490404,7.476562499999999e-14,0.087890625,0.006571197509765625
12,8,3240.806100651925,7.816406249999999e-14,0.17578125,0.013739776611328124
12,12,3226.4662506490404,8.15625e-14,0.263671875,0.021505737304687498
12,16,3269.485800657694,8.49609375e-14,0.3515625,0.02986907958984375
12,20,3226.4662506490404,8.8359375e-14,0.439453125,0.038829803466796875
12,24,3269.485800657694,9.175781249999999e-14,0.52734375,0.04838790893554687
12,28,3312.5053506663485,9.515625e-14,0.615234375,0.058543395996093754
12,32,3326.845200669233,9.85546875e-14,0.703125,0.0692962646484375
12,36,3226.4662506490404,1.01953125e-13,0.791015625,0.08064651489257812
12,40,3298.1655006634633,1.0535156249999999e-13,0.87890625,0.09259414672851562
12,44,3312.5053506663485,1.0874999999999999e-13,0.966796875,0.10513916015625
12,48,3269.485800657694,1.1214843749999999e-13,1.0546875,0.11828155517578123
12,52,3355.524900675002,1.15546875e-13,1.142578125,0.13202133178710937
12,56,3412.884300686541,1.1894531249999998e-13,1.23046875,0.14635848999023435
12,60,3226.4662506490404,1.2234375e-13,1.318359375,0.16129302978515625
12,64,3441.56400069231,1.257421875e-13,1.40625,0.17682495117187502
12,68,3412.8843006865404,1.29140625e-13,1.494140625,0.1929542541503906
12,72,3355.524900675002,1.325390625e-13,1.58203125,0.20968093872070312
12,76,3269.485800657694,1.359375e-13,1.669921875,0.2270050048828125
12,80,3441.5640006923095,1.393359375e-13,1.7578125,0.24492645263671875
12,84,3312.505350666348,1.42734375e-13,1.845703125,0.26344528198242184
12,88,3470.243700698079,1.461328125e-13,1.93359375,0.2825614929199219
12,92,3298.1655006634633,1.4953124999999998e-13,2.021484375,0.3022750854492187
12,96,3441.56400069231,1.529296875e-13,2.109375,0.3225860595703125
12,100,3226.466250649041,1.5632812499999998e-13,2.197265625,0.34349441528320307
12,104,3355.524900675002,1.597265625e-13,2.28515625,0.36500015258789065
12,108,3484.5835507009638,1.63125e-13,2.373046875,0.387103271484375
12,112,3613.6422007269257,1.665234375e-13,2.4609375,0.4098037719726562
12,116,3326.845200669233,1.69921875e-13,2.548828125,0.4331016540527343
12,120,3441.56400069231,1.733203125e-13,2.63671875,0.4569969177246094
12,124,3556.2828007153867,1.7671875000000001e-13,2.724609375,0.48148956298828127
12,128,3671.001600738464,1.8011718749999999e-13,2.8125,0.50657958984375
16,4,2704.0,9.85546875e-14,0.1171875,0.01154937744140625
16,8,2720.0,1.01953125e-13,0.234375,0.023895263671875
16,12,2736.0,1.053515625e-13,0.3515625,0.03703765869140625
16,16,2752.0,1.0875e-13,0.46875,0.0509765625
16,20,2720.0,1.121484375e-13,0.5859375,0.06571197509765625
16,24,2784.0,1.15546875e-13,0.703125,0.08124389648437501
16,28,2800.0,1.189453125e-13,0.8203125,0.09757232666015626
16,32,2816.0,1.2234375e-13,0.9375,0.11469726562499999
16,36,2736.0,1.257421875e-13,1.0546875,0.13261871337890624
16,40,2720.0,1.29140625e-13,1.171875,0.151336669921875
16,44,2816.0,1.325390625e-13,1.2890625,0.17085113525390624
16,48,2880.0,1.359375e-13,1.40625,0.191162109375
16,52,2704.0,1.3933593750000002e-13,1.5234375,0.21226959228515627
16,56,2912.0,1.42734375e-13,1.640625,0.23417358398437496
16,60,2880.0,1.461328125e-13,1.7578125,0.25687408447265625
16,64,2816.0,1.4953125e-13,1.875,0.28037109375
16,68,2720.0,1.529296875e-13,1.9921875,0.3046646118164063
16,72,2880.0,1.56328125e-13,2.109375,0.329754638671875
16,76,2736.0,1.597265625e-13,2.2265625,0.3556411743164063
16,80,2880.0,1.63125e-13,2.34375,0.38232421875
16,84,3024.0,1.665234375e-13,2.4609375,0.4098037719726562
16,88,2816.0,1.6992187500000002e-13,2.578125,0.43807983398437506
16,92,2944.0,1.733203125e-13,2.6953125,0.4671524047851562
16,96,3072.0,1.7671875000000001e-13,2.8125,0.4970214843750001
16,100,2800.0,1.8011718749999999e-13,2.9296875,0.5276870727539062
16,104,2912.0,1.83515625e-13,3.046875,0.559149169921875
16,108,3024.0,1.869140625e-13,3.1640625,0.5914077758789062
16,112,3136.0,1.903125e-13,3.28125,0.624462890625
16,116,2784.0,1.937109375e-13,3.3984375,0.6583145141601563
16,120,2880.0,1.97109375e-13,3.515625,0.692962646484375
16,124,2976.0,2.0050781250000002e-13,3.6328125,0.7284072875976564
16,128,3072.0,2.0390625e-13,3.75,0.7646484375
20,4,2333.8411712391758,1.2234375e-13,0.146484375,0.01792144775390625
20,8,2351.1288836187255,1.257421875e-13,0.29296875,0.036838531494140625
20,12,2333.8411712391758,1.29140625e-13,0.439453125,0.056751251220703125
20,16,2351.1288836187255,1.325390625e-13,0.5859375,0.07765960693359375
20,20,2333.8411712391758,1.359375e-13,0.732421875,0.0995635986328125
20,24,2385.7043083778244,1.3933593750000002e-13,0.87890625,0.1224632263183594
20,28,2420.279733136923,1.4273437500000002e-13,1.025390625,0.14635848999023438
20,32,2351.1288836187255,1.461328125e-13,1.171875,0.1712493896484375
20,36,2333.8411712391758,1.4953125e-13,1.318359375,0.19713592529296875
20,40,2420.279733136923,1.529296875e-13,1.46484375,0.22401809692382815
20,44,2472.142870275571,1.56328125e-13,1.611328125,0.2518959045410156
20,48,2489.430582655121,1.597265625e-13,1.7578125,0.28076934814453125
20,52,2472.1428702755716,1.6312500000000002e-13,1.904296875,0.31063842773437506
20,56,2420.279733136923,1.665234375e-13,2.05078125,0.3415031433105469
20,60,2333.8411712391758,1.6992187500000002e-13,2.197265625,0.37336349487304693
20,64,2489.430582655121,1.7332031250000002e-13,2.34375,0.406219482421875
20,68,2351.1288836187255,1.7671875000000001e-13,2.490234375,0.4400711059570313
20,72,2489.430582655121,1.801171875e-13,2.63671875,0.4749183654785156
20,76,2627.7322816915166,1.83515625e-13,2.783203125,0.5107612609863281
20,80,2420.279733136923,1.869140625e-13,2.9296875,0.5475997924804688
20,84,2541.2937197937695,1.903125e-13,3.076171875,0.5854339599609375
20,88,2662.307706450615,1.9371093750000003e-13,3.22265625,0.6242637634277344
20,92,2385.7043083778244,1.97109375e-13,3.369140625,0.6640892028808594
20,96,2489.430582655121,2.0050781250000002e-13,3.515625,0.7049102783203126
20,100,2593.1568569324177,2.0390625e-13,3.662109375,0.7467269897460938
20,104,2696.8831312097145,2.0730468750000002e-13,3.80859375,0.7895393371582031
20,108,2333.8411712391758,2.10703125e-13,3.955078125,0.8333473205566406
20,112,2420.279733136923,2.141015625e-13,4.1015625,0.8781509399414062
20,116,2506.71829503467,2.175e-13,4.248046875,0.9239501953125
20,120,2593.156856932417,2.208984375e-13,4.39453125,0.9707450866699219
20,124,2679.595418830165,2.2429687500000003e-13,4.541015625,1.0185356140136719
20,128,2766.033980727912,2.276953125e-13,4.6875,1.06732177734375
24,4,2072.4030503259623,1.4613281249999999e-13,0.17578125,0.025687408447265622
24,8,2090.742900328847,1.4953124999999998e-13,0.3515625,0.052569580078125
24,12,2090.742900328847,1.5292968749999998e-13,0.52734375,0.08064651489257811
24,16,2127.4226003346166,1.5632812499999998e-13,0.703125,0.10991821289062499
24,20,2109.0827503317314,1.597265625e-13,0.87890625,0.14038467407226562
24,24,2090.742900328847,1.63125e-13,1.0546875,0.17204589843749998
24,28,2182.4421503432704,1.665234375e-13,1.23046875,0.2049018859863281
24,32,2200.7820003461547,1.69921875e-13,1.40625,0.23895263671875
24,36,2145.762450337501,1.733203125e-13,1.58203125,0.2741981506347656
24,40,2200.7820003461547,1.7671875e-13,1.7578125,0.310638427734375
24,44,2219.1218503490395,1.8011718749999999e-13,1.93359375,0.3482734680175781
24,48,2200.7820003461547,1.8351562499999998e-13,2.109375,0.38710327148437496
24,52,2145.762450337501,1.8691406249999998e-13,2.28515625,0.42712783813476557
24,56,2310.821100363463,1.903125e-13,2.4609375,0.46834716796875003
24,60,2200.7820003461547,1.937109375e-13,2.63671875,0.5107612609863281
24,64,2347.500800369232,1.97109375e-13,2.8125,0.5543701171875
24,68,2182.4421503432704,2.005078125e-13,2.98828125,0.5991737365722657
24,72,2310.8211003634624,2.0390625e-13,3.1640625,0.645172119140625
24,76,2090.742900328847,2.073046875e-13,3.33984375,0.6923652648925781
24,80,2200.7820003461547,2.1070312499999999e-13,3.515625,0.740753173828125
24,84,2310.8211003634624,2.141015625e-13,3.69140625,0.7903358459472656
24,88,2420.8602003807705,2.1749999999999998e-13,3.8671875,0.84111328125
24,92,2109.082750331732,2.208984375e-13,4.04296875,0.8930854797363281
24,96,2200.7820003461547,2.2429687499999998e-13,4.21875,0.9462524414062499
24,100,2292.481250360578,2.276953125e-13,4.39453125,1.0006141662597656
24,104,2384.180500375001,2.3109375e-13,4.5703125,1.056170654296875
24,108,2475.8797503894243,2.344921875e-13,4.74609375,1.112921905517578
24,112,2567.5790004038477,2.3789062499999997e-13,4.921875,1.1708679199218748
24,116,2127.4226003346166,2.412890625e-13,5.09765625,1.2300086975097655
24,120,2200.7820003461547,2.446875e-13,5.2734375,1.29034423828125
24,124,2274.1414003576933,2.480859375e-13,5.44921875,1.351874542236328
24,128,2347.500800369232,2.51484375e-13,5.625,1.4145996093750002
28,4,1865.2537097583502,1.69921875e-13,0.205078125,0.034847259521484375
28,8,1884.4831294465807,1.733203125e-13,0.41015625,0.07108840942382812
28,12,1903.712549134811,1.7671875e-13,0.615234375,0.10872344970703125
28,16,1922.9419688230414,1.8011718749999999e-13,0.8203125,0.14775238037109373
28,20,1922.9419688230416,1.83515625e-13,1.025390625,0.18817520141601565
28,24,1961.4008081995023,1.869140625e-13,1.23046875,0.2299919128417969
28,28,1884.4831294465805,1.903125e-13,1.435546875,0.2732025146484375
28,32,1999.8596475759632,1.937109375e-13,1.640625,0.3178070068359375
28,36,1903.712549134811,1.97109375e-13,1.845703125,0.36380538940429685
28,40,1922.9419688230416,2.005078125e-13,2.05078125,0.41119766235351557
28,44,1903.712549134811,2.0390625e-13,2.255859375,0.4599838256835937
28,48,2076.777326328885,2.073046875e-13,2.4609375,0.5101638793945312
28,52,1999.8596475759632,2.1070312499999999e-13,2.666015625,0.5617378234863281
28,56,1884.4831294465805,2.141015625e-13,2.87109375,0.6147056579589844
28,60,2019.0890672641938,2.175e-13,3.076171875,0.6690673828125
28,64,2153.6950050818064,2.208984375e-13,3.28125,0.7248229980468751
28,68,1961.400808199502,2.24296875e-13,3.486328125,0.7819725036621094
28,72,2076.777326328885,2.276953125e-13,3.69140625,0.8405158996582032
28,76,2192.1538444582675,2.3109375e-13,3.896484375,0.9004531860351563
28,80,1922.9419688230416,2.344921875e-13,4.1015625,0.9617843627929689
28,84,2019.0890672641935,2.37890625e-13,4.306640625,1.0245094299316406
28,88,2115.2361657053457,2.412890625e-13,4.51171875,1.0886283874511717
28,92,2211.383264146498,2.446875e-13,4.716796875,1.1541412353515625
28,96,2307.53036258765,2.480859375e-13,4.921875,1.2210479736328124
28,100,1922.9419688230414,2.51484375e-13,5.126953125,1.2893486022949219
28,104,1999.8596475759632,2.5488281250000003e-13,5.33203125,1.3590431213378906
28,108,2076.777326328885,2.5828125e-13,5.537109375,1.4301315307617188
28,112,2153.6950050818064,2.6167968749999997e-13,5.7421875,1.502613830566406
28,116,2230.612683834728,2.65078125e-13,5.947265625,1.576490020751953
28,120,2307.53036258765,2.684765625e-13,6.15234375,1.6517601013183596
28,124,2384.4480413405713,2.71875e-13,6.357421875,1.728424072265625
28,128,2461.365720093493,2.752734375e-13,6.5625,1.80648193359375
32,4,1700.0,1.937109375e-13,0.234375,0.0454010009765625
32,8,1720.0,1.97109375e-13,0.46875,0.09239501953125
32,12,1740.0,2.005078125e-13,0.703125,0.1409820556640625
32,16,1760.0,2.0390625e-13,0.9375,0.191162109375
32,20,1700.0,2.0730468750000002e-13,1.171875,0.2429351806640625
32,24,1800.0,2.10703125e-13,1.40625,0.29630126953125
32,28,1820.0,2.141015625e-13,1.640625,0.3512603759765625
32,32,1760.0,2.175e-13,1.875,0.4078125
32,36,1800.0,2.208984375e-13,2.109375,0.46595764160156244
32,40,1800.0,2.24296875e-13,2.34375,0.52569580078125
32,44,1760.0,2.276953125e-13,2.578125,0.5870269775390625
32,48,1920.0,2.3109375e-13,2.8125,0.6499511718750001
32,52,1820.0,2.344921875e-13,3.046875,0.7144683837890624
32,56,1960.0,2.37890625e-13,3.28125,0.7805786132812501
32,60,1800.0,2.412890625e-13,3.515625,0.8482818603515625
32,64,1920.0,2.446875e-13,3.75,0.9175781249999999
32,68,1700.0,2.480859375e-13,3.984375,0.9884674072265625
32,72,1800.0,2.51484375e-13,4.21875,1.06094970703125
32,76,1900.0,2.5488281250000003e-13,4.453125,1.1350250244140627
32,80,2000.0,2.5828125e-13,4.6875,1.210693359375
32,84,2100.0,2.616796875e-13,4.921875,1.2879547119140626
32,88,1760.0,2.65078125e-13,5.15625,1.36680908203125
32,92,1840.0,2.684765625e-13,5.390625,1.4472564697265626
32,96,1920.0,2.71875e-13,5.625,1.529296875
32,100,2000.0,2.752734375e-13,5.859375,1.6129302978515625
32,104,2080.0,2.7867187500000004e-13,6.09375,1.6981567382812501
32,108,2160.0,2.820703125e-13,6.328125,1.7849761962890625
32,112,2240.0,2.8546875e-13,6.5625,1.8733886718749997
32,116,1740.0,2.888671875e-13,6.796875,1.9633941650390625
32,120,1800.0,2.92265625e-13,7.03125,2.05499267578125
32,124,1860.0,2.956640625e-13,7.265625,2.1481842041015624
32,128,1920.0,2.990625e-13,7.5,2.24296875
36,4,1550.9775004326937,2.175e-13,0.263671875,0.057348632812499994
36,8,1571.657200438463,2.208984375e-13,0.52734375,0.11648941040039061
36,12,1550.9775004326937,2.24296875e-13,0.791015625,0.1774223327636719
36,16,1571.657200438463,2.276953125e-13,1.0546875,0.24014739990234377
36,20,1550.9775004326937,2.3109375e-13,1.318359375,0.3046646118164063
36,24,1613.0166004500013,2.344921875e-13,1.58203125,0.37097396850585934
36,28,1592.3369004442322,2.37890625e-13,1.845703125,0.4390754699707031
36,32,1654.37600046154,2.412890625e-13,2.109375,0.5089691162109375
36,36,1675.055700467309,2.446875e-13,2.373046875,0.5806549072265625
36,40,1654.37600046154,2.480859375e-13,2.63671875,0.6541328430175781
36,44,1592.3369004442322,2.51484375e-13,2.900390625,0.7294029235839844
36,48,1737.0948004846168,2.5488281250000003e-13,3.1640625,0.8064651489257812
36,52,1613.0166004500013,2.5828125e-13,3.427734375,0.8853195190429688
36,56,1737.094800484617,2.616796875e-13,3.69140625,0.965966033935547
36,60,1550.9775004326937,2.65078125e-13,3.955078125,1.0484046936035156
36,64,1654.37600046154,2.684765625e-13,4.21875,1.1326354980468751
36,68,1757.7745004903861,2.71875e-13,4.482421875,1.218658447265625
36,72,1861.1730005192321,2.752734375e-13,4.74609375,1.3064735412597657
36,76,1571.657200438463,2.7867187500000004e-13,5.009765625,1.396080780029297
36,80,1654.37600046154,2.820703125e-13,5.2734375,1.4874801635742188
36,84,1737.0948004846168,2.8546875000000003e-13,5.537109375,1.5806716918945314
36,88,1819.813600507694,2.888671875e-13,5.80078125,1.6756553649902344
36,92,1902.532400530771,2.92265625e-13,6.064453125,1.7724311828613282
36,96,1985.2512005538479,2.956640625e-13,6.328125,1.8709991455078125
36,100,1550.977500432694,2.990625e-13,6.591796875,1.9713592529296877
36,104,1613.0166004500013,3.0246093750000004e-13,6.85546875,2.0735115051269535
36,108,1675.0557004673092,3.05859375e-13,7.119140625,2.1774559020996094
36,112,1737.094800484617,3.092578125e-13,7.3828125,2.283192443847656
36,116,1799.1339005019245,3.1265625e-13,7.646484375,2.3907211303710936
36,120,1861.1730005192326,3.1605468750000003e-13,7.91015625,2.500041961669922
36,124,1923.21210053654,3.19453125e-13,8.173828125,2.6111549377441405
36,128,1985.2512005538479,3.2285156250000003e-13,8.4375,2.7240600585937504
40,4,1447.5644418093627,2.4128906250000004e-13,0.29296875,0.07069015502929689
40,8,1447.5644418093627,2.446875e-13,0.5859375,0.14337158203125
40,12,1468.8521541889122,2.4808593750000003e-13,0.87890625,0.2180442810058594
40,16,1447.5644418093627,2.51484375e-13,1.171875,0.294708251953125
40,20,1490.1398665684615,2.5488281250000003e-13,1.46484375,0.37336349487304693
40,24,1532.7152913275604,2.5828125e-13,1.7578125,0.454010009765625
40,28,1490.1398665684615,2.616796875e-13,2.05078125,0.5366477966308594
40,32,1532.7152913275604,2.65078125e-13,2.34375,0.62127685546875
40,36,1532.7152913275604,2.684765625e-13,2.63671875,0.7078971862792969
40,40,1490.1398665684615,2.71875e-13,2.9296875,0.7965087890625
40,44,1639.1538532253076,2.752734375e-13,3.22265625,0.8871116638183594
40,48,1532.7152913275604,2.7867187500000004e-13,3.515625,0.9797058105468752
40,52,1660.441565604857,2.820703125e-13,3.80859375,1.0742912292480469
40,56,1490.1398665684615,2.8546875000000003e-13,4.1015625,1.170867919921875
40,60,1596.5784284662086,2.888671875e-13,4.39453125,1.2694358825683594
40,64,1703.016990363956,2.92265625e-13,4.6875,1.3699951171875
40,68,1447.5644418093627,2.956640625e-13,4.98046875,1.4725456237792969
40,72,1532.7152913275604,2.990625e-13,5.2734375,1.57708740234375
40,76,1617.8661408457583,3.0246093750000004e-13,5.56640625,1.6836204528808596
40,80,1703.016990363956,3.05859375e-13,5.859375,1.7921447753906252
40,84,1788.1678398821539,3.0925781250000004e-13,6.15234375,1.902660369873047
40,88,1873.3186894003516,3.1265625e-13,6.4453125,2.015167236328125
40,92,1468.8521541889122,3.1605468750000003e-13,6.73828125,2.12966537475586
40,96,1532.7152913275604,3.19453125e-13,7.03125,2.24615478515625
40,100,1596.578428466209,3.2285156250000003e-13,7.32421875,2.364635467529297
40,104,1660.441565604857,3.2625000000000005e-13,7.6171875,2.4851074218750004
40,108,1724.3047027435055,3.296484375e-13,7.91015625,2.6075706481933594
40,112,1788.1678398821539,3.33046875e-13,8.203125,2.732025146484375
40,116,1852.0309770208023,3.364453125e-13,8.49609375,2.8584709167480473
40,120,1915.8941141594505,3.3984375000000004e-13,8.7890625,2.9869079589843754
40,124,1979.7572512980987,3.432421875e-13,9.08203125,3.1173362731933594
40,128,2043.6203884367474,3.4664062500000003e-13,9.375,3.249755859375
44,4,1353.9390414220497,2.6507812500000005e-13,0.322265625,0.08542556762695314
44,8,1353.9390414220497,2.684765625e-13,0.64453125,0.17304153442382814
44,12,1375.776767896599,2.7187500000000004e-13,0.966796875,0.262847900390625
44,16,1397.614494371148,2.752734375e-13,1.2890625,0.3548446655273438
44,20,1419.4522208456972,2.7867187500000004e-13,1.611328125,0.44903182983398443
44,24,1441.2899473202465,2.820703125e-13,1.93359375,0.5454093933105469
44,28,1375.776767896599,2.8546875000000003e-13,2.255859375,0.6439773559570313
44,32,1397.614494371148,2.888671875e-13,2.578125,0.7447357177734375
44,36,1375.7767678965988,2.92265625e-13,2.900390625,0.8476844787597657
44,40,1528.6408532184432,2.956640625e-13,3.22265625,0.9528236389160155
44,44,1441.2899473202465,2.990625e-13,3.544921875,1.0601531982421877
44,48,1572.3163061675418,3.0246093750000004e-13,3.8671875,1.1696731567382814
44,52,1419.4522208456974,3.05859375e-13,4.189453125,1.2813835144042969
44,56,1528.6408532184432,3.0925781250000004e-13,4.51171875,1.3952842712402347
44,60,1637.8294855911893,3.1265625e-13,4.833984375,1.5113754272460938
44,64,1397.614494371148,3.1605468750000003e-13,5.15625,1.6296569824218752
44,68,1484.9654002693449,3.19453125e-13,5.478515625,1.750128936767578
44,72,1572.3163061675416,3.2285156250000003e-13,5.80078125,1.8727912902832031
44,76,1659.6672120657383,3.2625000000000005e-13,6.123046875,1.99764404296875
44,80,1747.018117963935,3.296484375e-13,6.4453125,2.1246871948242188
44,84,1375.7767678965988,3.3304687500000004e-13,6.767578125,2.2539207458496096
44,88,1441.2899473202465,3.364453125e-13,7.08984375,2.3853446960449216
44,92,1506.803126743894,3.3984375000000004e-13,7.412109375,2.5189590454101562
44,96,1572.3163061675418,3.432421875e-13,7.734375,2.6547637939453126
44,100,1637.8294855911893,3.4664062500000003e-13,8.056640625,2.792758941650391
44,104,1703.3426650148367,3.5003906250000006e-13,8.37890625,2.932944488525391
44,108,1768.8558444384844,3.5343750000000003e-13,8.701171875,3.0753204345703127
44,112,1834.369023862132,3.568359375e-13,9.0234375,3.2198867797851562
44,116,1899.8822032857795,3.60234375e-13,9.345703125,3.366643524169922
44,120,1965.395382709427,3.6363281250000004e-13,9.66796875,3.51559066772461
44,124,1353.9390414220497,3.6703125e-13,9.990234375,3.666728210449219
44,128,1397.614494371148,3.7042968750000004e-13,10.3125,3.8200561523437506
48,4,1273.3714501644235,2.888671875e-13,0.3515625,0.10155487060546875
48,8,1295.7113001673083,2.9226562499999997e-13,0.703125,0.20549926757812498
48,12,1273.3714501644238,2.956640625e-13,1.0546875,0.31183319091796874
48,16,1340.3910001730774,2.9906249999999997e-13,1.40625,0.420556640625
48,20,1340.3910001730774,3.024609375e-13,1.7578125,0.5316696166992188
48,24,1340.3910001730776,3.0585937499999996e-13,2.109375,0.6451721191406249
48,28,1407.4105501817314,3.092578125e-13,2.4609375,0.7610641479492187
48,32,1429.750400184616,3.1265624999999996e-13,2.8125,0.8793457031249999
48,36,1407.4105501817312,3.160546875e-13,3.1640625,1.0000167846679686
48,40,1340.3910001730774,3.19453125e-13,3.515625,1.123077392578125
48,44,1474.4301001903852,3.228515625e-13,3.8671875,1.2485275268554685
48,48,1340.3910001730776,3.2625e-13,4.21875,1.3763671874999999
48,52,1452.0902501875005,3.2964843749999997e-13,4.5703125,1.5065963745117186
48,56,1563.7895002019238,3.33046875e-13,4.921875,1.6392150878906249
48,60,1340.3910001730774,3.3644531249999997e-13,5.2734375,1.7742233276367185
48,64,1429.750400184616,3.3984375e-13,5.625,1.91162109375
48,68,1519.1098001961545,3.432421875e-13,5.9765625,2.051408386230469
48,72,1608.469200207693,3.46640625e-13,6.328125,2.193585205078125
48,76,1273.3714501644235,3.5003906249999995e-13,6.6796875,2.3381515502929684
48,80,1340.3910001730774,3.534375e-13,7.03125,2.485107421875
48,84,1407.4105501817312,3.568359375e-13,7.3828125,2.6344528198242188
48,88,1474.4301001903852,3.6023437499999997e-13,7.734375,2.7861877441406246
48,92,1541.4496501990393,3.636328125e-13,8.0859375,2.9403121948242186
48,96,1608.4692002076931,3.6703124999999997e-13,8.4375,3.0968261718749996
48,100,1675.4887502163467,3.704296875e-13,8.7890625,3.2557296752929688
48,104,1742.5083002250008,3.7382812499999996e-13,9.140625,3.4170227050781246
48,108,1809.5278502336546,3.772265625e-13,9.4921875,3.5807052612304684
48,112,1876.5474002423084,3.80625e-13,9.84375,3.7467773437500003
48,116,1295.7113001673083,3.840234375e-13,10.1953125,3.915238952636718
48,120,1340.3910001730774,3.87421875e-13,10.546875,4.086090087890625
48,124,1385.0707001788467,3.9082031249999997e-13,10.8984375,4.259330749511719
48,128,1429.750400184616,3.9421875e-13,11.25,4.4349609375
52,4,1185.691461373347,3.1265625e-13,0.380859375,0.11907806396484374
52,8,1185.691461373347,3.160546875e-13,0.76171875,0.24074478149414058
52,12,1231.2949791184758,3.19453125e-13,1.142578125,0.36500015258789065
52,16,1185.691461373347,3.228515625e-13,1.5234375,0.4918441772460937
52,20,1254.09673799104,3.2625e-13,1.904296875,0.62127685546875
52,24,1231.2949791184758,3.2964843749999997e-13,2.28515625,0.7532981872558593
52,28,1276.8984968636046,3.33046875e-13,2.666015625,0.8879081726074218
