ou_row,ou_col,Latency,Power Density,TOPS,Energy_per_Mac
32,32,1110.0,0.013530375000000002,0.2375,5.697000000000001e-14
32,64,570.0,0.033473249999999996,0.475,7.047e-14
32,96,400.0,0.059828624999999996,0.7124999999999999,8.397000000000001e-14
32,128,295.0,0.0925965,0.95,9.747000000000001e-14
64,32,684.0,0.047709,0.475,1.0044000000000001e-13
64,64,354.0,0.10824300000000002,0.95,1.1394000000000002e-13
64,96,264.0,0.18160199999999999,1.4249999999999998,1.2744e-13
64,128,186.0,0.26778599999999997,1.9,1.4094e-13
96,32,526.7970000576925,0.10253587499999997,0.7124999999999999,1.4391e-13
96,64,289.73835003173076,0.22430925,1.4249999999999998,1.5741e-13
96,96,204.13383752235586,0.365320125,2.1374999999999997,1.7091e-13
96,128,184.3789500201924,0.5255684999999999,2.8499999999999996,1.8441e-13
128,32,413.0,0.17801099999999997,0.95,1.8738e-13
128,64,217.0,0.381672,1.9,2.0088000000000002e-13
128,96,196.0,0.610983,2.8499999999999996,2.1438000000000002e-13
128,128,112.0,0.8659440000000002,3.8,2.2788000000000003e-13
