Layer #,Layer,Weights(KB),MACs,Weight_Sparsity(0-1),Activation_Sparsity(0-1),Activations(KB)
1,conv1,73.5,118013952,0.00935374149659864,0.0,6272.0
2,layer1.0.conv1,32.0,12845056,0.01513671875,0.0,1568.0
3,layer1.0.conv2,288.0,115605504,0.021213107638888888,0.0,1568.0
4,layer1.0.conv3,128.0,51380224,0.04132080078125,0.027344995615433673,6272.0
5,layer1.0.downsample.0,128.0,51380224,0.04217529296875,0.02734375,6272.0
6,layer1.1.conv1,128.0,51380224,0.05841064453125,0.015625,1568.0
7,layer1.1.conv2,288.0,115605504,0.03138563368055555,0.0,1568.0
8,layer1.1.conv3,128.0,51380224,0.02459716796875,0.0,6272.0
9,layer1.2.conv1,128.0,51380224,0.01336669921875,0.0,1568.0
10,layer1.2.conv2,288.0,115605504,0.016872829861111112,0.0,1568.0
11,layer1.2.conv3,128.0,51380224,0.03289794921875,2.4912308673469386e-06,6272.0
12,layer2.0.conv1,256.0,102760448,0.013671875,0.0,3136.0
13,layer2.0.conv2,1152.0,115605504,0.024366590711805556,0.0,784.0
14,layer2.0.conv3,512.0,51380224,0.029388427734375,0.001953125,3136.0
15,layer2.0.downsample.0,1024.0,102760448,0.0332183837890625,0.001953125,3136.0
16,layer2.1.conv1,512.0,51380224,0.0315399169921875,0.0,784.0
17,layer2.1.conv2,1152.0,115605504,0.029791937934027776,0.0,784.0
18,layer2.1.conv3,512.0,51380224,0.024993896484375,0.0,3136.0
19,layer2.2.conv1,512.0,51380224,0.0245208740234375,0.0,784.0
20,layer2.2.conv2,1152.0,115605504,0.028971354166666668,0.0,784.0
21,layer2.2.conv3,512.0,51380224,0.0281829833984375,0.0,3136.0
22,layer2.3.conv1,512.0,51380224,0.021636962890625,0.0,784.0
23,layer2.3.conv2,1152.0,115605504,0.025044759114583332,9.964923469387754e-06,784.0
24,layer2.3.conv3,512.0,51380224,0.0370635986328125,2.4912308673469386e-06,3136.0
25,layer3.0.conv1,1024.0,102760448,0.0203094482421875,0.0,1568.0
26,layer3.0.conv2,4608.0,115605504,0.032236735026041664,0.0,392.0
27,layer3.0.conv3,2048.0,51380224,0.0255279541015625,0.0009765625,1568.0
28,layer3.0.downsample.0,4096.0,102760448,0.04070854187011719,0.0009765625,1568.0
29,layer3.1.conv1,2048.0,51380224,0.03710174560546875,0.0,392.0
30,layer3.1.conv2,4608.0,115605504,0.039698282877604164,0.0,392.0
31,layer3.1.conv3,2048.0,51380224,0.033145904541015625,0.0,1568.0
32,layer3.2.conv1,2048.0,51380224,0.035915374755859375,0.0,392.0
33,layer3.2.conv2,4608.0,115605504,0.036905924479166664,0.0,392.0
34,layer3.2.conv3,2048.0,51380224,0.037975311279296875,4.982461734693877e-06,1568.0
35,layer3.3.conv1,2048.0,51380224,0.031452178955078125,0.0,392.0
36,layer3.3.conv2,4608.0,115605504,0.03840976291232639,0.0,392.0
37,layer3.3.conv3,2048.0,51380224,0.02976226806640625,0.0,1568.0
38,layer3.4.conv1,2048.0,51380224,0.031673431396484375,0.0,392.0
39,layer3.4.conv2,4608.0,115605504,0.036597357855902776,0.0,392.0
40,layer3.4.conv3,2048.0,51380224,0.036441802978515625,0.0,1568.0
41,layer3.5.conv1,2048.0,51380224,0.02678680419921875,0.0,392.0
42,layer3.5.conv2,4608.0,115605504,0.03573269314236111,0.0,392.0
43,layer3.5.conv3,2048.0,51380224,0.02880096435546875,9.964923469387754e-06,1568.0
44,layer4.0.conv1,4096.0,102760448,0.022174835205078125,0.0,784.0
45,layer4.0.conv2,18432.0,115605504,0.03654140896267361,0.0,196.0
46,layer4.0.conv3,8192.0,51380224,0.023822784423828125,0.0,784.0
47,layer4.0.downsample.0,16384.0,102760448,0.0369563102722168,0.0,784.0
48,layer4.1.conv1,8192.0,51380224,0.03220844268798828,0.0,196.0
49,layer4.1.conv2,18432.0,115605504,0.0433290269639757,0.0,196.0
50,layer4.1.conv3,8192.0,51380224,0.029679298400878906,0.0,784.0
51,layer4.2.conv1,8192.0,51380224,0.04184913635253906,0.0,196.0
52,layer4.2.conv2,18432.0,115605504,0.05229907565646701,0.0,196.0
53,layer4.2.conv3,8192.0,51380224,0.033524513244628906,0.0,784.0
54,fc,16000.0,2048000,0.04430224609375,0.0,7.8125
