Layer #,Layer,Weights(KB),MACs,Weight_Sparsity(0-1),Activation_Sparsity(0-1),Activations(KB)
27,layer2.4.conv3,512.0,51380224,0.067901611328125,2.4912308673469386e-06,3136.0
28,layer2.5.conv1,512.0,51380224,0.0357818603515625,0.0078125,784.0
29,layer2.5.conv2,1152.0,115605504,0.03866238064236111,9.964923469387754e-06,784.0
30,layer2.5.conv3,512.0,51380224,0.05322265625,9.964923469387754e-06,3136.0
31,layer2.6.conv1,512.0,51380224,0.028411865234375,0.0,784.0
32,layer2.6.conv2,1152.0,115605504,0.031046549479166668,0.0,784.0
33,layer2.6.conv3,512.0,51380224,0.04974365234375,7.473692602040816e-06,3136.0
34,layer2.7.conv1,512.0,51380224,0.022705078125,0.0,784.0
35,layer2.7.conv2,1152.0,115605504,0.031216091579861112,0.0,784.0
36,layer2.7.conv3,512.0,51380224,0.0626678466796875,7.473692602040816e-06,3136.0
37,layer3.0.conv1,1024.0,102760448,0.02259063720703125,0.0,1568.0
38,layer3.0.conv2,4608.0,115605504,0.035286797417534724,0.0,392.0
39,layer3.0.conv3,2048.0,51380224,0.041717529296875,0.0,1568.0
40,layer3.0.downsample.0,4096.0,102760448,0.04540252685546875,0.0,1568.0
41,layer3.1.conv1,2048.0,51380224,0.06329345703125,0.0,392.0
42,layer3.1.conv2,4608.0,115605504,0.04730224609375,0.0,392.0
43,layer3.1.conv3,2048.0,51380224,0.12733078002929688,3.487723214285714e-05,1568.0
44,layer3.2.conv1,2048.0,51380224,0.060825347900390625,0.0,392.0
45,layer3.2.conv2,4608.0,115605504,0.05363803439670139,0.0,392.0
46,layer3.2.conv3,2048.0,51380224,0.053455352783203125,0.0,1568.0
47,layer3.3.conv1,2048.0,51380224,0.057483673095703125,0.0,392.0
48,layer3.3.conv2,4608.0,115605504,0.055077446831597224,0.0,392.0
49,layer3.3.conv3,2048.0,51380224,0.06003570556640625,9.964923469387754e-06,1568.0
50,layer3.4.conv1,2048.0,51380224,0.05977630615234375,0.0,392.0
51,layer3.4.conv2,4608.0,115605504,0.048919677734375,0.0,392.0
52,layer3.4.conv3,2048.0,51380224,0.18332290649414062,0.0005630181760204082,1568.0
53,layer3.5.conv1,2048.0,51380224,0.0498809814453125,0.0,392.0
54,layer3.5.conv2,4608.0,115605504,0.05169677734375,0.0,392.0
55,layer3.5.conv3,2048.0,51380224,0.05753326416015625,0.0,1568.0
56,layer3.6.conv1,2048.0,51380224,0.050823211669921875,0.0,392.0
57,layer3.6.conv2,4608.0,115605504,0.05514187282986111,0.0,392.0
58,layer3.6.conv3,2048.0,51380224,0.09818267822265625,9.964923469387754e-06,1568.0
59,layer3.7.conv1,2048.0,51380224,0.049129486083984375,0.0,392.0
60,layer3.7.conv2,4608.0,115605504,0.054848564995659724,0.0,392.0
61,layer3.7.conv3,2048.0,51380224,0.06406021118164062,2.491230867346939e-05,1568.0
62,layer3.8.conv1,2048.0,51380224,0.048801422119140625,0.0,392.0
63,layer3.8.conv2,4608.0,115605504,0.056679619683159724,0.0,392.0
64,layer3.8.conv3,2048.0,51380224,0.056751251220703125,4.982461734693877e-06,1568.0
65,layer3.9.conv1,2048.0,51380224,0.041416168212890625,0.0,392.0
66,layer3.9.conv2,4608.0,115605504,0.05001661512586805,3.985969387755102e-05,392.0
67,layer3.9.conv3,2048.0,51380224,0.053485870361328125,0.0,1568.0
68,layer3.10.conv1,2048.0,51380224,0.044330596923828125,1.992984693877551e-05,392.0
69,layer3.10.conv2,4608.0,115605504,0.049957275390625,0.0,392.0
70,layer3.10.conv3,2048.0,51380224,0.06337356567382812,1.4947385204081632e-05,1568.0
71,layer3.11.conv1,2048.0,51380224,0.045116424560546875,0.0,392.0
72,layer3.11.conv2,4608.0,115605504,0.05144076877170139,0.0,392.0
73,layer3.11.conv3,2048.0,51380224,0.0885467529296875,1.992984693877551e-05,1568.0
74,layer3.12.conv1,2048.0,51380224,0.04421234130859375,0.0,392.0
75,layer3.12.conv2,4608.0,115605504,0.05711534288194445,0.0,392.0
76,layer3.12.conv3,2048.0,51380224,0.06260299682617188,1.4947385204081632e-05,1568.0
77,layer3.13.conv1,2048.0,51380224,0.039997100830078125,0.0,392.0
78,layer3.13.conv2,4608.0,115605504,0.05363803439670139,0.0,392.0
79,layer3.13.conv3,2048.0,51380224,0.046703338623046875,9.964923469387754e-06,1568.0
80,layer3.14.conv1,2048.0,51380224,0.04296112060546875,0.0,392.0
81,layer3.14.conv2,4608.0,115605504,0.052313910590277776,0.0,392.0
82,layer3.14.conv3,2048.0,51380224,0.10227584838867188,4.982461734693877e-06,1568.0
83,layer3.15.conv1,2048.0,51380224,0.04473114013671875,0.0,392.0
84,layer3.15.conv2,4608.0,115605504,0.052881876627604164,0.0,392.0
85,layer3.15.conv3,2048.0,51380224,0.07731246948242188,0.0,1568.0
86,layer3.16.conv1,2048.0,51380224,0.042499542236328125,0.0,392.0
87,layer3.16.conv2,4608.0,115605504,0.054051717122395836,0.0,392.0
88,layer3.16.conv3,2048.0,51380224,0.04688262939453125,9.964923469387754e-06,1568.0
89,layer3.17.conv1,2048.0,51380224,0.038543701171875,0.0,392.0
90,layer3.17.conv2,4608.0,115605504,0.0526580810546875,0.0,392.0
91,layer3.17.conv3,2048.0,51380224,0.04488372802734375,4.982461734693877e-06,1568.0
92,layer3.18.conv1,2048.0,51380224,0.0391387939453125,0.0,392.0
93,layer3.18.conv2,4608.0,115605504,0.051184760199652776,0.0,392.0
94,layer3.18.conv3,2048.0,51380224,0.046169281005859375,4.982461734693877e-06,1568.0
95,layer3.19.conv1,2048.0,51380224,0.039974212646484375,0.0,392.0
96,layer3.19.conv2,4608.0,115605504,0.053841484917534724,0.0,392.0
97,layer3.19.conv3,2048.0,51380224,0.052074432373046875,1.4947385204081632e-05,1568.0
98,layer3.20.conv1,2048.0,51380224,0.041072845458984375,0.0,392.0
99,layer3.20.conv2,4608.0,115605504,0.06551445855034722,0.0,392.0
100,layer3.20.conv3,2048.0,51380224,0.050823211669921875,4.982461734693877e-06,1568.0
101,layer3.21.conv1,2048.0,51380224,0.038238525390625,0.0,392.0
102,layer3.21.conv2,4608.0,115605504,0.049092610677083336,0.0,392.0
103,layer3.21.conv3,2048.0,51380224,0.044048309326171875,9.964923469387754e-06,1568.0
104,layer3.22.conv1,2048.0,51380224,0.036956787109375,0.0,392.0
105,layer3.22.conv2,4608.0,115605504,0.057927449544270836,0.0,392.0
106,layer3.22.conv3,2048.0,51380224,0.04134368896484375,0.0,1568.0
107,layer3.23.conv1,2048.0,51380224,0.037738800048828125,0.0,392.0
108,layer3.23.conv2,4608.0,115605504,0.05681016710069445,0.0,392.0
109,layer3.23.conv3,2048.0,51380224,0.04117584228515625,9.964923469387754e-06,1568.0
110,layer3.24.conv1,2048.0,51380224,0.034290313720703125,0.0,392.0
111,layer3.24.conv2,4608.0,115605504,0.056360880533854164,1.992984693877551e-05,392.0
112,layer3.24.conv3,2048.0,51380224,0.041229248046875,9.964923469387754e-06,1568.0
113,layer3.25.conv1,2048.0,51380224,0.034648895263671875,0.0,392.0
114,layer3.25.conv2,4608.0,115605504,0.055475870768229164,1.992984693877551e-05,392.0
115,layer3.25.conv3,2048.0,51380224,0.04308319091796875,4.982461734693877e-06,1568.0
116,layer3.26.conv1,2048.0,51380224,0.03311920166015625,0.0,392.0
117,layer3.26.conv2,4608.0,115605504,0.05342271592881945,0.0,392.0
118,layer3.26.conv3,2048.0,51380224,0.038982391357421875,4.982461734693877e-06,1568.0
119,layer3.27.conv1,2048.0,51380224,0.03461456298828125,0.0,392.0
120,layer3.27.conv2,4608.0,115605504,0.05038113064236111,0.0,392.0
121,layer3.27.conv3,2048.0,51380224,0.03923797607421875,4.982461734693877e-06,1568.0
122,layer3.28.conv1,2048.0,51380224,0.03444671630859375,0.0,392.0
123,layer3.28.conv2,4608.0,115605504,0.0567626953125,0.0,392.0
124,layer3.28.conv3,2048.0,51380224,0.03971099853515625,0.0,1568.0
125,layer3.29.conv1,2048.0,51380224,0.03136444091796875,0.0,392.0
126,layer3.29.conv2,4608.0,115605504,0.05256822374131945,0.0,392.0
127,layer3.29.conv3,2048.0,51380224,0.0410614013671875,2.491230867346939e-05,1568.0
128,layer3.30.conv1,2048.0,51380224,0.03127288818359375,0.0,392.0
129,layer3.30.conv2,4608.0,115605504,0.06009080674913195,0.0,392.0
130,layer3.30.conv3,2048.0,51380224,0.037197113037109375,4.982461734693877e-06,1568.0
131,layer3.31.conv1,2048.0,51380224,0.032047271728515625,0.0,392.0
132,layer3.31.conv2,4608.0,115605504,0.049080742730034724,0.0,392.0
133,layer3.31.conv3,2048.0,51380224,0.039642333984375,0.0,1568.0
134,layer3.32.conv1,2048.0,51380224,0.028141021728515625,0.0,392.0
135,layer3.32.conv2,4608.0,115605504,0.054572211371527776,0.0,392.0
136,layer3.32.conv3,2048.0,51380224,0.0359344482421875,2.491230867346939e-05,1568.0
137,layer3.33.conv1,2048.0,51380224,0.03096771240234375,0.0,392.0
138,layer3.33.conv2,4608.0,115605504,0.05961778428819445,0.0,392.0
139,layer3.33.conv3,2048.0,51380224,0.03743743896484375,1.4947385204081632e-05,1568.0
140,layer3.34.conv1,2048.0,51380224,0.0296173095703125,0.0,392.0
141,layer3.34.conv2,4608.0,115605504,0.05559115939670139,0.0,392.0
142,layer3.34.conv3,2048.0,51380224,0.036968231201171875,4.982461734693877e-06,1568.0
143,layer3.35.conv1,2048.0,51380224,0.046421051025390625,0.0,392.0
144,layer3.35.conv2,4608.0,115605504,0.062260945638020836,0.0,392.0
145,layer3.35.conv3,2048.0,51380224,0.073760986328125,0.0,1568.0
146,layer4.0.conv1,4096.0,102760448,0.024728775024414062,0.0,784.0
147,layer4.0.conv2,18432.0,115605504,0.0418031480577257,0.0,196.0
148,layer4.0.conv3,8192.0,51380224,0.033453941345214844,0.0,784.0
149,layer4.0.downsample.0,16384.0,102760448,0.032357215881347656,0.0,784.0
150,layer4.1.conv1,8192.0,51380224,0.03827095031738281,0.0,196.0
151,layer4.1.conv2,18432.0,115605504,0.05344941880967882,0.0,196.0
152,layer4.1.conv3,8192.0,51380224,0.03775978088378906,0.0,784.0
153,layer4.2.conv1,8192.0,51380224,0.0474853515625,0.0,196.0
154,layer4.2.conv2,18432.0,115605504,0.05651092529296875,0.0,196.0
155,layer4.2.conv3,8192.0,51380224,0.03761768341064453,0.0,784.0
156,fc,16000.0,2048000,0.05158935546875,0.0,7.8125
