Layer #,Layer,Weights(KB),MACs,Weight_Sparsity(0-1),Activation_Sparsity(0-1),Activations(KB)
1,conv1,73.5,118013952,0.008715986394557822,0.0,6272.0
2,layer1.0.conv1,32.0,12845056,0.041015625,0.03125,1568.0
3,layer1.0.conv2,288.0,115605504,0.131591796875,0.078125,1568.0
4,layer1.0.conv3,128.0,51380224,0.19036865234375,0.08203249561543367,6272.0
5,layer1.0.downsample.0,128.0,51380224,0.1041259765625,0.078125,6272.0
6,layer1.1.conv1,128.0,51380224,0.13397216796875,0.015625,1568.0
7,layer1.1.conv2,288.0,115605504,0.03805881076388889,0.0,1568.0
8,layer1.1.conv3,128.0,51380224,0.03173828125,1.2456154336734693e-06,6272.0
9,layer1.2.conv1,128.0,51380224,0.014404296875,0.0,1568.0
10,layer1.2.conv2,288.0,115605504,0.016493055555555556,0.0,1568.0
11,layer1.2.conv3,128.0,51380224,0.04388427734375,3.736846301020408e-06,6272.0
12,layer2.0.conv1,256.0,102760448,0.0145263671875,0.0,3136.0
13,layer2.0.conv2,1152.0,115605504,0.022996690538194444,0.0,784.0
14,layer2.0.conv3,512.0,51380224,0.0437164306640625,0.007814991230867346,3136.0
15,layer2.0.downsample.0,1024.0,102760448,0.04421234130859375,0.0078125,3136.0
16,layer2.1.conv1,512.0,51380224,0.0640411376953125,0.0,784.0
17,layer2.1.conv2,1152.0,115605504,0.036153157552083336,0.0,784.0
18,layer2.1.conv3,512.0,51380224,0.083465576171875,1.4947385204081632e-05,3136.0
19,layer2.2.conv1,512.0,51380224,0.03375244140625,0.0,784.0
20,layer2.2.conv2,1152.0,115605504,0.03460693359375,0.0,784.0
21,layer2.2.conv3,512.0,51380224,0.039398193359375,2.4912308673469386e-06,3136.0
22,layer2.3.conv1,512.0,51380224,0.027923583984375,0.0,784.0
23,layer2.3.conv2,1152.0,115605504,0.027377658420138888,9.964923469387754e-06,784.0
24,layer2.3.conv3,512.0,51380224,0.0320587158203125,2.4912308673469386e-06,3136.0
25,layer2.4.conv1,512.0,51380224,0.032257080078125,0.0,784.0
26,layer2.4.conv2,1152.0,115605504,0.028211805555555556,0.0,784.0
