ou_row,ou_col,Latency,Power Density,TOPS,Energy_per_Mac
4,4,27320.0,2.6426513671875005e-05,0.0037109375,7.121250000000001e-15
4,8,13670.0,6.537744140624999e-05,0.007421875,8.80875e-15
4,12,9116.0,0.00011685278320312499,0.011132812499999999,1.0496250000000001e-14
4,16,6844.0,0.0001808525390625,0.01484375,1.2183750000000002e-14
4,20,5478.0,0.00025737670898437503,0.0185546875,1.387125e-14
4,24,4570.0,0.00034642529296875004,0.022265624999999997,1.5558750000000003e-14
4,28,3918.0,0.00044799829101562497,0.025976562499999998,1.7246250000000002e-14
4,32,3430.0,0.000562095703125,0.0296875,1.893375e-14
4,36,3050.0,0.0006887175292968749,0.033398437499999996,2.062125e-14
4,40,2746.0,0.00082786376953125,0.037109375,2.230875e-14
4,44,2500.0,0.0009795344238281247,0.0408203125,2.399625e-14
4,48,2292.0,0.0011437294921875002,0.044531249999999994,2.5683750000000004e-14
4,52,2116.0,0.001320448974609375,0.0482421875,2.7371250000000003e-14
4,56,1970.0,0.00150969287109375,0.051953124999999996,2.905875e-14
4,60,1834.0,0.001711461181640625,0.0556640625,3.074625e-14
4,64,1720.0,0.00192575390625,0.059375,3.243375e-14
4,68,1624.0,0.002152571044921875,0.0630859375,3.4121250000000006e-14
4,72,1534.0,0.00239191259765625,0.06679687499999999,3.5808750000000005e-14
4,76,1454.0,0.002643778564453125,0.0705078125,3.7496250000000004e-14
4,80,1378.0,0.0029081689453125006,0.07421875,3.9183750000000003e-14
4,84,1316.0,0.003185083740234375,0.0779296875,4.087125e-14
4,88,1260.0,0.00347452294921875,0.081640625,4.255875e-14
4,92,1204.0,0.003776486572265625,0.08535156249999999,4.424625000000001e-14
4,96,1154.0,0.004090974609375,0.08906249999999999,4.5933750000000006e-14
4,100,1110.0,0.004417987060546876,0.0927734375,4.7621250000000005e-14
4,104,1064.0,0.00475752392578125,0.096484375,4.9308750000000004e-14
4,108,1026.0,0.005109585205078125,0.1001953125,5.0996250000000003e-14
4,112,992.0,0.005474170898437499,0.10390624999999999,5.268375e-14
4,116,958.0,0.005851281005859375,0.10761718749999999,5.437125000000001e-14
4,120,926.0,0.006240915527343751,0.111328125,5.605875000000001e-14
4,124,894.0,0.006643074462890625,0.1150390625,5.774625e-14
4,128,870.0,0.0070577578125,0.11875,5.943375e-14
8,4,20505.0,9.3181640625e-05,0.007421875,1.2555000000000001e-14
8,8,10266.0,0.00021141210937500004,0.01484375,1.4242500000000002e-14
8,12,6855.0,0.00035469140624999997,0.022265624999999997,1.593e-14
8,16,5145.0,0.0005230195312499999,0.0296875,1.76175e-14
8,20,4119.0,0.000716396484375,0.037109375,1.9305e-14
8,24,3438.0,0.0009348222656249999,0.044531249999999994,2.0992500000000002e-14
8,28,2955.0,0.001178296875,0.051953124999999996,2.268e-14
8,32,2580.0,0.0014468203125,0.059375,2.4367500000000003e-14
8,36,2301.0,0.0017403925781249998,0.06679687499999999,2.6055000000000002e-14
8,40,2067.0,0.0020590136718750002,0.07421875,2.77425e-14
8,44,1890.0,0.0024026835937499998,0.081640625,2.943e-14
8,48,1731.0,0.0027714023437500003,0.08906249999999999,3.1117500000000006e-14
8,52,1596.0,0.003165169921875,0.096484375,3.2805000000000005e-14
8,56,1488.0,0.0035839863281249998,0.10390624999999999,3.4492500000000004e-14
8,60,1389.0,0.0040278515625,0.111328125,3.6180000000000003e-14
8,64,1305.0,0.004496765625,0.11875,3.78675e-14
8,68,1230.0,0.004990728515624999,0.126171875,3.9555e-14
8,72,1161.0,0.005509740234374999,0.13359374999999998,4.12425e-14
8,76,1104.0,0.00605380078125,0.141015625,4.293e-14
8,80,1044.0,0.00662291015625,0.1484375,4.46175e-14
8,84,1002.0,0.007217068359374999,0.155859375,4.6305e-14
8,88,957.0,0.007836275390624998,0.16328125,4.79925e-14
8,92,915.0,0.008480531250000001,0.17070312499999998,4.968000000000001e-14
8,96,879.0,0.009149835937500002,0.17812499999999998,5.136750000000001e-14
8,100,849.0,0.009844189453125003,0.185546875,5.305500000000001e-14
8,104,807.0,0.010563591796875,0.19296875,5.4742500000000006e-14
8,108,780.0,0.011308042968750001,0.200390625,5.6430000000000005e-14
8,112,762.0,0.01207754296875,0.20781249999999998,5.81175e-14
8,116,729.0,0.012872091796874999,0.21523437499999998,5.9805e-14
8,120,705.0,0.013691689453125,0.22265625,6.14925e-14
8,124,684.0,0.014536335937499999,0.230078125,6.318e-14
8,128,666.0,0.01540603125,0.2375,6.48675e-14
12,4,16340.259078287028,0.00020026538085937494,0.011132812499999999,1.798875e-14
12,8,8191.639314147842,0.00043810400390625,0.022265624999999997,1.967625e-14
12,12,5467.067813599763,0.000713515869140625,0.033398437499999996,2.136375e-14
12,16,4108.367025826445,0.0010265009765624998,0.044531249999999994,2.305125e-14
12,20,3287.4106131613,0.0013770593261718748,0.05566406249999999,2.473875e-14
12,24,2749.666238053126,0.0017651909179687499,0.06679687499999999,2.642625e-14
12,28,2358.905325474521,0.0021908957519531248,0.07792968749999998,2.811375e-14
12,32,2068.5233629161066,0.0026541738281249997,0.08906249999999999,2.980125e-14
12,36,1839.0857628699532,0.0031550251464843746,0.1001953125,3.148875e-14
12,40,1659.8376378338953,0.003693449707031249,0.11132812499999999,3.317625e-14
12,44,1512.854175304328,0.004269447509765624,0.12246093749999998,3.4863749999999996e-14
12,48,1387.3804877790872,0.004883018554687499,0.13359374999999998,3.655125e-14
12,52,1283.4165752581741,0.005534162841796875,0.1447265625,3.823875e-14
