Rows,Cols,Energy,TOPS,Time,Power Density
16,48,1.35937e-13,1.40625,5.69767e-05,0.191162
16,52,1.39336e-13,1.52344,5.25939e-05,0.21227
16,56,1.42734e-13,1.64062,4.88372e-05,0.234174
16,60,1.46133e-13,1.75781,4.55813e-05,0.256874
16,64,1.49531e-13,1.875,4.27325e-05,0.280371
16,68,1.5293e-13,1.99219,4.02188e-05,0.304665
16,72,1.56328e-13,2.10938,3.79845e-05,0.329755
16,76,1.59727e-13,2.22656,3.59853e-05,0.355641
16,80,1.63125e-13,2.34375,3.4186e-05,0.382324
16,84,1.66523e-13,2.46094,3.25581e-05,0.409804
16,88,1.69922e-13,2.57812,3.10782e-05,0.43808
16,92,1.7332e-13,2.69531,2.9727e-05,0.467152
16,96,1.76719e-13,2.8125,2.84883e-05,0.497021
16,100,1.80117e-13,2.92969,2.73488e-05,0.527687
16,104,1.83516e-13,3.04688,2.62969e-05,0.559149
16,108,1.86914e-13,3.16406,2.5323e-05,0.591408
16,112,1.90313e-13,3.28125,2.44186e-05,0.624463
16,116,1.93711e-13,3.39844,2.35766e-05,0.658315
16,120,1.97109e-13,3.51562,2.27907e-05,0.692963
16,124,2.00508e-13,3.63281,2.20555e-05,0.728407
16,128,2.03906e-13,3.75,2.13663e-05,0.764648
20,4,1.22344e-13,0.146484,0.000546976,0.0179214
20,8,1.25742e-13,0.292969,0.000273488,0.0368385
20,12,1.29141e-13,0.439453,0.000182325,0.0567513
20,16,1.32539e-13,0.585938,0.000136744,0.0776596
20,20,1.35937e-13,0.732422,0.000109395,0.0995636
20,24,1.39336e-13,0.878906,9.11627e-05,0.122463
20,28,1.42734e-13,1.02539,7.81394e-05,0.146358
20,32,1.46133e-13,1.17188,6.8372e-05,0.171249
20,36,1.49531e-13,1.31836,6.07751e-05,0.197136
20,40,1.5293e-13,1.46484,5.46976e-05,0.224018
20,44,1.56328e-13,1.61133,4.97251e-05,0.251896
20,48,1.59727e-13,1.75781,4.55813e-05,0.280769
20,52,1.63125e-13,1.9043,4.20751e-05,0.310638
20,56,1.66523e-13,2.05078,3.90697e-05,0.341503
20,60,1.69922e-13,2.19727,3.64651e-05,0.373363
20,64,1.7332e-13,2.34375,3.4186e-05,0.406219
20,68,1.76719e-13,2.49023,3.21751e-05,0.440071
20,72,1.80117e-13,2.63672,3.03876e-05,0.474918
20,76,1.83516e-13,2.7832,2.87882e-05,0.510761
20,80,1.86914e-13,2.92969,2.73488e-05,0.5476
20,84,1.90313e-13,3.07617,2.60465e-05,0.585434
20,88,1.93711e-13,3.22266,2.48626e-05,0.624264
20,92,1.97109e-13,3.36914,2.37816e-05,0.664089
20,96,2.00508e-13,3.51562,2.27907e-05,0.70491
20,100,2.03906e-13,3.66211,2.1879e-05,0.746727
20,104,2.07305e-13,3.80859,2.10375e-05,0.789539
20,108,2.10703e-13,3.95508,2.02584e-05,0.833347
20,112,2.14102e-13,4.10156,1.95349e-05,0.878151
20,116,2.175e-13,4.24805,1.88612e-05,0.92395
20,120,2.20898e-13,4.39453,1.82325e-05,0.970745
20,124,2.24297e-13,4.54102,1.76444e-05,1.01854
20,128,2.27695e-13,4.6875,1.7093e-05,1.06732
24,4,1.46133e-13,0.175781,0.000455813,0.0256874
24,8,1.49531e-13,0.351562,0.000227907,0.0525696
24,12,1.5293e-13,0.527344,0.000151938,0.0806465
24,16,1.56328e-13,0.703125,0.000113953,0.109918
24,20,1.59727e-13,0.878906,9.11627e-05,0.140385
24,24,1.63125e-13,1.05469,7.59689e-05,0.172046
24,28,1.66523e-13,1.23047,6.51162e-05,0.204902
24,32,1.69922e-13,1.40625,5.69767e-05,0.238953
24,36,1.7332e-13,1.58203,5.06459e-05,0.274198
24,40,1.76719e-13,1.75781,4.55813e-05,0.310638
24,44,1.80117e-13,1.93359,4.14376e-05,0.348273
24,48,1.83516e-13,2.10938,3.79845e-05,0.387103
24,52,1.86914e-13,2.28516,3.50626e-05,0.427128
24,56,1.90313e-13,2.46094,3.25581e-05,0.468347
24,60,1.93711e-13,2.63672,3.03876e-05,0.510761
24,64,1.97109e-13,2.8125,2.84883e-05,0.55437
24,68,2.00508e-13,2.98828,2.68126e-05,0.599174
24,72,2.03906e-13,3.16406,2.5323e-05,0.645172
24,76,2.07305e-13,3.33984,2.39902e-05,0.692365
24,80,2.10703e-13,3.51562,2.27907e-05,0.740753
24,84,2.14102e-13,3.69141,2.17054e-05,0.790336
24,88,2.175e-13,3.86719,2.07188e-05,0.841113
24,92,2.20898e-13,4.04297,1.9818e-05,0.893085
24,96,2.24297e-13,4.21875,1.89922e-05,0.946252
24,100,2.27695e-13,4.39453,1.82325e-05,1.00061
24,104,2.31094e-13,4.57031,1.75313e-05,1.05617
24,108,2.34492e-13,4.74609,1.6882e-05,1.11292
24,112,2.37891e-13,4.92188,1.62791e-05,1.17087
24,116,2.41289e-13,5.09766,1.57177e-05,1.23001
24,120,2.44688e-13,5.27344,1.51938e-05,1.29034
24,124,2.48086e-13,5.44922,1.47037e-05,1.35187
24,128,2.51484e-13,5.625,1.42442e-05,1.4146
28,4,1.69922e-13,0.205078,0.000390697,0.0348473
28,8,1.7332e-13,0.410156,0.000195349,0.0710884
28,12,1.76719e-13,0.615234,0.000130232,0.108723
28,16,1.80117e-13,0.820312,9.76743e-05,0.147752
28,20,1.83516e-13,1.02539,7.81394e-05,0.188175
28,24,1.86914e-13,1.23047,6.51162e-05,0.229992
28,28,1.90313e-13,1.43555,5.58139e-05,0.273203
28,32,1.93711e-13,1.64062,4.88372e-05,0.317807
28,36,1.97109e-13,1.8457,4.34108e-05,0.363805
28,40,2.00508e-13,2.05078,3.90697e-05,0.411198
28,44,2.03906e-13,2.25586,3.55179e-05,0.459984
28,48,2.07305e-13,2.46094,3.25581e-05,0.510164
28,52,2.10703e-13,2.66602,3.00536e-05,0.561738
28,56,2.14102e-13,2.87109,2.79069e-05,0.614706
28,60,2.175e-13,3.07617,2.60465e-05,0.669067
28,64,2.20898e-13,3.28125,2.44186e-05,0.724823
28,68,2.24297e-13,3.48633,2.29822e-05,0.781973
28,72,2.27695e-13,3.69141,2.17054e-05,0.840516
28,76,2.31094e-13,3.89648,2.0563e-05,0.900453
28,80,2.34492e-13,4.10156,1.95349e-05,0.961784
28,84,2.37891e-13,4.30664,1.86046e-05,1.02451
28,88,2.41289e-13,4.51172,1.7759e-05,1.08863
28,92,2.44688e-13,4.7168,1.69868e-05,1.15414
28,96,2.48086e-13,4.92188,1.62791e-05,1.22105
28,100,2.51484e-13,5.12695,1.56279e-05,1.28935
28,104,2.54883e-13,5.33203,1.50268e-05,1.35904
28,108,2.58281e-13,5.53711,1.44703e-05,1.43013
28,112,2.6168e-13,5.74219,1.39535e-05,1.50261
28,116,2.65078e-13,5.94727,1.34723e-05,1.57649
28,120,2.68477e-13,6.15234,1.30232e-05,1.65176
28,124,2.71875e-13,6.35742,1.26031e-05,1.72842
28,128,2.75273e-13,6.5625,1.22093e-05,1.80648
32,4,1.93711e-13,0.234375,0.00034186,0.045401
32,8,1.97109e-13,0.46875,0.00017093,0.092395
32,12,2.00508e-13,0.703125,0.000113953,0.140982
32,16,2.03906e-13,0.9375,8.5465e-05,0.191162
32,20,2.07305e-13,1.17188,6.8372e-05,0.242935
32,24,2.10703e-13,1.40625,5.69767e-05,0.296301
32,28,2.14102e-13,1.64062,4.88372e-05,0.35126
32,32,2.175e-13,1.875,4.27325e-05,0.407813
32,36,2.20898e-13,2.10938,3.79845e-05,0.465958
32,40,2.24297e-13,2.34375,3.4186e-05,0.525696
32,44,2.27695e-13,2.57812,3.10782e-05,0.587027
32,48,2.31094e-13,2.8125,2.84883e-05,0.649951
32,52,2.34492e-13,3.04688,2.62969e-05,0.714468
