Rows,Cols,Energy,TOPS,Time,Power Density
12,100,5.84887e-14,2.78320e-01,2.87882e-04,1.62786e-02
12,104,6.01763e-14,2.89453e-01,2.76810e-04,1.74182e-02
12,108,6.18637e-14,3.00586e-01,2.66558e-04,1.85954e-02
12,112,6.35513e-14,3.11719e-01,2.57038e-04,1.98101e-02
12,116,6.52388e-14,3.22852e-01,2.48174e-04,2.10624e-02
12,120,6.69263e-14,3.33984e-01,2.39902e-04,2.23523e-02
12,124,6.86138e-14,3.45117e-01,2.32163e-04,2.36798e-02
12,128,7.03013e-14,3.56250e-01,2.24908e-04,2.50448e-02
16,4,2.34225e-14,1.48437e-02,5.39779e-03,3.47678e-04
16,8,2.51100e-14,2.96875e-02,2.69890e-03,7.45453e-04
16,12,2.67975e-14,4.45312e-02,1.79926e-03,1.19333e-03
16,16,2.84850e-14,5.93750e-02,1.34945e-03,1.69130e-03
16,20,3.01725e-14,7.42188e-02,1.07956e-03,2.23937e-03
16,24,3.18600e-14,8.90625e-02,8.99632e-04,2.83753e-03
16,28,3.35475e-14,1.03906e-01,7.71113e-04,3.48579e-03
16,32,3.52350e-14,1.18750e-01,6.74724e-04,4.18416e-03
16,36,3.69225e-14,1.33594e-01,5.99755e-04,4.93262e-03
16,40,3.86100e-14,1.48438e-01,5.39779e-04,5.73117e-03
16,44,4.02975e-14,1.63281e-01,4.90708e-04,6.57983e-03
16,48,4.19850e-14,1.78125e-01,4.49816e-04,7.47858e-03
16,52,4.36725e-14,1.92969e-01,4.15215e-04,8.42743e-03
16,56,4.53600e-14,2.07812e-01,3.85556e-04,9.42638e-03
16,60,4.70475e-14,2.22656e-01,3.59853e-04,1.04754e-02
16,64,4.87350e-14,2.37500e-01,3.37362e-04,1.15746e-02
16,68,5.04225e-14,2.52344e-01,3.17517e-04,1.27238e-02
16,72,5.21100e-14,2.67187e-01,2.99877e-04,1.39231e-02
16,76,5.37975e-14,2.82031e-01,2.84094e-04,1.51726e-02
16,80,5.54850e-14,2.96875e-01,2.69890e-04,1.64721e-02
16,84,5.71725e-14,3.11719e-01,2.57038e-04,1.78217e-02
16,88,5.88600e-14,3.26562e-01,2.45354e-04,1.92215e-02
16,92,6.05475e-14,3.41406e-01,2.34687e-04,2.06713e-02
16,96,6.22350e-14,3.56250e-01,2.24908e-04,2.21712e-02
16,100,6.39225e-14,3.71094e-01,2.15912e-04,2.37212e-02
16,104,6.56100e-14,3.85937e-01,2.07607e-04,2.53214e-02
16,108,6.72975e-14,4.00781e-01,1.99918e-04,2.69716e-02
16,112,6.89850e-14,4.15625e-01,1.92778e-04,2.86719e-02
16,116,7.06725e-14,4.30469e-01,1.86131e-04,3.04223e-02
16,120,7.23600e-14,4.45312e-01,1.79926e-04,3.22228e-02
16,124,7.40475e-14,4.60156e-01,1.74122e-04,3.40734e-02
16,128,7.57350e-14,4.75000e-01,1.68681e-04,3.59741e-02
20,4,2.88563e-14,1.85547e-02,4.31823e-03,5.35419e-04
20,8,3.05438e-14,3.71094e-02,2.15912e-03,1.13346e-03
20,12,3.22313e-14,5.56641e-02,1.43941e-03,1.79412e-03
20,16,3.39188e-14,7.42188e-02,1.07956e-03,2.51741e-03
20,20,3.56063e-14,9.27734e-02,8.63647e-04,3.30331e-03
20,24,3.72938e-14,1.11328e-01,7.19705e-04,4.15184e-03
20,28,3.89813e-14,1.29883e-01,6.16890e-04,5.06299e-03
20,32,4.06688e-14,1.48438e-01,5.39779e-04,6.03677e-03
20,36,4.23563e-14,1.66992e-01,4.79804e-04,7.07316e-03
20,40,4.40438e-14,1.85547e-01,4.31823e-04,8.17218e-03
20,44,4.57313e-14,2.04102e-01,3.92567e-04,9.33382e-03
20,48,4.74188e-14,2.22656e-01,3.59853e-04,1.05581e-02
20,52,4.91063e-14,2.41211e-01,3.32172e-04,1.18450e-02
20,56,5.07938e-14,2.59766e-01,3.08445e-04,1.31945e-02
20,60,5.24813e-14,2.78320e-01,2.87882e-04,1.46066e-02
20,64,5.41688e-14,2.96875e-01,2.69890e-04,1.60813e-02
20,68,5.58563e-14,3.15430e-01,2.54014e-04,1.76187e-02
